Gene1,Gene2,Aag_Edge_Weight
USP38|84640,G3BP2|9908,1.8
UTP15|84135,SLC30A5|64924,1.8
UXT|8409,NDUFB11|54539,1.8
VAV1|7409,DOCK2|1794,1.8
VAV1|7409,FERMT3|83706,1.8
VDAC3|7419,FNTA|2339,1.8
VDAC3|7419,RNF170|81790,1.8
VPS52|6293,AARS2|57505,1.8
VPS52|6293,SKIV2L|6499,1.8
VTA1|51534,ATG5|9474,1.8
VTA1|51534,SERINC1|57515,1.8
VTA1|51534,STX7|8417,1.8
WDR24|84219,STUB1|10273,1.8
WDR34|89891,GTF3C5|9328,1.8
WDR43|23160,PNO1|56902,1.8
WRAP53|55135,DRG2|1819,1.8
XRCC5|7520,CUL3|8452,1.8
YIPF2|78992,YIF1A|10897,1.8
YIPF3|25844,KLHDC3|116138,1.8
YIPF5|81555,G3BP1|10146,1.8
YIPF5|81555,MAT2B|27430,1.8
YIPF6|286451,CHM|1121,1.8
YLPM1|56252,SUPT16H|11198,1.8
YTHDC2|64848,PPIP5K2|23262,1.8
YY1AP1|55249,CRTC2|200186,1.8
ZADH2|284273,TSHZ1|10194,1.8
ZBTB17|7709,NOC2L|26155,1.8
ZBTB41|360023,RAB3GAP2|25782,1.8
ZBTB41|360023,TROVE2|6738,1.8
ZBTB45|84878,SCAF1|58506,1.8
ZBTB48|3104,ZBTB17|7709,1.8
ZC3H15|55854,ASNSD1|54529,1.8
ZC3H15|55854,PNPT1|87178,1.8
ZC3H15|55854,WDR12|55759,1.8
ZCCHC10|54819,C5orf24|134553,1.8
ZCCHC9|84240,TAF9|6880,1.8
ZDHHC12|84885,SSNA1|8636,1.8
ZDHHC17|23390,MON2|23041,1.8
ZEB1|6935,TCF4|6925,1.8
ZFAND2B|130617,ILKAP|80895,1.8
ZFP91|80829,TRIM44|54765,1.8
ZMYM5|9205,NAA16|79612,1.8
ZMYM5|9205,USPL1|10208,1.8
ZMYND19|116225,ASB6|140459,1.8
ZNF197|10168,SETD2|29072,1.8
ZNF225|7768,ZNF175|7728,1.8
ZNF276|92822,TAF1C|9013,1.8
ZNF354B|117608,TCERG1|10915,1.8
ZNF384|171017,PAN2|9924,1.8
ZNF43|7594,ZNF254|9534,1.8
ZNF510|22869,STX17|55014,1.8
ZNF511|118472,MRPL43|84545,1.8
ZNF548|147694,ZNF17|7565,1.8
ZNF559|84527,ZNF177|7730,1.8
ZNF581|51545,RPL18|6141,1.8
ZNF598|90850,AXIN1|8312,1.8
ZNF599|148103,ZNF230|7773,1.8
ZNF615|284370,ZNF613|79898,1.8
ZNF626|199777,ZNF253|56242,1.8
ZNF646|9726,ZNF500|26048,1.8
ZNF655|79027,KRIT1|889,1.8
ZNF664|144348,PTPN11|5781,1.8
ZNF675|171392,ZNF253|56242,1.8
ZNF687|57592,PI4KB|5298,1.8
ZNF691|51058,THAP3|90326,1.8
ZNF706|51123,YWHAZ|7534,1.8
ZNF708|7562,ZNF493|284443,1.8
ZNF721|170960,HAUS3|79441,1.8
ZNF737|100129842,ZNF253|56242,1.8
ZNF76|7629,TJAP1|93643,1.8
ZNF791|163049,ZNF430|80264,1.8
ZNF800|168850,TWISTNB|221830,1.8
ZNF805|390980,ZNF264|9422,1.8
ZNF823|55552,ZNF799|90576,1.8
ZNF831|128611,SLAMF6|114836,1.8
ZNRD1|30834,RPP21|79897,1.8
AP3B1|8546,AGGF1|55109,1.7
ARPC1A|10552,ADCK2|90956,1.7
ARPC1A|10552,ARMC10|83787,1.7
ATR|545,ARMC8|25852,1.7
BLZF1|8548,ARV1|64801,1.7
BUB1B|701,ARHGAP11A|9824,1.7
C1QA|712,AIF1|199,1.7
CCNB2|9133,AURKB|9212,1.7
CCT6A|908,ABCF2|10061,1.7
CCT7|10574,CCT4|10575,1.7
CD52|1043,CD48|962,1.7
CD86|942,C3AR1|719,1.7
CD96|10225,CD3D|915,1.7
CD96|10225,CD3G|917,1.7
CDC20|991,AURKB|9212,1.7
CDC40|51362,CCNC|892,1.7
CDCA8|55143,AURKB|9212,1.7
CDH5|1003,ARHGEF15|22899,1.7
CDK9|1025,ANAPC2|29882,1.7
CEP350|9857,BDP1|55814,1.7
CFL1|1072,BANF1|8815,1.7
CHD8|57680,CDC42BPB|9578,1.7
CHMP1A|5119,APRT|353,1.7
CHMP7|91782,CCDC25|55246,1.7
CLK3|1198,AKAP8L|26993,1.7
CLOCK|9575,ANKRD17|26057,1.7
CLPS|1208,CELA3A|10136,1.7
CNOT3|4849,ATN1|1822,1.7
COL5A1|1289,COL1A2|1278,1.7
COPE|11316,ASNA1|439,1.7
COPS6|10980,ARF5|381,1.7
CORO1A|11151,ARHGAP9|64333,1.7
CRBN|51185,AZI2|64343,1.7
CREB3|10488,CLTA|1211,1.7
CSF1R|1436,C3AR1|719,1.7
CXCR3|2833,CCL5|6352,1.7
CYCS|54205,COX5A|9377,1.7
DAP3|7818,CCT3|7203,1.7
DBR1|51163,ASTE1|28990,1.7
DDX5|1655,AKIRIN1|79647,1.7
DEPDC1|55635,CCNB2|9133,1.7
DHX29|54505,AGGF1|55109,1.7
DHX29|54505,AP3B1|8546,1.7
DHX36|170506,ATP11B|23200,1.7
DLD|1738,CHCHD3|54927,1.7
DLGAP5|9787,CCNB2|9133,1.7
DNAJC8|22826,CDC42|998,1.7
DNAL4|10126,CBY1|25776,1.7
DSCR8|84677,DSCR4|10281,1.7
E2F1|1869,CDT1|81620,1.7
EIF2S1|1965,ACTR10|55860,1.7
EIF3E|3646,EBAG9|9166,1.7
ELP2|55250,DYM|54808,1.7
ENO1|2023,DDOST|1650,1.7
ERG|2078,ECSCR|641700,1.7
ERGIC1|57222,CANX|821,1.7
ERGIC3|51614,EDEM2|55741,1.7
ERLIN2|11160,ADAM9|8754,1.7
EVI2B|2124,BTK|695,1.7
EXOC3L2|90332,ARHGEF15|22899,1.7
EXOC5|10640,ARHGAP5|394,1.7
EXOSC2|23404,ANP32B|10541,1.7
EXOSC2|23404,CIZ1|25792,1.7
EXOSC7|23016,CCDC12|151903,1.7
FAF2|23197,CANX|821,1.7
FBXL4|26235,CDC40|51362,1.7
FDFT1|2222,ELP3|55140,1.7
FIS1|51024,CHCHD2|51142,1.7
FKBP3|2287,AP4S1|11154,1.7
FLOT1|10211,CSNK2B|1460,1.7
FNBP4|23360,ATAD2B|54454,1.7
FOXM1|2305,CDCA5|113130,1.7
FTSJ3|117246,DHX8|1659,1.7
FYTTD1|84248,ACAP2|23527,1.7
G2E3|55632,EXOC5|10640,1.7
G3BP1|10146,ETF1|2107,1.7
GAL3ST4|79690,ADAP2|55803,1.7
GGPS1|9453,ARV1|64801,1.7
GGTLC1|92086,GGT1|2678,1.7
GGTLC2|91227,GGTLC1|92086,1.7
GIMAP4|55303,ARHGDIB|397,1.7
GIMAP6|474344,FLI1|2313,1.7
GIMAP7|168537,GIMAP1|170575,1.7
GMFG|9535,GIMAP4|55303,1.7
GNGT2|2793,ARHGDIB|397,1.7
GNGT2|2793,GMFG|9535,1.7
GOLGA3|2802,EP400|57634,1.7
GON4L|54856,ASH1L|55870,1.7
GOPC|57120,CASP8AP2|9994,1.7
GOPC|57120,CDC40|51362,1.7
GPATCH8|23131,BPTF|2186,1.7
GPR137|56834,BAD|572,1.7
GPS2|2874,DRG2|1819,1.7
GSK3B|2932,DNAJC13|23317,1.7
GSS|2937,ACSS2|55902,1.7
GSTK1|373156,ATP6V1F|9296,1.7
GTF2B|2959,BCAS2|10286,1.7
GTF2IRD2B|389524,GTF2IRD2|84163,1.7
GTF3C3|9330,ATF2|1386,1.7
GTF3C5|9328,EXOSC2|23404,1.7
GTPBP8|29083,ATG3|64422,1.7
GZMA|3001,CD247|919,1.7
GZMK|3003,CD27|939,1.7
HARS2|23438,BRD8|10902,1.7
HDAC2|3066,GOPC|57120,1.7
HDAC4|9759,ASB1|51665,1.7
HDGF|3068,CCT3|7203,1.7
HECTD1|25831,ARHGAP5|394,1.7
HECTD1|25831,CHD8|57680,1.7
HLA-DOA|3111,HLA-DMA|3108,1.7
HLA-DPB1|3115,HLA-DOA|3111,1.7
HLA-DRA|3122,HLA-DOA|3111,1.7
HLA-F|3134,HLA-A|3105,1.7
HMMR|3161,CDK1|983,1.7
HSPA4|3308,ETF1|2107,1.7
HSPA4|3308,HNRNPAB|3182,1.7
HSPA5|3309,CALR|811,1.7
HSPA9|3313,ETF1|2107,1.7
HSPH1|10808,HSPA4|3308,1.7
HUWE1|10075,CHD4|1108,1.7
HYOU1|10525,CALR|811,1.7
IDH3G|3421,GDI1|2664,1.7
IFIT5|24138,IFIT1|3434,1.7
IFIT5|24138,IFIT3|3437,1.7
IFT122|55764,ACAD9|28976,1.7
IGBP1|3476,EIF4B|1975,1.7
IK|3550,AATF|26574,1.7
IL3RA|3563,ECSCR|641700,1.7
IL3RA|3563,ESAM|90952,1.7
IMPA1|3612,FAM91A1|157769,1.7
INTS9|55756,BIN3|55909,1.7
ISCA2|122961,ACTR10|55860,1.7
ITGB1BP1|9270,IAH1|285148,1.7
KDM3B|51780,GEMIN5|25929,1.7
KIAA0556|23247,IFT140|9742,1.7
KIDINS220|57498,BIRC6|57448,1.7
KIFC1|3833,GTSE1|51512,1.7
KPNA5|3841,CDC40|51362,1.7
KPNB1|3837,DDX42|11325,1.7
KRIT1|889,DMTF1|9988,1.7
KRIT1|889,GTPBP10|85865,1.7
LAIR1|3903,C1QB|713,1.7
LCK|3932,CD2|914,1.7
LCK|3932,IL2RG|3561,1.7
LDB2|9079,CDH5|1003,1.7
LDB2|9079,ECSCR|641700,1.7
LMNB1|4001,KIFC1|3833,1.7
LRCH4|4034,C7orf43|55262,1.7
LSM5|23658,ARMC10|83787,1.7
LSM6|11157,DCUN1D5|84259,1.7
LST1|7940,LAT2|7462,1.7
LTA4H|4048,EIF4B|1975,1.7
LUC7L2|51631,DMTF1|9988,1.7
LUC7L3|51747,CCAR1|55749,1.7
LY86|9450,FCER1G|2207,1.7
LY86|9450,LAPTM5|7805,1.7
LYST|1130,ARID4B|51742,1.7
LZTS1|11178,HEYL|26508,1.7
MAF1|84232,GRINA|2907,1.7
MAGOH|4116,LSM6|11157,1.7
MAK16|84549,ERI1|90459,1.7
MANEA|79694,CD164|8763,1.7
MANEA|79694,CDC40|51362,1.7
MAP3K2|10746,ASXL2|55252,1.7
MAPK1IP1L|93487,ARF6|382,1.7
MAPK1IP1L|93487,CCNK|8812,1.7
MAPK9|5601,KIAA1191|57179,1.7
MARK3|4140,DCAF5|8816,1.7
MAT2B|27430,CDC42SE2|56990,1.7
MAT2B|27430,CNOT8|9337,1.7
MBD6|114785,ATN1|1822,1.7
MCAM|4162,ESAM|90952,1.7
MCM5|4174,MCM2|4171,1.7
MCM6|4175,CDC6|990,1.7
MCM6|4175,FANCI|55215,1.7
MDP1|145553,DAD1|1603,1.7
MEA1|4201,FLOT1|10211,1.7
MED1|5469,CDK12|51755,1.7
MED11|400569,ATPAF2|91647,1.7
MED11|400569,DHRS7B|25979,1.7
MED16|10025,APBA3|9546,1.7
MED22|6837,GPR107|57720,1.7
MED23|9439,FBXL4|26235,1.7
MELK|9833,ASF1B|55723,1.7
MELK|9833,CDK1|983,1.7
MFF|56947,FARSB|10056,1.7
MFN2|9927,DNAJC11|55735,1.7
MGAT2|4247,ARF6|382,1.7
MKI67|4288,KIF14|9928,1.7
MLST8|64223,ALDOA|226,1.7
MMADHC|27249,ASNSD1|54529,1.7
MMRN2|79812,CD93|22918,1.7
MMRN2|79812,ERG|2078,1.7
MMRN2|79812,ESAM|90952,1.7
MMRN2|79812,HSPA12B|116835,1.7
MMRN2|79812,KDR|3791,1.7
MON2|23041,ARID2|196528,1.7
MPG|4350,MLST8|64223,1.7
MPHOSPH10|10199,CCAR1|55749,1.7
MRPL18|29074,HEBP2|23593,1.7
MRPL2|51069,KLHDC3|116138,1.7
MRPL24|79590,CACYBP|27101,1.7
MRPL24|79590,MGST3|4259,1.7
MRPL3|11222,COPB2|9276,1.7
MRPL32|64983,C7orf25|79020,1.7
MRPL36|64979,CCT5|22948,1.7
MRPL38|64978,ERAL1|26284,1.7
MRPL39|54148,CCT8|10694,1.7
MRPL44|65080,MFF|56947,1.7
MRPL51|51258,MMAB|326625,1.7
MRPL55|128308,GUK1|2987,1.7
MRPL9|65005,DAP3|7818,1.7
MRPS18A|55168,KLHDC3|116138,1.7
MRPS18A|55168,MRPL14|64928,1.7
MRPS24|64951,ARPC1A|10552,1.7
MRPS27|23107,BTF3|689,1.7
MRPS28|28957,ENY2|56943,1.7
MRPS33|51650,CHCHD3|54927,1.7
MRPS34|65993,APRT|353,1.7
MRPS36|92259,MOCS2|4338,1.7
MRPS7|51081,MRPL12|6182,1.7
MS4A6A|64231,AOAH|313,1.7
MS4A6A|64231,C1QC|714,1.7
MSR1|4481,CD86|942,1.7
MTDH|92140,ARMC1|55156,1.7
MTMR9|66036,MAK16|84549,1.7
MTOR|2475,HERC2|8924,1.7
MTRF1|9617,MRPS31|10240,1.7
MYCT1|80177,ARHGEF15|22899,1.7
MYO1F|4542,ARHGAP9|64333,1.7
MYO1F|4542,CORO1A|11151,1.7
MYO1F|4542,CSF3R|1441,1.7
MZF1|7593,LENG8|114823,1.7
NAA50|80218,CDV3|55573,1.7
NAP1L1|4673,NACA|4666,1.7
NBN|4683,MTDH|92140,1.7
NCAPD2|9918,INCENP|3619,1.7
NCBP2|22916,MRPL47|57129,1.7
NCOR2|9612,DHX37|57647,1.7
NDFIP1|80762,COMMD10|51397,1.7
NDUFA1|4694,CHMP2A|27243,1.7
NDUFA4|4697,CHCHD2|51142,1.7
NDUFA4|4697,COX6A1|1337,1.7
NDUFA4|4697,COX7B|1349,1.7
NDUFA7|4701,BLOC1S1|2647,1.7
NDUFA7|4701,COX6A1|1337,1.7
NDUFA7|4701,NDUFA1|4694,1.7
NDUFA8|4702,COX7B|1349,1.7
NDUFA9|4704,COX5A|9377,1.7
NDUFA9|4704,COX6A1|1337,1.7
NDUFA9|4704,COX7B|1349,1.7
NDUFAB1|4706,CHCHD2|51142,1.7
NDUFB10|4716,COX6B1|1340,1.7
NDUFB10|4716,GFER|2671,1.7
NDUFB3|4709,MDH1|4190,1.7
NDUFB5|4711,MRPS22|56945,1.7
NDUFB6|4712,CHMP5|51510,1.7
NDUFB9|4715,CYC1|1537,1.7
NDUFS1|4719,IMMT|10989,1.7
NDUFS3|4722,NDUFA8|4702,1.7
NDUFS7|374291,NDUFB7|4713,1.7
NEK3|4752,MTRF1|9617,1.7
NEK9|91754,ATG2B|55102,1.7
NFU1|27247,METTL5|29081,1.7
NFU1|27247,MMADHC|27249,1.7
NGDN|25983,C14orf119|55017,1.7
NGDN|25983,CHMP4A|29082,1.7
NGDN|25983,GMPR2|51292,1.7
NHP2|55651,CDKN2AIPNL|91368,1.7
NISCH|11188,NICN1|84276,1.7
NLE1|54475,IMPDH2|3615,1.7
NMD3|51068,EIF4A2|1974,1.7
NME2|4831,MRPL12|6182,1.7
NOB1|28987,MRPL10|124995,1.7
NOC2L|26155,MRTO4|51154,1.7
NONO|4841,IGBP1|3476,1.7
NOVA2|4858,NOTCH4|4855,1.7
NPM1|4869,IGBP1|3476,1.7
NSL1|25936,ARV1|64801,1.7
NSMCE1|197370,NDUFB10|4716,1.7
NUBP2|10101,CORO1B|57175,1.7
NUBP2|10101,GPS1|2873,1.7
NUDT22|84304,NDUFS8|4728,1.7
NUP133|55746,IARS2|55699,1.7
NUP188|23511,DNMT1|1786,1.7
NUP188|23511,EHMT1|79813,1.7
NUP37|79023,GPN3|51184,1.7
NUP85|79902,KAT2A|2648,1.7
NUS1|116150,CDC40|51362,1.7
NUS1|116150,HDAC2|3066,1.7
OR6C74|254783,NEUROG1|4762,1.7
OSGEP|55644,NGDN|25983,1.7
OST4|100128731,MPV17|4358,1.7
OTUD6B|51633,FAR1|84188,1.7
P4HTM|54681,DALRD3|55152,1.7
PA2G4|5036,C12orf10|60314,1.7
PA2G4|5036,NACA|4666,1.7
PACS2|23241,CDC42BPB|9578,1.7
PAK2|5062,FNDC3B|64778,1.7
PAN3|255967,NAA16|79612,1.7
PARVG|64098,MYO1F|4542,1.7
PBX2|5089,BRD2|6046,1.7
PBX2|5089,BTN2A1|11120,1.7
PCCB|5096,MRPS22|56945,1.7
PCMT1|5110,ATG5|9474,1.7
PCNP|57092,CGGBP1|8545,1.7
PDCD2|5134,C6orf120|387263,1.7
PDCD2|5134,HDDC2|51020,1.7
PDGFRB|5159,CD248|57124,1.7
PDGFRB|5159,EDNRA|1909,1.7
PDIA6|10130,HSP90B1|7184,1.7
PDIA6|10130,HSPA5|3309,1.7
PECAM1|5175,CXorf36|79742,1.7
PES1|23481,EIF3D|8664,1.7
PES1|23481,NCAPH2|29781,1.7
PEX1|5189,CROT|54677,1.7
PEX14|5195,KIAA2013|90231,1.7
PEX14|5195,NFYC|4802,1.7
PEX16|9409,BRMS1|25855,1.7
PEX2|5828,ARMC1|55156,1.7
PEX2|5828,COPS5|10987,1.7
PFDN2|5202,MRPL24|79590,1.7
PFDN5|5204,C12orf10|60314,1.7
PFDN5|5204,FAU|2197,1.7
PGLS|25796,MAP2K2|5605,1.7
PHB|5245,MRPL38|64978,1.7
PHB|5245,MRPS7|51081,1.7
PHF23|79142,OVCA2|124641,1.7
PI4KA|5297,CABIN1|23523,1.7
PIGC|5279,CACYBP|27101,1.7
PIGH|5283,ACTR10|55860,1.7
PIGP|51227,CCT8|10694,1.7
PIP5K1A|8394,CDC42SE1|56882,1.7
PKMYT1|9088,ASF1B|55723,1.7
PLEK|5341,NCKAP1L|3071,1.7
PLOD1|5351,KIAA2013|90231,1.7
PLVAP|83483,CXorf36|79742,1.7
PLXNB2|23654,DGCR2|9993,1.7
PMPCA|23203,FPGS|2356,1.7
PMPCA|23203,PHPT1|29085,1.7
PNN|5411,MARK3|4140,1.7
PNO1|56902,MARS2|92935,1.7
PNO1|56902,PAK1IP1|55003,1.7
POLD2|5425,CPSF4|10898,1.7
POLR1D|51082,ESD|2098,1.7
POLR2I|5438,COX6B1|1340,1.7
POLR2J|5439,ARF5|381,1.7
POLR2K|5440,EBAG9|9166,1.7
POLR3D|661,CHMP7|91782,1.7
POLR3E|55718,DNAJA3|9093,1.7
POLRMT|5442,APBA3|9546,1.7
POLRMT|5442,DUS3L|56931,1.7
POT1|25913,GTPBP10|85865,1.7
PPA1|5464,GLRX3|10539,1.7
PPAT|5471,PAICS|10606,1.7
PPIA|5478,MRPS24|64951,1.7
PPIAL4G|644591,PPIAL4C|653598,1.7
PPIG|9360,DNAJC2|27000,1.7
PPIG|9360,IWS1|55677,1.7
PPIL4|85313,CWC22|57703,1.7
PPIL4|85313,HDAC2|3066,1.7
PPIL4|85313,NUS1|116150,1.7
PPP1R12B|4660,MRVI1|10335,1.7
PPP1R16A|84988,PARP10|84875,1.7
PPP1R2|5504,COMMD2|51122,1.7
PPP2CB|5516,DCTN6|10671,1.7
PPP2R2A|5520,DCTN6|10671,1.7
PPP2R2A|5520,MCPH1|79648,1.7
PRAM1|84106,MYO1F|4542,1.7
PRDX5|25824,COX4I1|1327,1.7
PRDX5|25824,COX8A|1351,1.7
PREX1|57580,ABI3|51225,1.7
PRPF39|55015,DMTF1|9988,1.7
PRPF39|55015,FNBP4|23360,1.7
PRPF6|24148,GTF2F1|2962,1.7
PRPF6|24148,IK|3550,1.7
PSMA2|5683,LSM5|23658,1.7
PSMA2|5683,MRPL32|64983,1.7
PSMA2|5683,MRPS33|51650,1.7
PSMB4|5692,KRTCAP2|200185,1.7
PSMB5|5693,MRPL52|122704,1.7
PSMB6|5694,GABARAP|11337,1.7
PSMB6|5694,PFN1|5216,1.7
PSMB7|5695,NANS|54187,1.7
PSMB9|5698,HLA-B|3106,1.7
PSMB9|5698,PSMB10|5699,1.7
PSMC2|5701,PSMA2|5683,1.7
PSMC4|5704,ADRM1|11047,1.7
PSMC5|5705,DNAJC7|7266,1.7
PSMC6|5706,EIF2S1|1965,1.7
PSMC6|5706,G2E3|55632,1.7
PSMD2|5708,COPB2|9276,1.7
PSMD4|5710,KRTCAP2|200185,1.7
PSMD6|9861,ARF4|378,1.7
PSMD8|5714,MRPS12|6183,1.7
PSME2|5721,PSMA3|5684,1.7
PSMG1|8624,CCT8|10694,1.7
PSTPIP1|9051,CORO1A|11151,1.7
PTGES3|10728,CCT4|10575,1.7
PTPN23|25930,BRD4|23476,1.7
PTPN7|5778,CD96|10225,1.7
PUF60|22827,GPAA1|8733,1.7
PUS1|80324,NOP2|4839,1.7
PYHIN1|149628,GZMA|3001,1.7
QARS|5859,APEH|327,1.7
R3HCC1|203069,FDFT1|2222,1.7
RAB14|51552,PPP6C|5537,1.7
RAB2A|5862,CPNE3|8895,1.7
RAB2A|5862,MTDH|92140,1.7
RAB5A|5868,ARL8B|55207,1.7
RAB7A|7879,MRPL3|11222,1.7
RAB8A|4218,AP1M1|8907,1.7
RAD51|5888,FANCI|55215,1.7
RAMP2|10266,CYYR1|116159,1.7
RAP1B|5908,GOLT1B|51026,1.7
RAPGEF6|51735,FBXO38|81545,1.7
RASIP1|54922,BCL6B|255877,1.7
RASIP1|54922,CD34|947,1.7
RASIP1|54922,EXOC3L2|90332,1.7
RAVER1|125950,MAP1S|55201,1.7
RBBP5|5929,PAFAH1B2|5049,1.7
RBM18|92400,NAA35|60560,1.7
RBM18|92400,NCBP1|4686,1.7
RBM25|58517,HNRNPA2B1|3181,1.7
RBM25|58517,PRPF39|55015,1.7
RBM27|54439,G3BP1|10146,1.7
RBM33|155435,LENG8|114823,1.7
RBM34|23029,GNPAT|8443,1.7
RBM39|9584,CCNL1|57018,1.7
RBM39|9584,FNBP4|23360,1.7
RBM39|9584,PRPF39|55015,1.7
RBM42|79171,C19orf47|126526,1.7
RBM5|10181,NISCH|11188,1.7
RBM6|10180,NKTR|4820,1.7
RCOR1|23186,DCAF5|8816,1.7
RCOR3|55758,ANGEL2|90806,1.7
RDH11|51109,ATP6V1D|51382,1.7
REPS1|85021,FAM120B|84498,1.7
REPS1|85021,HDAC2|3066,1.7
RESP18|389075,NEUROG1|4762,1.7
REST|5978,GTF2A1|2957,1.7
REST|5978,LATS1|9113,1.7
REV3L|5980,CASP8AP2|9994,1.7
REV3L|5980,MED23|9439,1.7
RFC3|5983,NUFIP1|26747,1.7
RHOJ|57381,CXorf36|79742,1.7
RHOJ|57381,ECSCR|641700,1.7
RHOT2|89941,EDC4|23644,1.7
RING1|6015,LEMD2|221496,1.7
RNF11|26994,CMPK1|51727,1.7
RNF167|26001,MPDU1|9526,1.7
RNF40|9810,GTF3C1|2975,1.7
RNF7|9616,DNAJC19|131118,1.7
RNF7|9616,NDUFB4|4710,1.7
RNPEPL1|57140,ATG9A|79065,1.7
ROBO4|54538,ESAM|90952,1.7
ROBO4|54538,PLVAP|83483,1.7
ROMO1|140823,ACOT8|10005,1.7
RPA3|6119,CHCHD2|51142,1.7
RPL10|6134,EEF1G|1937,1.7
RPL10|6134,FAU|2197,1.7
RPL10A|4736,IGBP1|3476,1.7
RPL10A|4736,RPL10|6134,1.7
RPL13|6137,EIF3F|8665,1.7
RPL13A|23521,RPL10A|4736,1.7
RPL19|6143,FAU|2197,1.7
RPL19|6143,RPL11|6135,1.7
RPL24|6152,RPL13|6137,1.7
RPL26|6154,RPL10A|4736,1.7
RPL26|6154,RPL23A|6147,1.7
RPL27A|6157,PSMD13|5719,1.7
RPL27A|6157,RPL14|9045,1.7
RPL28|6158,RPL13A|23521,1.7
RPL3|6122,EEF1G|1937,1.7
RPL3|6122,RPL13A|23521,1.7
RPL31|6160,RPL18|6141,1.7
RPL31|6160,RPL23A|6147,1.7
RPL32|6161,IMPDH2|3615,1.7
RPL32|6161,RPL30|6156,1.7
RPL32|6161,RPL31|6160,1.7
RPL35|11224,RPL29|6159,1.7
RPL35A|6165,EIF2A|83939,1.7
RPL35A|6165,RNF7|9616,1.7
RPL35A|6165,RPL18|6141,1.7
RPL36|25873,EEF2|1938,1.7
RPL36|25873,FAU|2197,1.7
RPL37|6167,RPL14|9045,1.7
RPL37|6167,RPL18|6141,1.7
RPL37|6167,RPL19|6143,1.7
RPL38|6169,RPL30|6156,1.7
RPL4|6124,RPL13A|23521,1.7
RPL41|6171,EIF3H|8667,1.7
RPL41|6171,RPL36|25873,1.7
RPL5|6125,DPH5|51611,1.7
RPL5|6125,RPL12|6136,1.7
RPL5|6125,RPL34|6164,1.7
RPL6|6128,RPL32|6161,1.7
RPL6|6128,RPL41|6171,1.7
RPL7|6129,EIF3E|3646,1.7
RPL7A|6130,RPL13A|23521,1.7
RPL7L1|285855,CDC5L|988,1.7
RPL8|6132,RPL36|25873,1.7
RPLP0|6175,RPL10A|4736,1.7
RPLP0|6175,RPL18A|6142,1.7
RPLP2|6181,EIF3F|8665,1.7
RPN1|6184,CALR|811,1.7
RPN2|6185,PDIA6|10130,1.7
RPS10|6204,EEF1G|1937,1.7
RPS10|6204,LSM2|57819,1.7
RPS10|6204,RPL27A|6157,1.7
RPS11|6205,RPL11|6135,1.7
RPS11|6205,RPL31|6160,1.7
RPS12|6206,RPL10A|4736,1.7
RPS13|6207,RPL23A|6147,1.7
RPS13|6207,RPL31|6160,1.7
RPS14|6208,IGBP1|3476,1.7
RPS14|6208,NHP2|55651,1.7
RPS14|6208,RPL18|6141,1.7
RPS15|6209,RPL38|6169,1.7
RPS15A|6210,EEF1B2|1933,1.7
RPS15A|6210,RPL32|6161,1.7
RPS15A|6210,RPL36|25873,1.7
RPS16|6217,EEF1G|1937,1.7
RPS16|6217,EIF3K|27335,1.7
RPS16|6217,FBL|2091,1.7
RPS16|6217,RPL23A|6147,1.7
RPS16|6217,RPL27A|6157,1.7
RPS16|6217,RPL3|6122,1.7
RPS16|6217,RPL31|6160,1.7
RPS16|6217,RPL38|6169,1.7
RPS16|6217,RPL4|6124,1.7
RPS16|6217,RPL7A|6130,1.7
RPS16|6217,RPS13|6207,1.7
RPS18|6222,FAU|2197,1.7
RPS18|6222,RPL12|6136,1.7
RPS19|6223,RPL13A|23521,1.7
RPS19|6223,RPL18A|6142,1.7
RPS19|6223,RPL36|25873,1.7
RPS19|6223,RPS15|6209,1.7
RPS21|6227,RPL8|6132,1.7
RPS21|6227,RPS11|6205,1.7
RPS23|6228,NSA2|10412,1.7
RPS24|6229,RPL27A|6157,1.7
RPS25|6230,NACA|4666,1.7
RPS25|6230,RPL27A|6157,1.7
RPS25|6230,RPS11|6205,1.7
RPS27A|6233,RPL31|6160,1.7
RPS27A|6233,RPS13|6207,1.7
RPS3|6188,RPL7A|6130,1.7
RPS3|6188,RPL8|6132,1.7
RPS3|6188,RPS13|6207,1.7
RPS3|6188,RPS29|6235,1.7
RPS3A|6189,EEF1A1|1915,1.7
RPS3A|6189,RPS13|6207,1.7
RPS4X|6191,EIF2S3|1968,1.7
RPS4X|6191,IGBP1|3476,1.7
RPS5|6193,ADSL|158,1.7
RPS5|6193,RPL8|6132,1.7
RPS5|6193,RPS18|6222,1.7
RPS6|6194,RPL18|6141,1.7
RPS6|6194,RPL29|6159,1.7
RPS6|6194,RPS3|6188,1.7
RPS7|6201,RPL29|6159,1.7
RPS7|6201,RPS11|6205,1.7
RPS7|6201,RPS3|6188,1.7
RPS8|6202,RPL19|6143,1.7
RPS8|6202,RPL32|6161,1.7
RPS8|6202,RPL35A|6165,1.7
RPS8|6202,RPL38|6169,1.7
RPS8|6202,RPS10|6204,1.7
RPS9|6203,RPL36|25873,1.7
RPS9|6203,RPL5|6125,1.7
RPS9|6203,RPL8|6132,1.7
RPUSD3|285367,MTMR14|64419,1.7
RRM2|6241,DEPDC1|55635,1.7
RSF1|51773,NIPBL|25836,1.7
RSL24D1|51187,RPS13|6207,1.7
