Gene1,Gene2,Aag_Edge_Weight
UQCRHL|440567,UQCRH|7388,5.7
PDCD6|10016,BRD9|65980,1.7
PDCD7|10081,PARP16|54956,1.7
PDF|64146,NIP7|51388,1.7
PDS5A|23244,DHX15|1665,1.7
PDS5B|23047,N4BP2L2|10443,1.7
PDSS1|23590,MTPAP|55149,1.7
PES1|23481,EIF4ENIF1|56478,1.7
PEX19|5824,COPA|1314,1.7
PHB|5245,MRPL10|124995,1.7
PHB|5245,MRPS7|51081,1.7
PHRF1|57661,DEAF1|10522,1.7
PI4KB|5298,APH1A|51107,1.7
PIGM|93183,DCAF8|50717,1.7
PIGQ|9091,NUBP2|10101,1.7
PIGU|128869,CHMP4B|128866,1.7
PIK3C3|5289,ELP2|55250,1.7
PIK3R4|30849,MRPL3|11222,1.7
PLA2G2E|30814,KRT26|353288,1.7
PLVAP|83483,CDH5|1003,1.7
PMM2|5373,C16orf72|29035,1.7
PMPCA|23203,ANAPC2|29882,1.7
PMPCB|9512,FAM185A|222234,1.7
PNLIPRP1|5407,CELA3A|10136,1.7
PNO1|56902,CCT4|10575,1.7
POFUT1|23509,ASXL1|171023,1.7
POLD1|5424,NUP62|23636,1.7
POLD3|10714,C2CD3|26005,1.7
POLE3|54107,MRPL50|54534,1.7
POLK|51426,BDP1|55814,1.7
POLR2C|5432,OGFOD1|55239,1.7
POLR2E|5434,MED16|10025,1.7
POLR2E|5434,NDUFA11|126328,1.7
POLR2I|5438,LIN37|55957,1.7
POLR2J|5439,ALKBH4|54784,1.7
POLR2K|5440,ANKRD46|157567,1.7
POLR2K|5440,COX6C|1345,1.7
POLR3D|661,CNOT7|29883,1.7
POMP|51371,POLR1D|51082,1.7
PPIH|10465,EBNA1BP2|10969,1.7
PPM1A|5494,EXOC5|10640,1.7
PPOX|5498,PFDN2|5202,1.7
PPP1CA|5499,NDUFV1|4723,1.7
PPP1CC|5501,NAA25|80018,1.7
PPP1R12C|54776,EPN1|29924,1.7
PPP1R16A|84988,LRRC14|9684,1.7
PPP1R7|5510,DTYMK|1841,1.7
PPP2CA|5515,ETF1|2107,1.7
PPP2CA|5515,HSPA9|3313,1.7
PPP2R5D|5528,CDC5L|988,1.7
PPP4C|5531,ALDOA|226,1.7
PQBP1|10084,HSD17B10|3028,1.7
PRAMEF12|390999,LEUTX|342900,1.7
PRAMEF2|65122,PRAMEF12|390999,1.7
PRAMEF8|391002,PRAMEF12|390999,1.7
PRB2|653247,PRB1|5542,1.7
PRC1|9055,FANCI|55215,1.7
PRCC|5546,HDGF|3068,1.7
PRELID1|27166,HNRNPAB|3182,1.7
PRKAA1|5562,C5orf51|285636,1.7
PRKRIP1|79706,ALKBH4|54784,1.7
PRPF18|8559,NUDT5|11164,1.7
PRPF6|24148,CSTF1|1477,1.7
PRPF8|10594,NUP88|4927,1.7
PSENEN|55851,CAPNS1|826,1.7
PSMA6|5687,KIAA0391|9692,1.7
PSMB1|5689,PCMT1|5110,1.7
PSMB6|5694,EIF4A1|1973,1.7
PSMB6|5694,OVCA2|124641,1.7
PSMC3|5702,MTCH2|23788,1.7
PSMD13|5719,POLR2L|5441,1.7
PSMD8|5714,ACTN4|81,1.7
PSME3|10197,DHX8|1659,1.7
PSMF1|9491,CRLS1|54675,1.7
PSMF1|9491,MKKS|8195,1.7
PSPH|5723,CCT6A|908,1.7
PTGES2|80142,DPM2|8818,1.7
PTPN11|5781,MAPKAPK5|8550,1.7
PTPRA|5786,CSNK2A1|1457,1.7
PUF60|22827,CPSF1|29894,1.7
PWP1|11137,POLR3B|55703,1.7
QARS|5859,APEH|327,1.7
QTRT1|81890,KRI1|65095,1.7
RAB14|51552,PPP6C|5537,1.7
RAB1A|5861,PCBP1|5093,1.7
RAB2A|5862,ATP6V1H|51606,1.7
RAB35|11021,PSMD9|5715,1.7
RABEP1|9135,PAFAH1B1|5048,1.7
RAD21|5885,EIF3H|8667,1.7
RAD23A|5886,FARSA|2193,1.7
RAD51C|5889,MRPS23|51649,1.7
RALY|22913,PIGU|128869,1.7
RANBP6|26953,CDC37L1|55664,1.7
RARS2|57038,AKIRIN2|55122,1.7
RBM17|84991,ANKRD16|54522,1.7
RBM17|84991,NUDT5|11164,1.7
RBM17|84991,PRPF18|8559,1.7
RBM18|92400,PRPF4|9128,1.7
RBM23|55147,CHD8|57680,1.7
RBM23|55147,DCAF11|80344,1.7
RBM27|54439,MFAP3|4238,1.7
RBM42|79171,PSENEN|55851,1.7
RCE1|9986,MRPL11|65003,1.7
RCL1|10171,AK3|50808,1.7
RCL1|10171,CDC37L1|55664,1.7
RCOR3|55758,MDM4|4194,1.7
REG3A|5068,PNLIP|5406,1.7
RER1|11079,LRRC47|57470,1.7
REXO1|57455,AP3D1|8943,1.7
REXO1|57455,FZR1|51343,1.7
REXO1|57455,PIP5K1C|23396,1.7
RGPD3|653489,RANBP2|5903,1.7
RHOA|387,ARF4|378,1.7
RNASEH2A|10535,ASF1B|55723,1.7
RNF113A|7737,NDUFA1|4694,1.7
RNF167|26001,INPP5K|51763,1.7
RNF167|26001,PITPNA|5306,1.7
RNF170|81790,FNTA|2339,1.7
RNF187|149603,GUK1|2987,1.7
RNF31|55072,DCAF11|80344,1.7
RNF34|80196,RAB35|11021,1.7
RNF4|6047,ADD1|118,1.7
RNF4|6047,MAEA|10296,1.7
RNF41|10193,CS|1431,1.7
RNF6|6049,MTMR6|9107,1.7
RNPEPL1|57140,CAPN10|11132,1.7
RNPS1|10921,AXIN1|8312,1.7
ROBO4|54538,PCDH12|51294,1.7
ROCK1|6093,MIB1|57534,1.7
ROCK2|9475,BIRC6|57448,1.7
RPA1|6117,PAFAH1B1|5048,1.7
RPAIN|84268,NUP88|4927,1.7
RPAP2|79871,GLMN|11146,1.7
RPL26L1|51121,RARS|5917,1.7
RPL29|6159,RPL15|6138,1.7
RPL3|6122,EIF3D|8664,1.7
RPL35|11224,RPL18|6141,1.7
RPL35A|6165,RPL11|6135,1.7
RPL36|25873,EEF2|1938,1.7
RPL37A|6168,RPL11|6135,1.7
RPL4|6124,RPL14|9045,1.7
RPL5|6125,RPL3|6122,1.7
RPL7A|6130,MRPS2|51116,1.7
RPP38|10557,HSPA14|51182,1.7
RPS10|6204,RPL36|25873,1.7
RPS12|6206,EEF1A1|1915,1.7
RPS14|6208,RPL10A|4736,1.7
RPS14|6208,RPL3|6122,1.7
RPS14|6208,RPL37A|6168,1.7
RPS16|6217,RPS11|6205,1.7
RPS19BP1|91582,POLR2F|5435,1.7
RPS23|6228,COX7C|1350,1.7
RPS23|6228,RPL3|6122,1.7
RPS23|6228,RPL4|6124,1.7
RPS4X|6191,IGBP1|3476,1.7
RPS8|6202,RPL14|9045,1.7
RPS8|6202,RPL36|25873,1.7
RPS9|6203,RPL37A|6168,1.7
RPS9|6203,RPS15|6209,1.7
RPS9|6203,RPS5|6193,1.7
RPUSD4|84881,PUS3|83480,1.7
RRP1B|23076,MCM3AP|8888,1.7
RSBN1|54665,HIPK1|204851,1.7
RSC1A1|6248,DDI2|84301,1.7
RSL24D1|51187,RPL4|6124,1.7
RTN4IP1|84816,C6orf203|51250,1.7
RUVBL1|8607,MRPL3|11222,1.7
RUVBL2|10856,PIH1D1|55011,1.7
SAP130|79595,POLR2D|5433,1.7
SAP30BP|29115,NUP85|79902,1.7
SART1|9092,BRMS1|25855,1.7
SART1|9092,FAU|2197,1.7
SASH3|54440,CYTH4|27128,1.7
SASH3|54440,NCKAP1L|3071,1.7
SBF2|81846,NUP98|4928,1.7
SCAF1|58506,AKT1S1|84335,1.7
SCAF1|58506,CNOT3|4849,1.7
SCAMP3|10067,GBA|2629,1.7
SCAMP3|10067,JTB|10899,1.7
SCRIB|23513,PPP1R16A|84988,1.7
SCRT2|85508,RESP18|389075,1.7
SCYL1|57410,RAB1B|81876,1.7
SDF2|6388,POLDIP2|26073,1.7
SDF4|51150,KIAA2013|90231,1.7
SDF4|51150,RER1|11079,1.7
SDHA|6389,NDUFS6|4726,1.7
SDHC|6391,PPOX|5498,1.7
SEC13|6396,JAGN1|84522,1.7
SEC23IP|11196,PRDX3|10935,1.7
SEC24A|10802,PRRC1|133619,1.7
SEC24B|10427,AP1AR|55435,1.7
SEC24C|9632,NDST2|8509,1.7
SEC61B|10952,MRPL50|54534,1.7
SEC61B|10952,PSMB7|5695,1.7
SEH1L|81929,METTL4|64863,1.7
SEH1L|81929,NAPG|8774,1.7
SENP3|26168,COPS3|8533,1.7
SENP3|26168,RNF167|26001,1.7
SENP5|205564,SENP2|59343,1.7
SENP6|26054,PHIP|55023,1.7
SEPHS1|22929,HSPA14|51182,1.7
SEPHS1|22929,RBM17|84991,1.7
SET|6418,POLE3|54107,1.7
SET|6418,PPP6C|5537,1.7
SETD1A|9739,FBRS|64319,1.7
SF3B2|10992,CFL1|1072,1.7
SF3B4|10262,APH1A|51107,1.7
SF3B4|10262,MRPL9|65005,1.7
SF3B4|10262,SCNM1|79005,1.7
SFT2D1|113402,PDCD2|5134,1.7
SGTA|6449,OAZ1|4946,1.7
SHARPIN|81858,CPSF1|29894,1.7
SHARPIN|81858,EXOSC4|54512,1.7
SHKBP1|92799,PSMC4|5704,1.7
SHQ1|55164,PPP4R2|151987,1.7
SHQ1|55164,RYBP|23429,1.7
SIKE1|80143,NRAS|4893,1.7
SIRT5|23408,NOL7|51406,1.7
SIRT6|51548,CDC34|997,1.7
SIRT6|51548,NDUFA11|126328,1.7
SIVA1|10572,CDCA4|55038,1.7
SKIV2L|6499,GTF2H4|2968,1.7
SLC25A11|8402,PFN1|5216,1.7
SLC25A17|10478,PHF5A|84844,1.7
SLC30A5|64924,RAD17|5884,1.7
SLC30A9|10463,PDS5A|23244,1.7
SLC35B1|10237,NME1|4830,1.7
SLC4A1AP|22950,CEBPZ|10153,1.7
SLC5A6|8884,PREB|10113,1.7
SMAD2|4087,C18orf25|147339,1.7
SMARCA4|6597,CARM1|10498,1.7
SMARCA5|8467,LSM6|11157,1.7
SMARCAL1|50485,DNPEP|23549,1.7
SMARCAL1|50485,GMPPA|29926,1.7
SMARCAL1|50485,RNF25|64320,1.7
SMARCC1|6599,SETD2|29072,1.7
SMC3|9126,PCGF6|84108,1.7
SMCHD1|23347,CEP192|55125,1.7
SMCHD1|23347,METTL4|64863,1.7
SMU1|55234,CREB3|10488,1.7
SNAP29|9342,PI4KA|5297,1.7
SNAPC4|6621,EHMT1|79813,1.7
SNAPC4|6621,INPP5E|56623,1.7
SNIP1|79753,MTF1|4520,1.7
SNRNP27|11017,PCBP1|5093,1.7
SNRPB|6628,MRPS26|64949,1.7
SNRPB|6628,NSFL1C|55968,1.7
SNRPB2|6629,SNRPB|6628,1.7
SNRPC|6631,CSNK2B|1460,1.7
SNRPC|6631,LSM2|57819,1.7
SNRPD3|6634,RANBP1|5902,1.7
SNRPF|6636,COX6A1|1337,1.7
SNRPG|6637,BOLA3|388962,1.7
SNRPG|6637,DGUOK|1716,1.7
SNRPG|6637,FAM136A|84908,1.7
SNX27|81609,ARNT|405,1.7
SNX3|8724,CDC40|51362,1.7
SOCS4|122809,EXOC5|10640,1.7
SPATA5L1|79029,EIF3J|8669,1.7
SPCS1|28972,GNL3|26354,1.7
SPCS2|9789,RAB6A|5870,1.7
SPINK9|643394,KRTAP4-4|84616,1.7
SPSB3|90864,NUBP2|10101,1.7
SRA1|10011,NDUFA2|4695,1.7
SRM|6723,MRTO4|51154,1.7
SRM|6723,NOC2L|26155,1.7
SRP54|6729,KIAA0391|9692,1.7
SRP68|6730,SAP30BP|29115,1.7
SRP72|6731,FIP1L1|81608,1.7
SRPRB|58477,RPN1|6184,1.7
SRRD|402055,HPS4|89781,1.7
SRRD|402055,SNRPD3|6634,1.7
SSBP1|6742,NDUFB2|4708,1.7
SSNA1|8636,FBXW5|54461,1.7
SSR2|6746,JTB|10899,1.7
SSR2|6746,PRCC|5546,1.7
SSRP1|6749,PRPF19|27339,1.7
SSSCA1|10534,BRMS1|25855,1.7
SSSCA1|10534,RNASEH2C|84153,1.7
SSU72|29101,MRPL20|55052,1.7
SSU72|29101,RER1|11079,1.7
STK11|6794,CSNK1G2|1455,1.7
STK16|8576,ARPC2|10109,1.7
STK25|10494,BCS1L|617,1.7
STK25|10494,PPP1R7|5510,1.7
STOML2|30968,HINT2|84681,1.7
STRN4|29888,PRR12|57479,1.7
STT3A|3703,DPAGT1|1798,1.7
STT3A|3703,EI24|9538,1.7
STUB1|10273,MLST8|64223,1.7
STUB1|10273,MPG|4350,1.7
STXBP3|6814,CAPZA1|829,1.7
SUB1|10923,BRIX1|55299,1.7
SUB1|10923,DNAJC21|134218,1.7
SUB1|10923,GOLPH3|64083,1.7
SUB1|10923,PAIP1|10605,1.7
SUPT5H|6829,PSMD8|5714,1.7
SUPT5H|6829,SAMD4B|55095,1.7
SUPT5H|6829,SHKBP1|92799,1.7
SUPT6H|6830,ERAL1|26284,1.7
SUPV3L1|6832,SAR1A|56681,1.7
SURF6|6838,DDX31|64794,1.7
SURF6|6838,EXOSC2|23404,1.7
SUV39H2|79723,RPP38|10557,1.7
SUZ12|23512,RHOT1|55288,1.7
SYCP1|6847,PRLHR|2834,1.7
SYNRG|11276,DDX52|11056,1.7
TACO1|51204,METTL2A|339175,1.7
TACO1|51204,MRPL12|6182,1.7
TAF1|6872,RLIM|51132,1.7
TAF4|6874,DIDO1|11083,1.7
TAF9|6880,CWC27|10283,1.7
TAF9|6880,NSA2|10412,1.7
TAGLN|6876,MYL9|10398,1.7
TARBP2|6895,C12orf10|60314,1.7
TATDN1|83940,NSMCE2|286053,1.7
TATDN2|9797,ARPC4|10093,1.7
TATDN2|9797,SEC13|6396,1.7
TBC1D17|79735,NR1H2|7376,1.7
TBC1D23|55773,PCNP|57092,1.7
TBC1D25|4943,ARAF|369,1.7
TBCC|6903,MAD2L1BP|9587,1.7
TBL3|10607,MRPL28|10573,1.7
TBL3|10607,NDUFB10|4716,1.7
TBL3|10607,NTHL1|4913,1.7
TBL3|10607,RHOT2|89941,1.7
TBP|6908,C6orf120|387263,1.7
TBP|6908,KATNA1|11104,1.7
TBRG4|9238,MRPS24|64951,1.7
TCEAL4|79921,TCEAL3|85012,1.7
TCP1|6950,PSMB1|5689,1.7
TELO2|9894,MRPS34|65993,1.7
TESK1|7016,CREB3|10488,1.7
TEX2|55852,CCDC47|57003,1.7
TFDP1|7027,PCID2|55795,1.7
THAP1|55145,FNTA|2339,1.7
THAP11|57215,TERF2|7014,1.7
THAP6|152815,RCHY1|25898,1.7
THAP7|80764,LZTR1|8216,1.7
THOC5|8563,NIPSNAP1|8508,1.7
THOC7|80145,ATXN7|6314,1.7
THOP1|7064,FZR1|51343,1.7
THUMPD3|25917,SEC13|6396,1.7
THUMPD3|25917,TATDN2|9797,1.7
TIAF1|9220,MYO18A|399687,1.7
TIE1|7075,ROBO4|54538,1.7
TIMM13|26517,NDUFA11|126328,1.7
TIMM50|92609,AKT2|208,1.7
TIMM50|92609,SARS2|54938,1.7
TIMM9|26520,RPL36AL|6166,1.7
TLK2|11011,METTL2A|339175,1.7
TM9SF1|10548,DCAF11|80344,1.7
TM9SF4|9777,PLAGL2|5326,1.7
TMED7|51014,PJA2|9867,1.7
TMEM104|54868,CANT1|124583,1.7
TMEM203|94107,DPM2|8818,1.7
TMEM203|94107,SSNA1|8636,1.7
TMEM209|84928,NUP205|23165,1.7
TMEM63B|55362,SLC35B2|347734,1.7
TMEM68|137695,IMPAD1|54928,1.7
TMX2|51075,CLP1|10978,1.7
TNFRSF1A|7132,LTBR|4055,1.7
TNIP2|79155,GAK|2580,1.7
TNKS2|80351,TM9SF3|56889,1.7
TOMM20|9804,ADSS|159,1.7
TOMM5|401505,SIGMAR1|10280,1.7
TOMM6|100188893,MRPS10|55173,1.7
TOP2B|7155,NGLY1|55768,1.7
TOP3A|7156,ALKBH5|54890,1.7
TOP3A|7156,SMCR8|140775,1.7
TOR1A|1861,TMEM203|94107,1.7
TOR1AIP2|163590,CEP350|9857,1.7
TOR1B|27348,TOR1A|1861,1.7
TOX4|9878,PRMT5|10419,1.7
TPD52L2|7165,ARFGAP1|55738,1.7
TPD52L2|7165,PRPF6|24148,1.7
TPMT|7172,KDM1B|221656,1.7
TPRX1|284355,LEUTX|342900,1.7
TRAF2|7186,ANAPC2|29882,1.7
TRAF7|84231,MLST8|64223,1.7
TRAF7|84231,RNPS1|10921,1.7
TRAPPC1|58485,EIF5AL1|143244,1.7
TRAPPC1|58485,RNASEK|440400,1.7
TRAPPC2|6399,OFD1|8481,1.7
TRAPPC5|126003,C19orf53|28974,1.7
TRIM28|10155,RPS5|6193,1.7
TRIM37|4591,DHX40|79665,1.7
TRIP12|9320,PSMD1|5707,1.7
TRMT112|51504,FAU|2197,1.7
TRMT2A|27037,MED15|51586,1.7
TRMT5|57570,TIMM9|26520,1.7
TRNT1|51095,CRBN|51185,1.7
TRPC4AP|26133,GSS|2937,1.7
TRPT1|83707,FKBP2|2286,1.7
TRUB1|142940,SMNDC1|10285,1.7
TRUB2|26995,COQ4|51117,1.7
TRUB2|26995,MRPL50|54534,1.7
TSC2|7249,TELO2|9894,1.7
TSG101|7251,GTF2H1|2965,1.7
TSG101|7251,PSMA1|5682,1.7
TSNAX|7257,COG2|22796,1.7
TSR1|55720,C1QBP|708,1.7
TSR2|90121,APEX2|27301,1.7
TST|7263,MPST|4357,1.7
TTC1|7265,PFDN1|5201,1.7
TTC27|55622,GPN1|11321,1.7
TUBGCP2|10844,GLRX3|10539,1.7
TUSC2|11334,CYB561D2|11068,1.7
TUT1|64852,INTS5|80789,1.7
TXNDC11|51061,CLEC16A|23274,1.7
TYROBP|7305,HAVCR2|84868,1.7
U2AF1|7307,HMGN1|3150,1.7
U2AF1L4|199746,ALKBH6|84964,1.7
UBA3|9039,SHQ1|55164,1.7
UBAP1|51271,CHMP5|51510,1.7
UBAP1|51271,STOML2|30968,1.7
UBAP2L|9898,GON4L|54856,1.7
UBE2A|7319,PSMD10|5716,1.7
UBE2B|7320,SKP1|6500,1.7
UBE2G2|7327,MCM3AP|8888,1.7
UBE2I|7329,STUB1|10273,1.7
UBE2J2|118424,PUSL1|126789,1.7
UBE2J2|118424,SDF4|51150,1.7
UBE2J2|118424,SSU72|29101,1.7
UBE2K|3093,SLC30A9|10463,1.7
UBE2N|7334,NDUFA12|55967,1.7
UBE2Q1|55585,JTB|10899,1.7
UBE2Q1|55585,PYGO2|90780,1.7
UBE2R2|54926,SMU1|55234,1.7
UBE2R2|54926,STOML2|30968,1.7
UBE2R2|54926,TOPORS|10210,1.7
UBE2W|55284,ARMC1|55156,1.7
UBFD1|56061,EARS2|124454,1.7
UBL4A|8266,FAM3A|60343,1.7
UBL4A|8266,LAGE3|8270,1.7
UBL5|59286,CDC37|11140,1.7
UBL7|84993,MAP2K5|5607,1.7
UBL7|84993,SNUPN|10073,1.7
UBP1|7342,PDCD6IP|10015,1.7
UBQLN1|29979,RAD23B|5887,1.7
UBR2|23304,RPL7L1|285855,1.7
UBR7|55148,DDX24|57062,1.7
UBXN6|80700,ALKBH7|84266,1.7
UBXN6|80700,MAP2K2|5605,1.7
UNC50|25972,TXNDC9|10190,1.7
UNCX|340260,DRGX|644168,1.7
UQCR11|10975,OAZ1|4946,1.7
UQCRC1|7384,APEH|327,1.7
UQCRC1|7384,DHX30|22907,1.7
UQCRFS1|7386,POP4|10775,1.7
URGCP|55665,NUDCD3|23386,1.7
URM1|81605,REXO4|57109,1.7
USF2|7392,LIN37|55957,1.7
USF2|7392,SDHAF1|644096,1.7
USF2|7392,TBCB|1155,1.7
USO1|8615,THAP6|152815,1.7
USP10|9100,MBTPS1|8720,1.7
USP14|9097,CEP76|79959,1.7
USP14|9097,METTL4|64863,1.7
USP14|9097,THOC1|9984,1.7
USP15|9958,MON2|23041,1.7
USP19|10869,CCDC71|64925,1.7
USP20|10868,SNAPC4|6621,1.7
USP32|84669,APPBP2|10513,1.7
USP34|9736,PAPOLG|64895,1.7
USP38|84640,SMAD1|4086,1.7
USP42|84132,RBAK|57786,1.7
USP47|55031,SBF2|81846,1.7
USP48|84196,HP1BP3|50809,1.7
USP5|8078,NCAPD2|9918,1.7
USP5|8078,PHB2|11331,1.7
USP7|7874,GSPT1|2935,1.7
UTP14C|9724,CKAP2|26586,1.7
UTP23|84294,FAM91A1|157769,1.7
VAPA|9218,CHMP1B|57132,1.7
VAPA|9218,MYL12B|103910,1.7
VAPA|9218,SEH1L|81929,1.7
VAPB|9217,GMEB2|26205,1.7
VAPB|9217,RAE1|8480,1.7
VAPB|9217,TPD52L2|7165,1.7
VBP1|7411,EMD|2010,1.7
VBP1|7411,PSMD10|5716,1.7
VCP|7415,CLTA|1211,1.7
VCP|7415,CREB3|10488,1.7
VCP|7415,DCTN3|11258,1.7
VCP|7415,GRHPR|9380,1.7
VDAC1|7416,PPP2CA|5515,1.7
VDAC1|7416,SKP1|6500,1.7
VDAC3|7419,IKBKB|3551,1.7
VDAC3|7419,THAP1|55145,1.7
VHL|7428,BRPF1|7862,1.7
VKORC1|79001,BCKDK|10295,1.7
VMA21|203547,DKC1|1736,1.7
VPS13D|55187,MTOR|2475,1.7
VPS16|64601,PTPRA|5786,1.7
VPS26A|9559,ECD|11319,1.7
VPS26B|112936,ACAD8|27034,1.7
VPS29|51699,GPN3|51184,1.7
VPS29|51699,PPP1CC|5501,1.7
VPS33A|65082,DENR|8562,1.7
VPS35|55737,OGFOD1|55239,1.7
VPS36|51028,UTP14C|9724,1.7
VPS37A|137492,LEPROTL1|23484,1.7
VPS37A|137492,PPP2R2A|5520,1.7
VPS45|11311,TARS2|80222,1.7
VPS52|6293,RXRB|6257,1.7
VPS53|55275,PITPNA|5306,1.7
VTI1B|10490,COX16|51241,1.7
WAC|51322,MTPAP|55149,1.7
WAC|51322,RAB18|22931,1.7
WBP4|11193,NUFIP1|26747,1.7
WDHD1|11169,DLGAP5|9787,1.7
WDHD1|11169,MTHFD1|4522,1.7
WDR12|55759,SUMO1|7341,1.7
WDR13|64743,PQBP1|10084,1.7
WDR18|57418,POLRMT|5442,1.7
WDR20|91833,ATXN3|4287,1.7
WDR26|80232,ACBD3|64746,1.7
WDR36|134430,CHD1|1105,1.7
WDR45|11152,TBC1D25|4943,1.7
WDR48|57599,OXSR1|9943,1.7
WDR5|11091,EXOSC2|23404,1.7
WDR5|11091,MED22|6837,1.7
WDR5|11091,SURF6|6838,1.7
WDR55|54853,HARS2|23438,1.7
WDR59|79726,AP1G1|164,1.7
WDR6|11180,USP19|10869,1.7
WDR70|55100,PAIP1|10605,1.7
WDR74|54663,TUT1|64852,1.7
WDR75|84128,CWC22|57703,1.7
WDR82|80335,DCP1A|55802,1.7
WDR82|80335,RBM15B|29890,1.7
XPO6|23214,SPNS1|83985,1.7
XPO7|23039,MCPH1|79648,1.7
XPO7|23039,VPS37A|137492,1.7
XRCC3|7517,BRF1|2972,1.7
XRCC5|7520,ATIC|471,1.7
XRN2|22803,CRNKL1|51340,1.7
YIF1A|10897,BRMS1|25855,1.7
YIF1A|10897,SCYL1|57410,1.7
YIPF1|54432,TMEM59|9528,1.7
YIPF3|25844,MAD2L1BP|9587,1.7
YIPF3|25844,SLC35B2|347734,1.7
YME1L1|10730,MASTL|84930,1.7
YME1L1|10730,MTPAP|55149,1.7
YTHDF1|54915,LSM14B|149986,1.7
YTHDF1|54915,SS18L1|26039,1.7
YTHDF1|54915,TAF4|6874,1.7
YTHDF3|253943,IMPAD1|54928,1.7
YWHAB|7529,SYS1|90196,1.7
YWHAE|7531,GLOD4|51031,1.7
YWHAE|7531,PITPNA|5306,1.7
YWHAE|7531,PSMB6|5694,1.7
YWHAZ|7534,ANKRD46|157567,1.7
YWHAZ|7534,PABPC1|26986,1.7
YY1AP1|55249,ASH1L|55870,1.7
YY1AP1|55249,CLK2|1196,1.7
YY1AP1|55249,DAP3|7818,1.7
ZBTB45|84878,SCAF1|58506,1.7
ZBTB45|84878,UBE2M|9040,1.7
ZBTB9|221504,DAXX|1616,1.7
ZC3H11A|9877,MDM4|4194,1.7
ZC3H13|23091,INTS6|26512,1.7
ZC3H14|79882,TTC8|123016,1.7
ZC3H18|124245,CTU2|348180,1.7
ZC3H3|23144,SCRIB|23513,1.7
ZC3H3|23144,TIGD5|84948,1.7
ZC3H7A|29066,GSPT1|2935,1.7
ZCCHC10|54819,PPP2CA|5515,1.7
ZCCHC7|84186,ZBTB5|9925,1.7
ZDHHC12|84885,DOLPP1|57171,1.7
ZDHHC12|84885,SSNA1|8636,1.7
ZDHHC5|25921,TMX2|51075,1.7
ZER1|10444,TBC1D13|54662,1.7
ZFAND1|79752,UBE2W|55284,1.7
ZFP62|643836,CNOT6|57472,1.7
ZGPAT|84619,OGFR|11054,1.7
ZGPAT|84619,TPD52L2|7165,1.7
ZGPAT|84619,YTHDF1|54915,1.7
ZMAT2|153527,RBM22|55696,1.7
ZMYM2|7750,PAN3|255967,1.7
ZMYND15|84225,CXCL16|58191,1.7
ZNF131|7690,DNAJC21|134218,1.7
ZNF131|7690,NIPBL|25836,1.7
ZNF131|7690,PAIP1|10605,1.7
ZNF133|7692,POLR3F|10621,1.7
ZNF140|7699,ZNF10|7556,1.7
ZNF148|7707,GOLGB1|2804,1.7
ZNF18|7566,MAP2K4|6416,1.7
ZNF197|10168,SETD2|29072,1.7
ZNF226|7769,ZNF224|7767,1.7
ZNF235|9310,ZNF234|10780,1.7
ZNF24|7572,ELP2|55250,1.7
ZNF304|57343,ZNF134|7693,1.7
ZNF304|57343,ZNF264|9422,1.7
ZNF324B|388569,TRIM28|10155,1.7
ZNF330|27309,ABCE1|6059,1.7
ZNF330|27309,ANAPC10|10393,1.7
ZNF330|27309,NAA15|80155,1.7
ZNF343|79175,ZNF133|7692,1.7
ZNF408|79797,PSMC3|5702,1.7
ZNF416|55659,ZNF134|7693,1.7
ZNF444|55311,HSPBP1|23640,1.7
ZNF445|353274,ZNF197|10168,1.7
ZNF446|55663,UBE2M|9040,1.7
ZNF446|55663,ZBTB45|84878,1.7
ZNF511|118472,TUBGCP2|10844,1.7
ZNF530|348327,ZNF416|55659,1.7
ZNF543|125919,ZNF17|7565,1.7
ZNF548|147694,ZNF304|57343,1.7
ZNF566|84924,ZNF260|339324,1.7
ZNF567|163081,ZNF420|147923,1.7
ZNF576|79177,CLPTM1|1209,1.7
ZNF587|84914,ZNF417|147687,1.7
ZNF598|90850,RHOT2|89941,1.7
ZNF605|100289635,ZNF140|7699,1.7
ZNF611|81856,ZNF28|7576,1.7
ZNF644|84146,PKN2|5586,1.7
ZNF672|79894,SH3BP5L|80851,1.7
ZNF687|57592,CDC42SE1|56882,1.7
ZNF687|57592,PSMD4|5710,1.7
ZNF687|57592,SNX27|81609,1.7
ZNF687|57592,TARS2|80222,1.7
ZNF7|7553,ZNF34|80778,1.7
ZNF707|286075,ZNF623|9831,1.7
ZNF708|7562,ZNF253|56242,1.7
ZNF768|79724,CD2BP2|10421,1.7
ZNF768|79724,PPP4C|5531,1.7
ZNF790|388536,ZNF461|92283,1.7
ZNF845|91664,ZNF28|7576,1.7
ZNHIT1|10467,ALKBH4|54784,1.7
ZNHIT3|9326,AATF|26574,1.7
ZSWIM7|125150,TTC19|54902,1.7
ZZEF1|23140,MINK1|50488,1.7
ZZEF1|23140,PRPF8|10594,1.7
ACBD5|91452,ABI1|10006,1.6
ARHGDIA|396,ANAPC11|51529,1.6
ARNT|405,APH1A|51107,1.6
AURKAIP1|54998,ATAD3A|55210,1.6
BIRC6|57448,ATAD2B|54454,1.6
BTBD6|90135,AKT1|207,1.6
C1QC|714,AIF1|199,1.6
CABP2|51475,BTBD17|388419,1.6
CCT5|22948,BRIX1|55299,1.6
CD93|22918,BCL6B|255877,1.6
