Gene1,Gene2,Aag_Edge_Weight
CBX3|11335,BZW2|28969,1.6
CCDC130|81576,C19orf53|28974,1.6
CCDC137|339230,ARHGDIA|396,1.6
CCNK|8812,ATXN3|4287,1.6
CCT5|22948,BRIX1|55299,1.6
CD2BP2|10421,BCKDK|10295,1.6
CDCA5|113130,CCNB2|9133,1.6
CDCA8|55143,CCNB1|891,1.6
CEP350|9857,ABL2|27,1.6
CHSY1|22856,ASB7|140460,1.6
CLEC14A|161198,CD34|947,1.6
CLPP|8192,ALKBH7|84266,1.6
CLPTM1|1209,AKT2|208,1.6
CLPTM1L|81037,CCT5|22948,1.6
CNOT7|29883,BIN3|55909,1.6
CPSF1|29894,ADCK5|203054,1.6
CPSF4|10898,ALKBH4|54784,1.6
CSE1L|1434,AURKA|6790,1.6
CUL5|8065,ALKBH8|91801,1.6
CXorf36|79742,ACVRL1|94,1.6
CYBB|1536,AIF1|199,1.6
DAP3|7818,CCT3|7203,1.6
DCTN4|51164,CSNK1A1|1452,1.6
DDX19A|55308,CIAPIN1|57019,1.6
DDX19A|55308,COG8|84342,1.6
DEPDC1|55635,ASPM|259266,1.6
DMTF1|9988,ANKIB1|54467,1.6
DNAJA1|3301,CHMP5|51510,1.6
DNAJB6|10049,CUL1|8454,1.6
DNAJC9|23234,DDX50|79009,1.6
DNTTIP1|116092,ACOT8|10005,1.6
DRAM2|128338,CEPT1|10390,1.6
DSCC1|79075,ATAD2|29028,1.6
ECD|11319,ANXA7|310,1.6
ECE2|9718,ABCF3|55324,1.6
EDC4|23644,CENPT|80152,1.6
EDC4|23644,E2F4|1874,1.6
EEF1G|1937,EEF1A1|1915,1.6
EHMT1|79813,BRD3|8019,1.6
EIF2B5|8893,AP2M1|1173,1.6
EIF2S1|1965,EIF2B2|8892,1.6
EIF3H|8667,EIF3E|3646,1.6
EIF4E|1977,CISD2|493856,1.6
EIF4E|1977,DNAJB14|79982,1.6
ELF1|1997,COG6|57511,1.6
ENTPD4|9583,CHMP7|91782,1.6
EPS15L1|58513,AP1M1|8907,1.6
ERP44|23071,ALG2|85365,1.6
ETFA|2108,COX5A|9377,1.6
FAF2|23197,CNOT6|57472,1.6
FAM104A|84923,COG1|9382,1.6
FAM192A|80011,CIAPIN1|57019,1.6
FAM32A|26017,CHERP|10523,1.6
FBXL6|26233,DGAT1|8694,1.6
FBXW5|54461,ANAPC2|29882,1.6
FCGR2A|2212,CD86|942,1.6
FIS1|51024,ARPC1A|10552,1.6
FKBP2|2286,DNAJC4|3338,1.6
FLII|2314,ALKBH5|54890,1.6
FLT1|2321,ESAM|90952,1.6
FNIP1|96459,AFF4|27125,1.6
FOXD4L1|200350,FOXD4|2298,1.6
FRAT2|23401,FRAT1|10023,1.6
FXR1|8087,DNAJC19|131118,1.6
FYTTD1|84248,DLG1|1739,1.6
G6PC3|92579,DCAKD|79877,1.6
GAK|2580,DGKQ|1609,1.6
GBF1|8729,ACTR1A|10121,1.6
GIMAP7|168537,GIMAP4|55303,1.6
GLUD2|2747,GLUD1|2746,1.6
GNB2|2783,AP1S1|1174,1.6
GNB2|2783,ARPC1A|10552,1.6
GPATCH1|55094,ANKRD27|84079,1.6
GPR4|2828,CD93|22918,1.6
GPR4|2828,ESAM|90952,1.6
GPS1|2873,ARHGDIA|396,1.6
GPS1|2873,ASPSCR1|79058,1.6
GPS1|2873,FOXK2|3607,1.6
GPS2|2874,EIF5A|1984,1.6
GRINA|2907,COMMD5|28991,1.6
GSK3A|2931,DEDD2|162989,1.6
GTF2F1|2962,CLPP|8192,1.6
HAVCR2|84868,C3AR1|719,1.6
HAVCR2|84868,CYBB|1536,1.6
HAVCR2|84868,FCER1G|2207,1.6
HGS|9146,GPS1|2873,1.6
HINT2|84681,CLTA|1211,1.6
HLA-B|3106,B2M|567,1.6
HLA-DRB1|3123,HLA-DPB1|3115,1.6
HLA-E|3133,HLA-C|3107,1.6
HSF1|3297,FBXL6|26233,1.6
HSP90B1|7184,CALR|811,1.6
HSPA9|3313,CDC23|8697,1.6
HTR5A|3361,HTN1|3346,1.6
IARS2|55699,ABCB10|23456,1.6
IMMP1L|196294,ELP4|26610,1.6
IMP3|55272,COX5A|9377,1.6
INO80E|283899,BOLA2|552900,1.6
INTS2|57508,DCAF7|10238,1.6
INTS4|92105,CLNS1A|1207,1.6
INTS9|55756,CCDC25|55246,1.6
IPO7|10527,CAPRIN1|4076,1.6
IPO7|10527,EIF4G2|1982,1.6
IREB2|3658,ETFA|2108,1.6
IREB2|3658,FBXO22|26263,1.6
IRF2BP1|26145,DMWD|1762,1.6
ISG20L2|81875,GPATCH4|54865,1.6
ITCH|83737,ARFGEF2|10564,1.6
ITGAL|3683,IL10RA|3587,1.6
JKAMP|51528,CGRRF1|10668,1.6
JRKL|8690,FAM76B|143684,1.6
KCTD5|54442,DNAJA3|9093,1.6
KIF11|3832,CDK1|983,1.6
KLC4|89953,CUL7|9820,1.6
KPNA3|3839,CUL4A|8451,1.6
KRI1|65095,ATG4D|84971,1.6
KRI1|65095,CARM1|10498,1.6
KRI1|65095,ELOF1|84337,1.6
KRR1|11103,CCDC59|29080,1.6
KRTAP13-2|337959,KRTAP11-1|337880,1.6
KRTAP2-4|85294,KRT84|3890,1.6
KRTAP9-2|83899,KRTAP4-7|100132476,1.6
KRTCAP2|200185,DPM3|54344,1.6
KRTCAP2|200185,HAX1|10456,1.6
LAIR1|3903,C3AR1|719,1.6
LAIR1|3903,FERMT3|83706,1.6
LAPTM5|7805,CD14|929,1.6
LAPTM5|7805,CD4|920,1.6
LAPTM5|7805,CYBB|1536,1.6
LAT2|7462,LAPTM5|7805,1.6
LCE3E|353145,LCE3D|84648,1.6
LIG4|3981,ABHD13|84945,1.6
LMAN2|10960,B4GALT7|11285,1.6
LMF2|91289,ALG12|79087,1.6
LMNB1|4001,HMGB2|3148,1.6
LMNB2|84823,DOT1L|84444,1.6
LMOD1|25802,ACTA2|59,1.6
LRRC57|255252,HAUS2|55142,1.6
LSM1|27257,DDHD2|23259,1.6
LSM4|25804,COPE|11316,1.6
MAF1|84232,COMMD5|28991,1.6
MAF1|84232,GPAA1|8733,1.6
MAML1|9794,CNOT6|57472,1.6
MAP3K10|4294,AKT2|208,1.6
MAZ|4150,INO80E|283899,1.6
MBD3|53615,FZR1|51343,1.6
MBD3|53615,LSM7|51690,1.6
MBD5|55777,EPC2|26122,1.6
MCPH1|79648,CNOT7|29883,1.6
MED13|9969,INTS2|57508,1.6
MED26|9441,AKAP8|10270,1.6
MED4|29079,KPNA3|3839,1.6
MED9|55090,COX10|1352,1.6
MEF2A|4205,ASB7|140460,1.6
METAP1|23173,EIF4E|1977,1.6
MFAP3|4238,FBXO38|81545,1.6
MLF2|8079,COPS7A|50813,1.6
MLH1|4292,EPM2AIP1|9852,1.6
MLN|4295,LIM2|3982,1.6
MMRN2|79812,CXorf36|79742,1.6
MORF4L1|10933,HMG20A|10363,1.6
MPDU1|9526,GABARAP|11337,1.6
MRFAP1|93621,GRPEL1|80273,1.6
MRPL12|6182,GPS1|2873,1.6
MRPL12|6182,HGS|9146,1.6
MRPL13|28998,DCAF13|25879,1.6
MRPL2|51069,MRPL14|64928,1.6
MRPL23|6150,MRPL17|63875,1.6
MRPL28|10573,MPG|4350,1.6
MRPL32|64983,C7orf25|79020,1.6
MRPL38|64978,CASKIN2|57513,1.6
MRPL39|54148,CCT8|10694,1.6
MRPL43|84545,CUTC|51076,1.6
MRPL47|57129,DNAJB11|51726,1.6
MRPL50|54534,ALG2|85365,1.6
MRPL51|51258,COPS7A|50813,1.6
MRPL53|116540,INO80B|83444,1.6
MRPL54|116541,CLPP|8192,1.6
MRPL55|128308,JMJD4|65094,1.6
MRPS18B|28973,MRPS18A|55168,1.6
MRPS2|51116,EXOSC2|23404,1.6
MRPS27|23107,AGGF1|55109,1.6
MRPS7|51081,GRB2|2885,1.6
MS4A6A|64231,C1QA|712,1.6
MS4A6A|64231,C1QC|714,1.6
MS4A6A|64231,CYBB|1536,1.6
MS4A6A|64231,LAPTM5|7805,1.6
MSR1|4481,CD86|942,1.6
MSTO1|55154,FLAD1|80308,1.6
MTDH|92140,AZIN1|51582,1.6
MTDH|92140,CPNE3|8895,1.6
MTFMT|123263,AAGAB|79719,1.6
MTMR9|66036,AGPAT5|55326,1.6
MTX1|4580,MRPL55|128308,1.6
MVD|4597,CHMP1A|5119,1.6
MX1|4599,IFI44|10561,1.6
MYBBP1A|10514,DPH1|1801,1.6
MYH8|4626,ATP1B4|23439,1.6
MYO1F|4542,FERMT3|83706,1.6
N4BP2L2|10443,MTRF1|9617,1.6
NAA16|79612,COG3|83548,1.6
NAA30|122830,ACTR10|55860,1.6
NAA40|79829,MARK2|2011,1.6
NACA|4666,EIF4B|1975,1.6
NARF|26502,GPS1|2873,1.6
NARS2|79731,INTS4|92105,1.6
NAT10|55226,CAPRIN1|4076,1.6
NAT9|26151,MRPL38|64978,1.6
NBN|4683,CPNE3|8895,1.6
NCAPD2|9918,CDCA3|83461,1.6
NCAPD2|9918,FOXM1|2305,1.6
NCBP2|22916,FBXO45|200933,1.6
NDFIP2|54602,ABHD13|84945,1.6
NDUFA2|4695,COX6A1|1337,1.6
NDUFA3|4696,LENG1|79165,1.6
NDUFB10|4716,MRPL28|10573,1.6
NDUFB7|4713,C19orf53|28974,1.6
NEK2|4751,ASPM|259266,1.6
NEK2|4751,LIN9|286826,1.6
NF2|4771,ASCC2|84164,1.6
NFATC2IP|84901,KIF22|3835,1.6
NFATC3|4775,ESRP2|80004,1.6
NFRKB|4798,HINFP|25988,1.6
NGDN|25983,EAPP|55837,1.6
NIP7|51388,COG8|84342,1.6
NIP7|51388,EXOSC6|118460,1.6
NIPA2|81614,CYFIP1|23191,1.6
NMRAL1|57407,HMOX2|3163,1.6
NOBOX|135935,NAIF1|203245,1.6
NOC2L|26155,ATAD3A|55210,1.6
NOLC1|9221,DDX21|9188,1.6
NOP14|8602,LETM1|3954,1.6
NOP2|4839,MLF2|8079,1.6
NOTCH4|4855,DLL4|54567,1.6
NPEPPS|9520,KPNB1|3837,1.6
NSA2|10412,CCNH|902,1.6
NSUN2|54888,BRIX1|55299,1.6
NSUN2|54888,MRPL36|64979,1.6
NSUN2|54888,MTRR|4552,1.6
NUDCD2|134492,CETN3|1070,1.6
NUDCD2|134492,MAT2B|27430,1.6
NUDCD3|23386,DDX56|54606,1.6
NUDT15|55270,KPNA3|3839,1.6
NUDT21|11051,AMFR|267,1.6
NUP133|55746,METTL13|51603,1.6
NUS1|116150,CD164|8763,1.6
NUSAP1|51203,CCNB2|9133,1.6
NUSAP1|51203,KIF2C|11004,1.6
NUTF2|10204,COX4I1|1327,1.6
OGFOD1|55239,ATMIN|23300,1.6
OPA1|4976,DCUN1D1|54165,1.6
OR1E2|8388,MYF5|4617,1.6
OR2A7|401427,ARHGEF5|7984,1.6
OR8D4|338662,MYL1|4632,1.6
ORMDL3|94103,ERBB2|2064,1.6
OSGIN2|734,NBN|4683,1.6
OTUB1|55611,MARK2|2011,1.6
OXA1L|5018,C14orf119|55017,1.6
OXA1L|5018,NGDN|25983,1.6
OXER1|165140,HAAO|23498,1.6
PACS2|23241,BTBD6|90135,1.6
PAF1|54623,FBL|2091,1.6
PAK1|5058,CLNS1A|1207,1.6
PAK2|5062,OPA1|4976,1.6
PARK7|11315,CAMTA1|23261,1.6
PARL|55486,DNAJC19|131118,1.6
PARP9|83666,OAS3|4940,1.6
PATZ1|23598,EIF4ENIF1|56478,1.6
PAXIP1|22976,NOM1|64434,1.6
PCDH12|51294,CD93|22918,1.6
PCDH12|51294,CXorf36|79742,1.6
PCGF3|10336,GAK|2580,1.6
PCM1|5108,MTMR9|66036,1.6
PDAP1|11333,GNB2|2783,1.6
PDCD5|9141,CEBPG|1054,1.6
PDCD6|10016,CLPTM1L|81037,1.6
PDHB|5162,KCTD6|200845,1.6
PDIA4|9601,HSP90B1|7184,1.6
PFDN2|5202,DEDD|9191,1.6
PFDN5|5204,NACA|4666,1.6
PFDN6|10471,CSNK2B|1460,1.6
PHAX|51808,DDX46|9879,1.6
PHAX|51808,ETF1|2107,1.6
PHF20L1|51105,EFR3A|23167,1.6
PI4KB|5298,ADAR|103,1.6
PICALM|8301,ARHGEF12|23365,1.6
PICALM|8301,CBL|867,1.6
PIGG|54872,GAK|2580,1.6
PIGN|23556,KDSR|2531,1.6
PIK3R2|5296,MPV17L2|84769,1.6
PINK1|65018,MUL1|79594,1.6
PIP4K2B|8396,CASC3|22794,1.6
PIPSL|266971,PI4KB|5298,1.6
PISD|23761,EIF4ENIF1|56478,1.6
PJA2|9867,AFF4|27125,1.6
PLEK|5341,FERMT3|83706,1.6
PLEKHM2|23207,FBXO42|54455,1.6
PLK1|5347,KIF2C|11004,1.6
PLK4|10733,CCNA2|890,1.6
PLSCR3|57048,GABARAP|11337,1.6
PNPLA6|10908,ARHGEF18|23370,1.6
POGK|57645,CENPL|91687,1.6
POGZ|23126,CLK2|1196,1.6
POLD1|5424,LIG1|3978,1.6
POLL|27343,LZTS2|84445,1.6
POLL|27343,MMS19|64210,1.6
POLR1D|51082,GTF3A|2971,1.6
POLR2J|5439,ARF5|381,1.6
POLR3A|11128,DLG5|9231,1.6
POLR3E|55718,PALB2|79728,1.6
POLR3K|51728,NDUFAB1|4706,1.6
POLRMT|5442,MIER2|54531,1.6
PPCDC|60490,COMMD4|54939,1.6
PPIA|5478,H2AFV|94239,1.6
PPIAL4C|653598,MRPL32|64983,1.6
PPIG|9360,CWC22|57703,1.6
PPIL2|23759,MED15|51586,1.6
PPM1A|5494,EXOC5|10640,1.6
PPP1R16A|84988,LRRC14|9684,1.6
PPP2R2A|5520,BNIP3L|665,1.6
PPP2R2A|5520,POLR3D|661,1.6
PPP3CB|5532,NDST2|8509,1.6
PPP6C|5537,GAPVD1|26130,1.6
PQBP1|10084,NDUFB11|54539,1.6
PRAMEF13|400736,PRAMEF1|65121,1.6
PRAMEF6|440561,PRAMEF11|440560,1.6
PRC1|9055,KIF23|9493,1.6
PRCC|5546,B4GALT3|8703,1.6
PRELID1|27166,HIGD2A|192286,1.6
PRKAB2|5565,CHD1L|9557,1.6
PRKDC|5591,MCM4|4173,1.6
PRKRIP1|79706,ALKBH4|54784,1.6
PRPF38A|84950,BTF3L4|91408,1.6
PRR12|57479,CNOT3|4849,1.6
PRSS38|339501,FAM9B|171483,1.6
PSG6|5675,PSG3|5671,1.6
PSKH1|5681,DDX28|55794,1.6
PSMA4|5685,ETFA|2108,1.6
PSMB2|5690,PSMA5|5686,1.6
PSMB4|5692,ENSA|2029,1.6
PSMC4|5704,AKT2|208,1.6
PSMC6|5706,MAPK1IP1L|93487,1.6
PSMD2|5708,EIF2B5|8893,1.6
PSMD3|5709,MED24|9862,1.6
PSMD3|5709,ORMDL3|94103,1.6
PSMD8|5714,PAF1|54623,1.6
PSME3|10197,BECN1|8678,1.6
PSME3|10197,MLX|6945,1.6
PSMF1|9491,FKBP1A|2280,1.6
PTCD1|26024,ABCF2|10061,1.6
PTPN7|5778,CORO1A|11151,1.6
PTPRA|5786,ATRN|8455,1.6
PTPRCAP|5790,ACAP1|9744,1.6
PUS7|54517,GTPBP10|85865,1.6
PYGB|5834,ENTPD6|955,1.6
QRSL1|55278,CCNC|892,1.6
R3HCC1|203069,POLR3D|661,1.6
RAB11B|9230,MAP2K7|5609,1.6
RAB35|11021,DDX54|79039,1.6
RAB3GAP2|25782,MIA3|375056,1.6
RAB40C|57799,AXIN1|8312,1.6
RAB5A|5868,PDCD6IP|10015,1.6
RAB5C|5878,MLX|6945,1.6
RAD17|5884,GFM2|84340,1.6
RAD21|5885,ATAD2|29028,1.6
RAD23B|5887,POLE3|54107,1.6
RAD23B|5887,RAB14|51552,1.6
RAD51|5888,BUB1B|701,1.6
RAD51|5888,MCM10|55388,1.6
RAE1|8480,CSTF1|1477,1.6
RAI1|10743,ALKBH5|54890,1.6
RAI1|10743,FLII|2314,1.6
RAN|5901,PSMD9|5715,1.6
RANBP10|57610,C16orf70|80262,1.6
RANBP10|57610,DYNC1LI2|1783,1.6
RANBP10|57610,GFOD2|81577,1.6
RANBP6|26953,KLHL9|55958,1.6
RASAL3|64926,ARHGAP9|64333,1.6
RBBP5|5929,KLHL20|27252,1.6
RBM18|92400,MRPL50|54534,1.6
RBM18|92400,RAD23B|5887,1.6
RBM25|58517,CCAR1|55749,1.6
RBM25|58517,PRPF39|55015,1.6
RBM26|64062,NDFIP2|54602,1.6
RBM34|23029,GTPBP8|29083,1.6
RBM42|79171,CAPNS1|826,1.6
RBM42|79171,HAUS5|23354,1.6
RBM45|129831,ANKRD30A|91074,1.6
RBM45|129831,GTPBP8|29083,1.6
RCBTB1|55213,KPNA3|3839,1.6
RCOR1|23186,PPP2R5C|5527,1.6
REXO4|57109,MRPS2|51116,1.6
RFC2|5982,NSUN5|55695,1.6
RFNG|5986,DUS1L|64118,1.6
RHOT1|55288,C17orf75|64149,1.6
RHOT2|89941,LUC7L|55692,1.6
RHOT2|89941,RAB40C|57799,1.6
RNASEH2A|10535,DHPS|1725,1.6
RNASEH2A|10535,PRDX2|7001,1.6
RNASEK|440400,DERL2|51009,1.6
RNF111|54778,RFX7|64864,1.6
RNF139|11236,DERL1|79139,1.6
RNF34|80196,ANAPC5|51433,1.6
RNF40|9810,POLR3E|55718,1.6
RNPS1|10921,KCTD5|54442,1.6
ROBO4|54538,ARHGEF15|22899,1.6
ROBO4|54538,ENG|2022,1.6
ROMO1|140823,NDUFA2|4695,1.6
RPA3|6119,NUDT1|4521,1.6
RPAIN|84268,FXR2|9513,1.6
RPAIN|84268,NUP88|4927,1.6
RPL12|6136,EEF1G|1937,1.6
RPL13|6137,COX4I1|1327,1.6
RPL14|9045,RPL11|6135,1.6
RPL23|9349,PIP4K2B|8396,1.6
RPL24|6152,RPL11|6135,1.6
RPL26|6154,RPL10A|4736,1.6
RPL28|6158,RPL13A|23521,1.6
RPL30|6156,PABPC1|26986,1.6
RPL30|6156,RPL22|6146,1.6
RPL31|6160,EEF1A1|1915,1.6
RPL31|6160,HNRNPA1|3178,1.6
RPL32|6161,RPL30|6156,1.6
RPL34|6164,RPL27A|6157,1.6
RPL37|6167,RPL15|6138,1.6
RPL37|6167,RPL24|6152,1.6
RPL37|6167,RPL29|6159,1.6
RPL37A|6168,RPL37|6167,1.6
RPL4|6124,RPL12|6136,1.6
RPL4|6124,RPL31|6160,1.6
RPL5|6125,RPL22|6146,1.6
RPL6|6128,RPL13|6137,1.6
RPL6|6128,RPL14|9045,1.6
RPL6|6128,RPL32|6161,1.6
RPL6|6128,RPL34|6164,1.6
RPL7A|6130,RPL3|6122,1.6
RPS11|6205,RPL37A|6168,1.6
RPS13|6207,RPL12|6136,1.6
RPS14|6208,RPL24|6152,1.6
RPS14|6208,RPS11|6205,1.6
RPS15|6209,RPL18|6141,1.6
RPS15A|6210,RPL10A|4736,1.6
RPS17|6218,RPS15A|6210,1.6
RPS18|6222,RPL12|6136,1.6
RPS18|6222,RPL32|6161,1.6
RPS18|6222,RPL6|6128,1.6
RPS19|6223,RPL28|6158,1.6
RPS19|6223,RPS16|6217,1.6
RPS20|6224,RPL14|9045,1.6
RPS20|6224,RPL32|6161,1.6
RPS23|6228,COX7C|1350,1.6
RPS23|6228,EEF1A1|1915,1.6
RPS23|6228,NACA|4666,1.6
RPS23|6228,RPL10|6134,1.6
RPS23|6228,RPL11|6135,1.6
RPS23|6228,RPL3|6122,1.6
RPS23|6228,RPL37A|6168,1.6
RPS23|6228,RPL4|6124,1.6
RPS23|6228,RPL5|6125,1.6
RPS24|6229,MRPS16|51021,1.6
RPS25|6230,RPL11|6135,1.6
RPS27A|6233,RPL37A|6168,1.6
RPS27A|6233,RPL41|6171,1.6
RPS29|6235,RPL36|25873,1.6
RPS3|6188,RPL24|6152,1.6
RPS3|6188,RPL37A|6168,1.6
RPS3|6188,RPS27A|6233,1.6
RPS4X|6191,EEF1G|1937,1.6
RPS4X|6191,RPL22|6146,1.6
RPS4X|6191,RPL3|6122,1.6
RPS4X|6191,RPS3A|6189,1.6
RPS6|6194,RPL11|6135,1.6
RPS6KC1|26750,ANGEL2|90806,1.6
RPS7|6201,RPL37A|6168,1.6
RPS8|6202,RPL15|6138,1.6
RPS8|6202,RPL29|6159,1.6
RPS8|6202,RPL37A|6168,1.6
RPS8|6202,RPLP0|6175,1.6
RPS8|6202,RPS14|6208,1.6
RPS8|6202,RPS3|6188,1.6
RPS8|6202,RPS7|6201,1.6
RPS9|6203,RPS11|6205,1.6
RPUSD1|113000,MRPL28|10573,1.6
RPUSD1|113000,NUBP2|10101,1.6
RPUSD1|113000,RAB40C|57799,1.6
RPUSD1|113000,RHOT2|89941,1.6
RRN3|54700,PARN|5073,1.6
RRP12|23223,NOC3L|64318,1.6
RTN4IP1|84816,QRSL1|55278,1.6
RUNDC1|146923,NBR1|4077,1.6
RUVBL2|10856,AP2S1|1175,1.6
SAP18|10284,POMP|51371,1.6
SARNP|84324,MYL6|4637,1.6
SART3|9733,RNF34|80196,1.6
SBDS|51119,EIF4H|7458,1.6
SCAF1|58506,IRF3|3661,1.6
SCAF1|58506,PRMT1|3276,1.6
SCAMP3|10067,B4GALT3|8703,1.6
SCNM1|79005,HAX1|10456,1.6
SCO1|6341,COPS3|8533,1.6
SCYL1|57410,MAP3K11|4296,1.6
SDHAF2|54949,PRPF19|27339,1.6
SEC24A|10802,PJA2|9867,1.6
SEC24A|10802,PRRC1|133619,1.6
SEC61B|10952,ERP44|23071,1.6
SEC61G|23480,PSMA2|5683,1.6
SEH1L|81929,PTPN2|5771,1.6
SETD2|29072,OXSR1|9943,1.6
SETDB1|9869,POGZ|23126,1.6
SF3A1|10291,RNF185|91445,1.6
SH2B1|25970,FBRS|64319,1.6
SH2B1|25970,INO80E|283899,1.6
SHARPIN|81858,DGAT1|8694,1.6
SIGLEC9|27180,LAIR1|3903,1.6
SIGLEC9|27180,LRRC25|126364,1.6
SIK2|23235,PPP2R1B|5519,1.6
SIRT3|23410,MRPL23|6150,1.6
SIRT6|51548,MBD3|53615,1.6
SIRT6|51548,SGTA|6449,1.6
SIRT7|51547,ARHGDIA|396,1.6
SKP1|6500,HDAC3|8841,1.6
SLA2|84174,CD3E|916,1.6
SLAMF8|56833,ITGB2|3689,1.6
SLC37A3|84255,MKRN1|23608,1.6
SLC4A1AP|22950,CEBPZ|10153,1.6
SLC4A1AP|22950,GPN1|11321,1.6
SLCO2B1|11309,MS4A6A|64231,1.6
SMAD4|4089,DYM|54808,1.6
SMAD5|4090,C5orf24|134553,1.6
SMARCD2|6603,PSMC5|5705,1.6
SMC1A|8243,MED14|9282,1.6
SMYD4|114826,SMG6|23293,1.6
SNAP47|116841,COG2|22796,1.6
SNAP47|116841,NUP133|55746,1.6
SNRNP27|11017,PCBP1|5093,1.6
SNRPB|6628,NXT1|29107,1.6
SNRPD2|6633,DMWD|1762,1.6
SNRPD3|6634,CHEK2|11200,1.6
SNTG1|54212,ATP1B4|23439,1.6
SNTG1|54212,CAV3|859,1.6
SNTG1|54212,MYH8|4626,1.6
SNTG1|54212,NKX2-4|644524,1.6
SNX27|81609,PIP5K1A|8394,1.6
SNX4|8723,PIK3R4|30849,1.6
SP110|3431,SP100|6672,1.6
SP3|6670,ARL6IP6|151188,1.6
SPARC|6678,COL3A1|1281,1.6
SPATA2|9825,MOCS3|27304,1.6
SPG7|6687,CHMP1A|5119,1.6
SPI1|6688,LAT2|7462,1.6
SPOPL|339745,ARL5A|26225,1.6
SPTLC1|10558,RAD23B|5887,1.6
SPTY2D1|144108,BTBD10|84280,1.6
SPTY2D1|144108,COPB1|1315,1.6
SRCAP|10847,FBXL19|54620,1.6
SRP19|6728,ATG12|9140,1.6
SRP68|6730,NUP85|79902,1.6
SRP72|6731,PPAT|5471,1.6
SSBP1|6742,ATP6V1F|9296,1.6
SSU72|29101,AURKAIP1|54998,1.6
ST3GAL4|6484,DCPS|28960,1.6
STAM|8027,MTPAP|55149,1.6
STAM|8027,RAB18|22931,1.6
STAU1|6780,ARFGEF2|10564,1.6
STK11|6794,MBD3|53615,1.6
STOML2|30968,NDUFB6|4712,1.6
STRN|6801,ASXL2|55252,1.6
STT3A|3703,FAM118B|79607,1.6
STUB1|10273,JMJD8|339123,1.6
STUB1|10273,MPG|4350,1.6
SUMO1|7341,NOP58|51602,1.6
SUPT5H|6829,FBL|2091,1.6
TACO1|51204,METTL2A|339175,1.6
TADA2A|6871,SYNRG|11276,1.6
TADA3|10474,ARPC4|10093,1.6
TAF10|6881,MRPL23|6150,1.6
TAF2|6873,MTBP|27085,1.6
TAF5L|27097,AHCTF1|25909,1.6
TAF9|6880,RAD17|5884,1.6
TAOK2|9344,RNF40|9810,1.6
TAP2|6891,PSMB9|5698,1.6
TARS2|80222,PI4KB|5298,1.6
TAS2R60|338398,OR12D3|81797,1.6
TATDN1|83940,EIF3H|8667,1.6
TBC1D10B|26000,CD2BP2|10421,1.6
TBC1D10B|26000,INO80E|283899,1.6
TBC1D10B|26000,MAZ|4150,1.6
TBC1D10B|26000,PPP4C|5531,1.6
TBC1D10B|26000,PRR14|78994,1.6
TBC1D10B|26000,RNF40|9810,1.6
TBCA|6902,CETN3|1070,1.6
TBCB|1155,ALKBH6|84964,1.6
TBCB|1155,LIN37|55957,1.6
TBCCD1|55171,SENP2|59343,1.6
TBCE|6905,AHCTF1|25909,1.6
TBL3|10607,CHTF18|63922,1.6
TCEA1|6917,RB1CC1|9821,1.6
TCEAL4|79921,TCEAL3|85012,1.6
TELO2|9894,CHTF18|63922,1.6
TELO2|9894,RPUSD1|113000,1.6
TFB2M|64216,COG2|22796,1.6
TFB2M|64216,NUP133|55746,1.6
TFEC|22797,FPR3|2359,1.6
TGS1|96764,ARMC1|55156,1.6
TGS1|96764,RB1CC1|9821,1.6
THAP11|57215,CHTF8|54921,1.6
THAP7|80764,KLHL22|84861,1.6
THOC2|57187,STAG2|10735,1.6
THOC5|8563,NIPSNAP1|8508,1.6
THOP1|7064,MBD3|53615,1.6
THOP1|7064,RNF126|55658,1.6
TIAL1|7073,EIF3A|8661,1.6
TIE1|7075,MYCT1|80177,1.6
TIGD5|84948,HSF1|3297,1.6
TIGD5|84948,LRRC14|9684,1.6
TIGD5|84948,SHARPIN|81858,1.6
TIMM13|26517,LMNB2|84823,1.6
TIMM13|26517,LSM7|51690,1.6
TIMM17B|10245,NDUFB11|54539,1.6
TIMM9|26520,RPS29|6235,1.6
TINF2|26277,PRMT5|10419,1.6
TLK1|9874,PLEKHA3|65977,1.6
TLK2|11011,FTSJ3|117246,1.6
TLK2|11011,RPS6KB1|6198,1.6
TM2D3|80213,ASB7|140460,1.6
TM9SF3|56889,BLOC1S2|282991,1.6
TM9SF3|56889,EXOC6|54536,1.6
TMEM104|54868,KCTD2|23510,1.6
TMEM115|11070,CYB561D2|11068,1.6
TMEM126A|84233,CWC15|51503,1.6
TMEM147|10430,POLR2I|5438,1.6
TMEM161A|54929,NR2C2AP|126382,1.6
TMEM175|84286,GAK|2580,1.6
TMEM33|55161,OCIAD1|54940,1.6
TMEM8A|58986,RAB40C|57799,1.6
TMF1|7110,PDCD6IP|10015,1.6
TMUB1|83590,FASTK|10922,1.6
TNFAIP8L2|79626,LAT2|7462,1.6
TNKS|8658,MTMR9|66036,1.6
TNRC6A|27327,RBBP6|5930,1.6
TOMM22|56993,ADSL|158,1.6
TOR1AIP1|26092,EDEM3|80267,1.6
TOX4|9878,SUPT16H|11198,1.6
TPI1|7167,PHB2|11331,1.6
TPP2|7174,RAP2A|5911,1.6
TPR|7175,AHCTF1|25909,1.6
TRAF4|9618,SDF2|6388,1.6
TRAF7|84231,MLST8|64223,1.6
