Gene1,Gene2,Aag_Edge_Weight
ERI2|112479,ERCC4|2072,1.8
ESAM|90952,CLEC14A|161198,1.8
ETF1|2107,CDC23|8697,1.8
ETFA|2108,COX5A|9377,1.8
EVI2A|2123,CD53|963,1.8
EXOSC2|23404,DDX31|64794,1.8
FAM104A|84923,C17orf80|55028,1.8
FAM173B|134145,CCT5|22948,1.8
FAM32A|26017,C19orf53|28974,1.8
FAM32A|26017,DDA1|79016,1.8
FAM3A|60343,EMD|2010,1.8
FAM89B|23625,C11orf68|83638,1.8
FAM91A1|157769,DERL1|79139,1.8
FANCG|2189,DCAF12|25853,1.8
FANCG|2189,DCTN3|11258,1.8
FAU|2197,COX8A|1351,1.8
FBXO7|25793,EIF4ENIF1|56478,1.8
FCER1G|2207,C1QC|714,1.8
FCGR3A|2214,C1QC|714,1.8
FCGR3A|2214,FCGR1A|2209,1.8
FIBP|9158,CFL1|1072,1.8
FIZ1|84922,CNOT3|4849,1.8
FLII|2314,DRG2|1819,1.8
FNBP4|23360,CELF1|10658,1.8
FNIP1|96459,AFF4|27125,1.8
FOXM1|2305,CDCA3|83461,1.8
FRS2|10818,CAND1|55832,1.8
FSHB|2488,ADAD1|132612,1.8
FYTTD1|84248,DLG1|1739,1.8
GATAD1|57798,ANKIB1|54467,1.8
GCC1|79571,CNOT4|4850,1.8
GMFB|2764,ACTR10|55860,1.8
GNB2|2783,ARPC1A|10552,1.8
GNL1|2794,ABCF1|23,1.8
GOLGA1|2800,GAPVD1|26130,1.8
GOT2|2806,COQ9|57017,1.8
GOT2|2806,FAM192A|80011,1.8
GPBP1L1|60313,FOXJ3|22887,1.8
GPKOW|27238,CDK16|5127,1.8
GPR4|2828,CD93|22918,1.8
GPR4|2828,FLT1|2321,1.8
GPS1|2873,ASPSCR1|79058,1.8
GPS1|2873,CCDC137|339230,1.8
GRHPR|9380,EXOSC3|51010,1.8
GSK3A|2931,DEDD2|162989,1.8
GSPT1|2935,C16orf72|29035,1.8
GTF2F1|2962,CHAF1A|10036,1.8
GTF2H4|2968,GNL1|2794,1.8
GTPBP10|85865,CLDN12|9069,1.8
HAUS2|55142,CTDSPL2|51496,1.8
HAUS2|55142,EIF3J|8669,1.8
HDAC6|10013,GRIPAP1|56850,1.8
HEATR1|55127,AHCTF1|25909,1.8
HEATR1|55127,EPRS|2058,1.8
HERPUD2|64224,CDK13|8621,1.8
HLA-B|3106,HLA-A|3105,1.8
HLA-F|3134,HLA-A|3105,1.8
HMGB1|3146,EXOSC8|11340,1.8
HMGN1|3150,BRWD1|54014,1.8
HNRNPA1L2|144983,EIF4B|1975,1.8
HNRNPM|4670,DNMT1|1786,1.8
HSF1|3297,CYC1|1537,1.8
HSF1|3297,FAM83H|286077,1.8
HSF1|3297,GPAA1|8733,1.8
HSPA14|51182,DCLRE1C|64421,1.8
HSPA4|3308,ETF1|2107,1.8
HTT|3064,CTBP1|1487,1.8
HUWE1|10075,GNL3L|54552,1.8
IARS2|55699,AHCTF1|25909,1.8
IFITM3|10410,IFITM1|8519,1.8
IL10RA|3587,EVI2B|2124,1.8
ILF2|3608,HAX1|10456,1.8
IMMP1L|196294,ELP4|26610,1.8
INO80E|283899,CDIPT|10423,1.8
INO80E|283899,HIRIP3|8479,1.8
INTS7|25896,DTL|51514,1.8
IREB2|3658,HMG20A|10363,1.8
ISCA2|122961,COQ6|51004,1.8
ISY1|57461,ASTE1|28990,1.8
ITGAL|3683,CCR5|1234,1.8
ITGAL|3683,DOCK2|1794,1.8
KDM5A|5927,CCDC77|84318,1.8
KHSRP|8570,CHAF1A|10036,1.8
KIF20B|9585,CEP55|55165,1.8
KIF22|3835,HIRIP3|8479,1.8
KIF23|9493,BUB1B|701,1.8
KLC1|3831,BRF1|2972,1.8
KRT8|3856,KRT18|3875,1.8
LAIR1|3903,C1QA|712,1.8
LAIR1|3903,CD14|929,1.8
LAIR1|3903,CD4|920,1.8
LAIR1|3903,CSF1R|1436,1.8
LAIR1|3903,CYBB|1536,1.8
LAIR1|3903,FPR3|2359,1.8
LAPTM5|7805,FCER1G|2207,1.8
LEPROTL1|23484,GTF2E2|2961,1.8
LEPROTL1|23484,INTS9|55756,1.8
LETM1|3954,GAK|2580,1.8
LMNB2|84823,KHSRP|8570,1.8
LRRC25|126364,LAPTM5|7805,1.8
LSG1|55341,FBXO45|200933,1.8
LSM1|27257,BRF2|55290,1.8
LSM14A|26065,ANKRD27|84079,1.8
LSM5|23658,GGCT|79017,1.8
LSM5|23658,H2AFV|94239,1.8
LST1|7940,GMFG|9535,1.8
MAD1L1|8379,EIF3B|8662,1.8
MAD2L1BP|9587,CDC5L|988,1.8
MAEA|10296,ADD1|118,1.8
MAP1S|55201,CHERP|10523,1.8
MAPK9|5601,CANX|821,1.8
MAPK9|5601,CNOT6|57472,1.8
MAPRE1|22919,EIF2S2|8894,1.8
MARK4|57787,CLPTM1|1209,1.8
MAZ|4150,KIF22|3835,1.8
MBTPS1|8720,HSDL1|83693,1.8
MDC1|9656,DHX16|8449,1.8
MEAF6|64769,GNL2|29889,1.8
MED10|84246,CCT5|22948,1.8
MED11|400569,GABARAP|11337,1.8
MED17|9440,CWC15|51503,1.8
MEF2D|4209,CRTC2|200186,1.8
METTL6|131965,LSM3|27258,1.8
MFAP1|4236,CTDSPL2|51496,1.8
MFAP1|4236,LCMT2|9836,1.8
MICALL1|85377,C22orf23|84645,1.8
MLF2|8079,ATN1|1822,1.8
MLF2|8079,DDX47|51202,1.8
MLX|6945,EIF1|10209,1.8
MLYCD|23417,MBTPS1|8720,1.8
MOCS3|27304,ADNP|23394,1.8
MON1B|22879,KLHL36|79786,1.8
MON1B|22879,MBTPS1|8720,1.8
MORC3|23515,DSCR3|10311,1.8
MORF4L2|9643,MCTS1|28985,1.8
MPDU1|9526,MED11|400569,1.8
MPPE1|65258,CHMP1B|57132,1.8
MPV17L2|84769,CCDC124|115098,1.8
MRFAP1|93621,MAEA|10296,1.8
MRPL13|28998,DERL1|79139,1.8
MRPL18|29074,GTF2H5|404672,1.8
MRPL2|51069,BYSL|705,1.8
MRPL34|64981,DDA1|79016,1.8
MRPL36|64979,CCT5|22948,1.8
MRPL37|51253,FAF1|11124,1.8
MRPL43|84545,EXOSC1|51013,1.8
MRPL50|54534,ALG2|85365,1.8
MRPL51|51258,COPS7A|50813,1.8
MRPL52|122704,CHMP4A|29082,1.8
MRPS22|56945,COPB2|9276,1.8
MRPS23|51649,METTL2A|339175,1.8
MRPS24|64951,H2AFV|94239,1.8
MRPS27|23107,BTF3|689,1.8
MRPS33|51650,ATP6V1F|9296,1.8
MRPS36|92259,COX7C|1350,1.8
MRVI1|10335,LMOD1|25802,1.8
MS4A6A|64231,AIF1|199,1.8
MTA2|9219,MARK2|2011,1.8
MTMR14|64419,ARPC4|10093,1.8
MTMR2|8898,CEP57|9702,1.8
MTMR9|66036,CNOT7|29883,1.8
MTPAP|55149,KIF5B|3799,1.8
MTRF1|9617,COG3|83548,1.8
MTX1|4580,KRTCAP2|200185,1.8
MYCT1|80177,CDH5|1003,1.8
MYO1F|4542,ITGAX|3687,1.8
MYO9B|4650,MED26|9441,1.8
NAA30|122830,MAPK1IP1L|93487,1.8
NAA50|80218,GSK3B|2932,1.8
NAA50|80218,GTPBP8|29083,1.8
NACA|4666,EIF4B|1975,1.8
NAGPA|51172,ALG1|56052,1.8
NAP1L4|4676,CARS|833,1.8
NAP1L4|4676,MOB2|81532,1.8
NCLN|56926,MBD3|53615,1.8
NDUFA13|51079,DDX49|54555,1.8
NDUFA2|4695,MRPL22|29093,1.8
NDUFA8|4702,MED27|9442,1.8
NDUFA9|4704,C12orf4|57102,1.8
NDUFB10|4716,GFER|2671,1.8
NDUFB10|4716,MRPL28|10573,1.8
NDUFB2|4708,ATP6V1F|9296,1.8
NDUFB5|4711,MFN1|55669,1.8
NDUFB9|4715,CYC1|1537,1.8
NDUFC2|4718,CLNS1A|1207,1.8
NDUFS4|4724,MOCS2|4338,1.8
NDUFS6|4726,MED10|84246,1.8
NDUFV2|4729,MYL12B|103910,1.8
NEK1|4750,CLCN3|1182,1.8
NFKBIB|4793,MRPS12|6183,1.8
NHLRC2|374354,ATE1|11101,1.8
NHP2|55651,HNRNPAB|3182,1.8
NID2|22795,COL1A2|1278,1.8
NKG7|4818,GZMH|2999,1.8
NOC2L|26155,DVL1|1855,1.8
NOL11|25926,COIL|8161,1.8
NOP16|51491,HNRNPAB|3182,1.8
NOP2|4839,NCAPD2|9918,1.8
NOP56|10528,C20orf27|54976,1.8
NPLOC4|55666,FOXK2|3607,1.8
NPLOC4|55666,GPS1|2873,1.8
NRAS|4893,BCAS2|10286,1.8
NRAS|4893,CSDE1|7812,1.8
NSD1|64324,LARP1|23367,1.8
NSFL1C|55968,FKBP1A|2280,1.8
NSUN2|54888,DNAJC21|134218,1.8
NSUN2|54888,MTRR|4552,1.8
NSUN2|54888,NDUFS6|4726,1.8
NUDC|10726,GPN2|54707,1.8
NUDCD3|23386,C7orf25|79020,1.8
NUDCD3|23386,DBNL|28988,1.8
NUDCD3|23386,H2AFV|94239,1.8
NUP133|55746,HEATR1|55127,1.8
NUP155|9631,BRIX1|55299,1.8
NUP155|9631,NIPBL|25836,1.8
NUP160|23279,API5|8539,1.8
NUP214|8021,NUP188|23511,1.8
NUP37|79023,METAP2|10988,1.8
NUP85|79902,GGA3|23163,1.8
NUP85|79902,MRPS7|51081,1.8
NUP98|4928,AP2A2|161,1.8
OGFOD1|55239,CIAPIN1|57019,1.8
OGFOD1|55239,NUDT21|11051,1.8
OGFOD1|55239,NUP93|9688,1.8
OIP5|11339,NUSAP1|51203,1.8
OSBPL11|114885,KPNA1|3836,1.8
OSGEP|55644,APEX1|328,1.8
OST4|100128731,DPY30|84661,1.8
OSTC|58505,CISD2|493856,1.8
OTUD4|54726,ABCE1|6059,1.8
OTUD5|55593,GPKOW|27238,1.8
OTUD5|55593,HDAC6|10013,1.8
PAIP1|10605,C5orf22|55322,1.8
PAK2|5062,ATP13A3|79572,1.8
PALB2|79728,DCTN5|84516,1.8
PALB2|79728,ERI2|112479,1.8
PANK4|55229,LRRC47|57470,1.8
PARG|8505,ERCC6|2074,1.8
PARP2|10038,NGDN|25983,1.8
PAX4|5078,GJA10|84694,1.8
PCBP2|5094,DCTN2|10540,1.8
PCDH12|51294,ESAM|90952,1.8
PCDH12|51294,GPR4|2828,1.8
PCYT2|5833,GPS1|2873,1.8
PDCD11|22984,EIF3A|8661,1.8
PDCD2|5134,MRPL18|29074,1.8
PDHX|8050,APIP|51074,1.8
PDSS1|23590,MASTL|84930,1.8
PELP1|27043,GEMIN4|50628,1.8
PES1|23481,AP1B1|162,1.8
PES1|23481,DRG1|4733,1.8
PEX2|5828,IMPA1|3612,1.8
PEX3|8504,PCMT1|5110,1.8
PFAS|5198,PELP1|27043,1.8
PFDN1|5201,MRPL22|29093,1.8
PFDN2|5202,DUSP12|11266,1.8
PFDN5|5204,MYL6|4637,1.8
PFDN6|10471,DAXX|1616,1.8
PHAX|51808,HSPA4|3308,1.8
PHB|5245,MRPL10|124995,1.8
PHB|5245,NME2|4831,1.8
PHB2|11331,DDX47|51202,1.8
PHF12|57649,NEK8|284086,1.8
PHKB|5257,DNAJA2|10294,1.8
PIAS4|51588,GNA11|2767,1.8
PIGO|84720,FANCG|2189,1.8
PIGQ|9091,CLCN7|1186,1.8
PIGY|84992,COPS4|51138,1.8
PIH1D1|55011,NOSIP|51070,1.8
PIK3R4|30849,KPNA1|3836,1.8
PIN1|5300,FBXL12|54850,1.8
PIP4K2B|8396,CASC3|22794,1.8
PITPNB|23760,HPS4|89781,1.8
PLK4|10733,CCNA2|890,1.8
PLVAP|83483,CD34|947,1.8
PMPCA|23203,ANAPC2|29882,1.8
PMPCB|9512,COPS6|10980,1.8
PMS2|5395,EIF2AK1|27102,1.8
PNKP|11284,IRF3|3661,1.8
PNPLA8|50640,COG5|10466,1.8
POGK|57645,ARHGEF11|9826,1.8
POLB|5423,GOLGA7|51125,1.8
POLB|5423,IKBKB|3551,1.8
POLE|5426,EP400|57634,1.8
POLE3|54107,EXOSC2|23404,1.8
POLR1C|9533,BYSL|705,1.8
POLR1D|51082,LNX2|222484,1.8
POLR1D|51082,MTIF3|219402,1.8
POLR2C|5432,COQ9|57017,1.8
POLR2C|5432,FAM192A|80011,1.8
POLR2H|5437,DNAJC19|131118,1.8
POLR2I|5438,PDCD2L|84306,1.8
POLR2J|5439,BUD31|8896,1.8
POLR2K|5440,DCAF13|25879,1.8
POLR3D|661,CNOT7|29883,1.8
POLR3D|661,ELP3|55140,1.8
POLR3H|171568,L3MBTL2|83746,1.8
POM121|9883,EIF4H|7458,1.8
POMP|51371,GTF3A|2971,1.8
POP7|10248,ALKBH4|54784,1.8
POP7|10248,FIS1|51024,1.8
PORCN|64840,FTSJ1|24140,1.8
PPAN|56342,EIF3G|8666,1.8
PPAN|56342,FARSA|2193,1.8
PPIA|5478,LSM5|23658,1.8
PPIA|5478,NUDCD3|23386,1.8
PPIAL4G|644591,PPIA|5478,1.8
PPIL4|85313,NUP43|348995,1.8
PPM1A|5494,GMFB|2764,1.8
PPM1A|5494,NAA30|122830,1.8
PPP1CA|5499,AIP|9049,1.8
PPP1CA|5499,BANF1|8815,1.8
PPP1R12C|54776,LENG8|114823,1.8
PPP2CA|5515,ETF1|2107,1.8
PPP2CB|5516,KCTD9|54793,1.8
PPP2R1B|5519,DLAT|1737,1.8
PPP2R2A|5520,CCDC25|55246,1.8
PPP2R2A|5520,POLR3D|661,1.8
PPP2R2D|55844,ECHS1|1892,1.8
PPP2R3C|55012,KIAA0391|9692,1.8
PPP2R5D|5528,CDC5L|988,1.8
PPP3CB|5532,DDX50|79009,1.8
PPP3CB|5532,ECD|11319,1.8
PPP4C|5531,CD2BP2|10421,1.8
PPP4C|5531,DCTPP1|79077,1.8
PPP5C|5536,CALM3|808,1.8
PPP6C|5537,GLE1|2733,1.8
PPRC1|23082,EIF3A|8661,1.8
PQBP1|10084,CCDC22|28952,1.8
PQBP1|10084,EBP|10682,1.8
PRCC|5546,ISG20L2|81875,1.8
PRELID1|27166,HIGD2A|192286,1.8
PRKAA1|5562,PAIP1|10605,1.8
PRMT1|3276,GRWD1|83743,1.8
PRMT5|10419,IPO4|79711,1.8
PRPF19|27339,CCDC86|79080,1.8
PRPF19|27339,DDB1|1642,1.8
PRPF19|27339,MTA2|9219,1.8
PRPF31|26121,LENG1|79165,1.8
PRPF38A|84950,FAF1|11124,1.8
PRPF38A|84950,MAGOH|4116,1.8
PRPF8|10594,GEMIN4|50628,1.8
PRPF8|10594,NCOR1|9611,1.8
PRPSAP2|5636,COPS3|8533,1.8
PRR12|57479,CNOT3|4849,1.8
PRR14|78994,INO80E|283899,1.8
PRR14|78994,PHKG2|5261,1.8
PSEN1|5663,NUMB|8650,1.8
PSENEN|55851,POLR2I|5438,1.8
PSMA1|5682,BTBD10|84280,1.8
PSMA2|5683,CBX3|11335,1.8
PSMA7|5688,ADRM1|11047,1.8
PSMB1|5689,PCMT1|5110,1.8
PSMB4|5692,DAP3|7818,1.8
PSMB4|5692,MTX1|4580,1.8
PSMB4|5692,PIPSL|266971,1.8
PSMB5|5693,OXA1L|5018,1.8
PSMB6|5694,EIF4A1|1973,1.8
PSMC2|5701,COPS6|10980,1.8
PSMC2|5701,POLR2J|5439,1.8
PSMC4|5704,C19orf47|126526,1.8
PSMC6|5706,PSMA3|5684,1.8
PSMD14|10213,MMADHC|27249,1.8
PSMD3|5709,MED24|9862,1.8
PSMD9|5715,ANAPC5|51433,1.8
PSPH|5723,CCT6A|908,1.8
PTBP1|5725,KHSRP|8570,1.8
PTPN11|5781,NAA25|80018,1.8
PUF60|22827,EEF1D|1936,1.8
PUF60|22827,GPAA1|8733,1.8
PURB|5814,CDK13|8621,1.8
PWP1|11137,METAP2|10988,1.8
QTRT1|81890,CDC37|11140,1.8
RAB11B|9230,MAP2K7|5609,1.8
RAB14|51552,PDCL|5082,1.8
RAB1A|5861,AFTPH|54812,1.8
RAB28|9364,MRFAP1|93621,1.8
RAB3GAP2|25782,ARID4B|51742,1.8
RAB3GAP2|25782,FBXO28|23219,1.8
RAB5A|5868,CAPN7|23473,1.8
RAB6A|5870,MRPL48|51642,1.8
RAB6A|5870,POLD3|10714,1.8
RAB7A|7879,CNBP|7555,1.8
RAB7A|7879,MBD4|8930,1.8
RAB8A|4218,AP1M1|8907,1.8
RAB9A|9367,OFD1|8481,1.8
RABEP1|9135,FXR2|9513,1.8
RABEP1|9135,PAFAH1B1|5048,1.8
RABEPK|10244,PSMB7|5695,1.8
RAC1|5879,EIF2AK1|27102,1.8
RAC1|5879,KDELR2|11014,1.8
RAD51|5888,BUB1B|701,1.8
RAD51|5888,OIP5|11339,1.8
RALGAPB|57148,ARFGEF2|10564,1.8
RALGAPB|57148,ELMO2|63916,1.8
RALGAPB|57148,NCOA6|23054,1.8
RAN|5901,DIABLO|56616,1.8
RAN|5901,PWP1|11137,1.8
RANBP1|5902,MRPL40|64976,1.8
RANBP2|5903,GCC2|9648,1.8
RANBP6|26953,CDC37L1|55664,1.8
RANGAP1|5905,L3MBTL2|83746,1.8
RARS2|57038,AKIRIN2|55122,1.8
RAVER1|125950,CDC37|11140,1.8
RAVER1|125950,DNM2|1785,1.8
RAVER1|125950,KRI1|65095,1.8
RBM17|84991,ANKRD16|54522,1.8
RBM22|55696,DCTN4|51164,1.8
RBM22|55696,MRPL22|29093,1.8
RBM34|23029,C1orf131|128061,1.8
RBM42|79171,CAPNS1|826,1.8
RBM42|79171,LIN37|55957,1.8
RBM6|10180,RBM5|10181,1.8
RBM7|10179,CUL5|8065,1.8
RBMY1F|159163,RBMY1B|378948,1.8
RCE1|9986,BRMS1|25855,1.8
RCL1|10171,AK3|50808,1.8
RCL1|10171,KDM4C|23081,1.8
RECQL|5965,CMAS|55907,1.8
RECQL5|9400,GGA3|23163,1.8
RELA|5970,RAB1B|81876,1.8
REPS1|85021,HECA|51696,1.8
RER1|11079,MRPL20|55052,1.8
REXO1|57455,CSNK1G2|1455,1.8
REXO1|57455,POLRMT|5442,1.8
RFC1|5981,DHX15|1665,1.8
RFNG|5986,DUS1L|64118,1.8
RHOC|389,CAPZA1|829,1.8
RHOT2|89941,CHTF18|63922,1.8
RIC8A|60626,CHID1|66005,1.8
RIC8A|60626,NAP1L4|4676,1.8
RICTOR|253260,PRKAA1|5562,1.8
RNASE6|6039,MS4A6A|64231,1.8
RNASEH1|246243,NOL10|79954,1.8
RNASEH2A|10535,ASF1B|55723,1.8
RNF111|54778,BNIP2|663,1.8
RNF123|63891,NISCH|11188,1.8
RNF126|55658,C19orf24|55009,1.8
RNF14|9604,DCTN4|51164,1.8
RNF166|115992,CTU2|348180,1.8
RNF219|79596,PIBF1|10464,1.8
RNF25|64320,AAMP|14,1.8
RNF4|6047,CTBP1|1487,1.8
RNF4|6047,GRPEL1|80273,1.8
RNF4|6047,MRFAP1|93621,1.8
RNF4|6047,PIGG|54872,1.8
RNGTT|8732,MAP3K7|6885,1.8
RPA2|6118,DNAJC8|22826,1.8
RPA3|6119,LSM5|23658,1.8
RPAIN|84268,NUP88|4927,1.8
RPAP2|79871,GTF2B|2959,1.8
RPF1|80135,RPAP2|79871,1.8
RPL13|6137,APRT|353,1.8
RPL19|6143,RPL14|9045,1.8
RPL24|6152,NIT2|56954,1.8
RPL29|6159,RPL10A|4736,1.8
RPL31|6160,RPL12|6136,1.8
RPL35|11224,RPL12|6136,1.8
RPL41|6171,RPL32|6161,1.8
RPL7L1|285855,BYSL|705,1.8
RPL8|6132,HSF1|3297,1.8
RPLP2|6181,EIF3F|8665,1.8
RPN1|6184,ACAD9|28976,1.8
RPRD2|23248,ARHGEF11|9826,1.8
RPS14|6208,BTF3|689,1.8
RPS14|6208,RPL32|6161,1.8
RPS16|6217,MRPS12|6183,1.8
RPS6|6194,RPL10A|4736,1.8
RPS6KB1|6198,APPBP2|10513,1.8
RPS8|6202,RPL32|6161,1.8
RPS9|6203,RPL10A|4736,1.8
RPS9|6203,RPL28|6158,1.8
RPS9|6203,RPL32|6161,1.8
RPSA|3921,RPL14|9045,1.8
RPUSD1|113000,MLST8|64223,1.8
RPUSD3|285367,ARPC4|10093,1.8
RPUSD3|285367,OGG1|4968,1.8
RRM1|6240,NUP98|4928,1.8
RSBN1|54665,DDX20|11218,1.8
RSBN1|54665,NRAS|4893,1.8
RSL24D1|51187,ARPP19|10776,1.8
RSRC1|51319,KPNA4|3840,1.8
RTEL1|51750,ARFRP1|10139,1.8
RUFY1|80230,MAML1|9794,1.8
RUNDC1|146923,BECN1|8678,1.8
RUNDC1|146923,PSME3|10197,1.8
RYK|6259,MRPL3|11222,1.8
SAFB|6294,RANBP3|8498,1.8
SAFB2|9667,HNRNPM|4670,1.8
SAP30BP|29115,GGA3|23163,1.8
SAP30BP|29115,NAT9|26151,1.8
SAR1A|56681,ANXA7|310,1.8
SAR1A|56681,DDX50|79009,1.8
SAR1A|56681,ECD|11319,1.8
SART3|9733,BRAP|8315,1.8
SASH3|54440,BTK|695,1.8
SASH3|54440,ITGAL|3683,1.8
SASH3|54440,NCKAP1L|3071,1.8
SAV1|60485,MAP4K5|11183,1.8
SCAF1|58506,CNOT3|4849,1.8
SCAMP3|10067,PRCC|5546,1.8
SCAMP3|10067,PYGO2|90780,1.8
SCAP|22937,PTPN23|25930,1.8
SCFD1|23256,EAPP|55837,1.8
SCNM1|79005,ILF2|3608,1.8
SCO1|6341,EIF5AL1|143244,1.8
SCOC|60592,ANAPC10|10393,1.8
SCOC|60592,NDUFC1|4717,1.8
SCRIB|23513,HSF1|3297,1.8
SDAD1|55153,GRSF1|2926,1.8
SDF2|6388,IFT20|90410,1.8
SDHAF1|644096,PSENEN|55851,1.8
SDHAF1|644096,RBM42|79171,1.8
SDHAF2|54949,MRPL16|54948,1.8
SDHB|6390,MRTO4|51154,1.8
SDHC|6391,NDUFS2|4720,1.8
SEC11A|23478,MRPS11|64963,1.8
SEC13|6396,JAGN1|84522,1.8
SEC23B|10483,POLR3F|10621,1.8
SEC24B|10427,AP1AR|55435,1.8
SEC24C|9632,ECD|11319,1.8
SEC61B|10952,NANS|54187,1.8
SENP3|26168,NUP88|4927,1.8
SENP5|205564,DLG1|1739,1.8
SENP7|57337,PCNP|57092,1.8
SERINC3|10955,ARFGEF2|10564,1.8
SET|6418,ANP32B|10541,1.8
SETD3|84193,MARK3|4140,1.8
SETD3|84193,PPP2R5C|5527,1.8
SETDB1|9869,PI4KB|5298,1.8
SETX|23064,NUP214|8021,1.8
SF3A2|8175,PTBP1|5725,1.8
SF3B2|10992,RELA|5970,1.8
SF3B3|23450,CNOT1|23019,1.8
SF3B4|10262,PRCC|5546,1.8
SF3B4|10262,PSMD4|5710,1.8
SFT2D1|113402,MRPL18|29074,1.8
SGTA|6449,MBD3|53615,1.8
SGTA|6449,SF3A2|8175,1.8
SHARPIN|81858,COMMD5|28991,1.8
SIAH1|6477,LONP2|83752,1.8
SIAH2|6478,SERP1|27230,1.8
SIN3B|23309,AKAP8L|26993,1.8
SIN3B|23309,MED26|9441,1.8
SIRPG|55423,CD2|914,1.8
SIRPG|55423,CD3D|915,1.8
SIRT2|22933,PAF1|54623,1.8
SIRT7|51547,ANAPC11|51529,1.8
SIRT7|51547,ARHGDIA|396,1.8
SLAIN2|57606,OCIAD1|54940,1.8
SLBP|7884,MAEA|10296,1.8
SLBP|7884,RNF4|6047,1.8
SLC12A9|56996,C7orf43|55262,1.8
SLC25A17|10478,ADSL|158,1.8
SLC33A1|9197,NMD3|51068,1.8
SLC35A4|113829,HARS|3035,1.8
SLC4A1AP|22950,GTF3C2|2976,1.8
SLU7|10569,RBM22|55696,1.8
SMC2|10592,NCBP1|4686,1.8
SMC3|9126,EIF3A|8661,1.8
SMC4|10051,KPNA4|3840,1.8
SMCHD1|23347,METTL4|64863,1.8
SMU1|55234,NOL6|65083,1.8
SNAP47|116841,NUP133|55746,1.8
SNAPC5|10302,AAGAB|79719,1.8
SNRNP40|9410,DNAJC8|22826,1.8
SNRNP70|6625,IRF3|3661,1.8
SNRPB|6628,ITPA|3704,1.8
SNRPB|6628,PCNA|5111,1.8
SNRPD2|6633,RPS11|6205,1.8
SNW1|22938,EIF2B2|8892,1.8
SNX27|81609,ADAR|103,1.8
SNX3|8724,CD164|8763,1.8
SNX3|8724,RWDD1|51389,1.8
SNX4|8723,RAB7A|7879,1.8
SNX6|58533,G2E3|55632,1.8
SON|6651,DYRK1A|1859,1.8
SOS1|6654,BIRC6|57448,1.8
SPAG7|9552,MED11|400569,1.8
SPNS1|83985,CDIPT|10423,1.8
SPTBN1|6711,SPTAN1|6709,1.8
SRP68|6730,FAM104A|84923,1.8
SRPK2|6733,RINT1|60561,1.8
SRRD|402055,PITPNB|23760,1.8
SSBP1|6742,NDUFB2|4708,1.8
SSNA1|8636,ANAPC2|29882,1.8
SSNA1|8636,MRPL41|64975,1.8
SSR2|6746,HAX1|10456,1.8
SSR2|6746,SCNM1|79005,1.8
SSR3|6747,SERP1|27230,1.8
SSSCA1|10534,BRMS1|25855,1.8
ST13|6767,SLC25A17|10478,1.8
STAM|8027,ARL5B|221079,1.8
STIL|6491,CDCA8|55143,1.8
STK11|6794,CSNK1G2|1455,1.8
STK16|8576,MRPL44|65080,1.8
STK16|8576,RNF25|64320,1.8
STK25|10494,CAPN10|11132,1.8
STK35|140901,PTPRA|5786,1.8
STOML2|30968,DCAF12|25853,1.8
STOML2|30968,SMU1|55234,1.8
STRAP|11171,NDUFA9|4704,1.8
STRN4|29888,PRKD2|25865,1.8
STRN4|29888,SCAF1|58506,1.8
STUB1|10273,MPG|4350,1.8
STX18|53407,MAEA|10296,1.8
STXBP3|6814,BCAS2|10286,1.8
STXBP3|6814,DDX20|11218,1.8
STXBP3|6814,SIKE1|80143,1.8
SUCLA2|8803,KPNA3|3839,1.8
SUCLG1|8802,RNF181|51255,1.8
SUMF2|25870,CHCHD2|51142,1.8
SUMO1|7341,NOP58|51602,1.8
SUPT5H|6829,EID2|163126,1.8
SUPT6H|6830,GOSR1|9527,1.8
SURF6|6838,ANAPC2|29882,1.8
SURF6|6838,SNAPC4|6621,1.8
SUV39H2|79723,DCLRE1C|64421,1.8
SUZ12|23512,GOSR1|9527,1.8
SYF2|25949,RPL11|6135,1.8
SYMPK|8189,FBXO46|23403,1.8
SYMPK|8189,OPA3|80207,1.8
TACO1|51204,SUPT4H1|6827,1.8
TAF2|6873,MTBP|27085,1.8
TAF4|6874,SS18L1|26039,1.8
TAF6|6878,CPSF4|10898,1.8
TAF6|6878,PTCD1|26024,1.8
TAF8|129685,RPL7L1|285855,1.8
TARBP2|6895,C12orf10|60314,1.8
TATDN1|83940,EIF3H|8667,1.8
TBC1D10B|26000,MAZ|4150,1.8
TBC1D10C|374403,ARHGAP9|64333,1.8
TBC1D25|4943,OTUD5|55593,1.8
TBC1D9B|23061,NSD1|64324,1.8
TBCB|1155,PSENEN|55851,1.8
TBCC|6903,POLR1C|9533,1.8
TBL3|10607,NUBP2|10101,1.8
TCEANC|170082,MSL3|10943,1.8
TCF3|6929,LMNB2|84823,1.8
TCHP|84260,SART3|9733,1.8
TCP1|6950,PSMB1|5689,1.8
TCP1|6950,TBP|6908,1.8
TERF1|7013,STAU2|27067,1.8
TESK1|7016,CREB3|10488,1.8
TEX10|54881,NAA35|60560,1.8
TFIP11|24144,PITPNB|23760,1.8
TFPT|29844,PRPF31|26121,1.8
THAP6|152815,COX18|285521,1.8
THAP7|80764,SNAP29|9342,1.8
THOC5|8563,TFIP11|24144,1.8
THOP1|7064,LMNB2|84823,1.8
THUMPD1|55623,ERI2|112479,1.8
TIAL1|7073,IKZF5|64376,1.8
