Gene1,Gene2,Aag_Edge_Weight
GPS2|2874,GABARAP|11337,1.9
HGS|9146,CCDC137|339230,1.9
HLA-DMB|3109,CD74|972,1.9
HLA-DRA|3122,HLA-DPB1|3115,1.9
HMGB1|3146,EXOSC8|11340,1.9
HSP90AB1|3326,CDC5L|988,1.9
HSPBP1|23640,CTU1|90353,1.9
IDH3G|3421,FAM3A|60343,1.9
IER3IP1|51124,HDHD2|84064,1.9
IL10RB|3588,IFNAR1|3454,1.9
IRF2BP1|26145,DMWD|1762,1.9
ITGB2|3689,CD4|920,1.9
JTB|10899,HAX1|10456,1.9
KDR|3791,ARHGEF15|22899,1.9
KDR|3791,EXOC3L2|90332,1.9
KRIT1|889,AKAP9|10142,1.9
LAIR1|3903,AIF1|199,1.9
LAIR1|3903,HCK|3055,1.9
LCE2A|353139,CSH2|1443,1.9
LCE2D|353141,CSHL1|1444,1.9
LCE2D|353141,LCE2B|26239,1.9
LCE3A|353142,LCE2C|353140,1.9
LCMT2|9836,ADAL|161823,1.9
LETM1|3954,GAK|2580,1.9
LMOD1|25802,CNN1|1264,1.9
LRCH4|4034,C7orf43|55262,1.9
LSM2|57819,CSNK2B|1460,1.9
LSM5|23658,CBX3|11335,1.9
MAD2L1|4085,H2AFZ|3015,1.9
MARK3|4140,BAG5|9529,1.9
MEPCE|56257,GNB2|2783,1.9
METTL13|51603,ISG20L2|81875,1.9
MMRN2|79812,CYYR1|116159,1.9
MORC3|23515,BRWD1|54014,1.9
MRPL14|64928,MAD2L1BP|9587,1.9
MRPL2|51069,MAD2L1BP|9587,1.9
MRPS10|55173,MEA1|4201,1.9
MRPS17|51373,CCT6A|908,1.9
MRPS26|64949,DDRGK1|65992,1.9
MRPS34|65993,MRPL28|10573,1.9
MRPS36|92259,COX7C|1350,1.9
MS4A6A|64231,C1QC|714,1.9
MTAP|4507,KLHL9|55958,1.9
NAA10|8260,EMD|2010,1.9
NAA10|8260,HAUS7|55559,1.9
NAA20|51126,CRNKL1|51340,1.9
NAT10|55226,CAPRIN1|4076,1.9
NBAS|51594,DDX1|1653,1.9
NCAPH2|29781,MCM5|4174,1.9
NDUFA11|126328,CLPP|8192,1.9
NDUFB9|4715,MRPL13|28998,1.9
NDUFS3|4722,MTCH2|23788,1.9
NDUFS7|374291,C19orf24|55009,1.9
NFKBIL1|4795,C6orf47|57827,1.9
NGDN|25983,C14orf119|55017,1.9
NOB1|28987,NIP7|51388,1.9
NOC2L|26155,AURKAIP1|54998,1.9
NOP14|8602,LETM1|3954,1.9
NOTCH4|4855,MMRN2|79812,1.9
NOVA2|4858,MMRN2|79812,1.9
NPAT|4863,ATM|472,1.9
NSFL1C|55968,FKBP1A|2280,1.9
NSFL1C|55968,IDH3B|3420,1.9
NUFIP1|26747,MRPS31|10240,1.9
NUMA1|4926,ARAP1|116985,1.9
NUP155|9631,NIPBL|25836,1.9
NUP62|23636,GRWD1|83743,1.9
NUP85|79902,GGA3|23163,1.9
NUP93|9688,CIAPIN1|57019,1.9
OIP5|11339,NUSAP1|51203,1.9
OPA1|4976,FBXO45|200933,1.9
OR51G1|79324,OR10G9|219870,1.9
OR51G2|81282,FOXB2|442425,1.9
OR51S1|119692,OR2W5|441932,1.9
OR52E4|390081,OR4S2|219431,1.9
OR5D13|390142,OR4F6|390648,1.9
OR5L2|26338,OR10J1|26476,1.9
OR5L2|26338,OR2J2|26707,1.9
OR5L2|26338,OR4F6|390648,1.9
OR5L2|26338,OR5K4|403278,1.9
OTUD5|55593,CCDC22|28952,1.9
PAFAH1B1|5048,ANKFY1|51479,1.9
PAK2|5062,OPA1|4976,1.9
PBK|55872,CDCA2|157313,1.9
PCBP2|5094,C12orf10|60314,1.9
PCDH12|51294,FLT4|2324,1.9
PDF|64146,NIP7|51388,1.9
PDSS2|57107,ATG5|9474,1.9
PELP1|27043,MYBBP1A|10514,1.9
PEX14|5195,MIIP|60672,1.9
PGP|283871,MRPS34|65993,1.9
PHB|5245,NME1|4830,1.9
PHPT1|29085,EDF1|8721,1.9
PIAS4|51588,FZR1|51343,1.9
PIGG|54872,MAEA|10296,1.9
PIK3C3|5289,ELP2|55250,1.9
PIP4K2B|8396,FBXL20|84961,1.9
PLVAP|83483,GPR4|2828,1.9
PMPCB|9512,ARMC10|83787,1.9
PMPCB|9512,DNAJC2|27000,1.9
POFUT1|23509,PLAGL2|5326,1.9
POGZ|23126,GATAD2B|57459,1.9
POGZ|23126,GON4L|54856,1.9
POLD1|5424,LIG1|3978,1.9
POLD1|5424,NUP62|23636,1.9
POLR1C|9533,MRPL2|51069,1.9
POLR3F|10621,NAA20|51126,1.9
POM121C|100101267,EIF4H|7458,1.9
POMP|51371,MTIF3|219402,1.9
PPP2R2A|5520,KCTD9|54793,1.9
PPP2R5D|5528,KLHDC3|116138,1.9
PRAMEF5|343068,OR52E8|390079,1.9
PRELID1|27166,DDX41|51428,1.9
PRKDC|5591,MCM4|4173,1.9
PRPF38B|55119,CCAR1|55749,1.9
PRPF4|9128,DDX31|64794,1.9
PRPF8|10594,GEMIN4|50628,1.9
PRR14|78994,INO80E|283899,1.9
PSMA2|5683,LSM5|23658,1.9
PSMA6|5687,PSMA3|5684,1.9
PSMB5|5693,C14orf119|55017,1.9
PSMB7|5695,NDUFA8|4702,1.9
PSMD2|5708,EIF2B5|8893,1.9
PSMD3|5709,MED24|9862,1.9
PSMD7|5713,MPHOSPH6|10200,1.9
PTPRC|5788,EVI2B|2124,1.9
PUF60|22827,GPAA1|8733,1.9
PUSL1|126789,AURKAIP1|54998,1.9
PUSL1|126789,NOC2L|26155,1.9
PWP2|5822,MCM3AP|8888,1.9
QRSL1|55278,ATG5|9474,1.9
RAD23A|5886,DHPS|1725,1.9
RAD51|5888,OIP5|11339,1.9
RAD54L|8438,KIF2C|11004,1.9
RANBP6|26953,CDC37L1|55664,1.9
RAP1B|5908,NUP107|57122,1.9
RB1CC1|9821,PCMTD1|115294,1.9
RBM17|84991,CDC123|8872,1.9
RBM17|84991,PRPF18|8559,1.9
RBM25|58517,ARID4A|5926,1.9
RBM25|58517,EIF5B|9669,1.9
RBM34|23029,GGPS1|9453,1.9
RCHY1|25898,G3BP2|9908,1.9
RCOR1|23186,MARK3|4140,1.9
RCSD1|92241,FLI1|2313,1.9
REXO1|57455,CSNK1G2|1455,1.9
REXO1|57455,DOT1L|84444,1.9
RFXANK|8625,NDUFA13|51079,1.9
RIC8A|60626,PHRF1|57661,1.9
RINT1|60561,PUS7|54517,1.9
RNASEH2A|10535,FARSA|2193,1.9
RNF167|26001,MED11|400569,1.9
RNF40|9810,ATXN2L|11273,1.9
RNF40|9810,FBRS|64319,1.9
RNPEPL1|57140,CAPN10|11132,1.9
ROBO4|54538,NOTCH4|4855,1.9
RPL24|6152,RPL10A|4736,1.9
RPL26|6154,RPL10A|4736,1.9
RPL29|6159,RPL15|6138,1.9
RPL3|6122,EEF1A1|1915,1.9
RPL7A|6130,RPL10A|4736,1.9
RPL7L1|285855,POLR1C|9533,1.9
RPP38|10557,NUDT5|11164,1.9
RPS17|6218,RPL4|6124,1.9
RPS27A|6233,RPL24|6152,1.9
RPS7|6201,RPL35|11224,1.9
RPS7|6201,RPS27A|6233,1.9
RPS8|6202,RPL10A|4736,1.9
RPS9|6203,RPS11|6205,1.9
RPS9|6203,RPS14|6208,1.9
RPSA|3921,RPL32|6161,1.9
RSL1D1|26156,BFAR|51283,1.9
RTN4IP1|84816,ATG5|9474,1.9
SAMD4B|55095,PAK4|10298,1.9
SASH3|54440,IKZF1|10320,1.9
SATL1|340562,APOOL|139322,1.9
SCAF1|58506,MED25|81857,1.9
SCAMP3|10067,HAX1|10456,1.9
SCAP|22937,DHX30|22907,1.9
SCAP|22937,IP6K1|9807,1.9
SCO1|6341,COX10|1352,1.9
SCO1|6341,EIF4A1|1973,1.9
SCRIB|23513,CPSF1|29894,1.9
SDHAF1|644096,RBM42|79171,1.9
SEC24C|9632,AP3M1|26985,1.9
SEC61A1|29927,COPB2|9276,1.9
SENP2|59343,DVL3|1857,1.9
SENP6|26054,PHIP|55023,1.9
SEPHS1|22929,RBM17|84991,1.9
SET|6418,C9orf78|51759,1.9
SETX|23064,GAPVD1|26130,1.9
SF3B3|23450,RFWD3|55159,1.9
SFT2D1|113402,PSMB1|5689,1.9
SHARPIN|81858,EXOSC4|54512,1.9
SIRT3|23410,PSMD13|5719,1.9
SLC10A3|8273,FAM3A|60343,1.9
SLC25A3|5250,CS|1431,1.9
SLC39A3|29985,MAP2K2|5605,1.9
SMAD4|4089,ELAC1|55520,1.9
SMU1|55234,APTX|54840,1.9
SNAPC4|6621,EHMT1|79813,1.9
SNRPB|6628,ITPA|3704,1.9
SNRPB|6628,MRPS26|64949,1.9
SNRPB|6628,NXT1|29107,1.9
SNRPB|6628,PCNA|5111,1.9
SNRPD2|6633,GEMIN7|79760,1.9
SNRPD3|6634,RANBP1|5902,1.9
SOCS4|122809,EXOC5|10640,1.9
SPARC|6678,COL3A1|1281,1.9
SPI1|6688,ABI3|51225,1.9
SPSB3|90864,E4F1|1877,1.9
SPTBN1|6711,SPTAN1|6709,1.9
SRP68|6730,MRPL38|64978,1.9
SRPRB|58477,SEC61A1|29927,1.9
SSU72|29101,RER1|11079,1.9
STAG2|10735,CUL4B|8450,1.9
STAM|8027,ABI1|10006,1.9
STAM|8027,PRPF18|8559,1.9
STEAP2|261729,STEAP1|26872,1.9
STRN|6801,ASXL2|55252,1.9
STUB1|10273,RHOT2|89941,1.9
STX16|8675,RAB22A|57403,1.9
SUB1|10923,BRIX1|55299,1.9
SUCLA2|8803,NUDT15|55270,1.9
SUPT5H|6829,PAF1|54623,1.9
SYNCRIP|10492,CASP8AP2|9994,1.9
SYNCRIP|10492,MAP3K7|6885,1.9
SYS1|90196,ACOT8|10005,1.9
TACO1|51204,PSMC5|5705,1.9
TAF9|6880,MRPS36|92259,1.9
TAOK2|9344,SETD1A|9739,1.9
TAP1|6890,PSMB9|5698,1.9
TAP2|6891,PSMB8|5696,1.9
TBC1D13|54662,MED22|6837,1.9
TBP|6908,FAM120B|84498,1.9
TERF2IP|54386,GABARAPL2|11345,1.9
TESK1|7016,CREB3|10488,1.9
TFE3|7030,TBC1D25|4943,1.9
TGFB1I1|7041,SYDE1|85360,1.9
THAP1|55145,GOLGA7|51125,1.9
THOP1|7064,SGTA|6449,1.9
THY1|7070,SPARC|6678,1.9
TIAL1|7073,PRDX3|10935,1.9
TIMM22|29928,GLOD4|51031,1.9
TIMM50|92609,POLR2I|5438,1.9
TJAP1|93643,TAF8|129685,1.9
TLK2|11011,MED13|9969,1.9
TM9SF2|9375,DNAJC3|5611,1.9
TMEM11|8834,DHRS7B|25979,1.9
TMEM129|92305,TADA2B|93624,1.9
TMEM199|147007,POLDIP2|26073,1.9
TMEM39A|55254,COPB2|9276,1.9
TOMM22|56993,ADSL|158,1.9
TOMM22|56993,DRG1|4733,1.9
TOMM22|56993,EIF3D|8664,1.9
TOP3A|7156,SMCR8|140775,1.9
TOPBP1|11073,PIK3R4|30849,1.9
TOPORS|10210,APTX|54840,1.9
TOPORS|10210,NDUFB6|4712,1.9
TOPORS|10210,SMU1|55234,1.9
TPP2|7174,ABHD13|84945,1.9
TPP2|7174,ARHGEF7|8874,1.9
TPP2|7174,CUL4A|8451,1.9
TPR|7175,CEP350|9857,1.9
TRAPPC10|7109,RRP1B|23076,1.9
TRIM28|10155,PRPF31|26121,1.9
TRIM39|56658,DHX16|8449,1.9
TRIP11|9321,BTBD7|55727,1.9
TRMT6|51605,CSNK2A1|1457,1.9
TRPM7|54822,CTDSPL2|51496,1.9
TRPT1|83707,NUDT22|84304,1.9
TRRAP|8295,SMURF1|57154,1.9
TSFM|10102,METTL1|4234,1.9
TSSC4|10078,MOB2|81532,1.9
TUSC2|11334,TMEM115|11070,1.9
TUT1|64852,INTS5|80789,1.9
TXLNG|55787,SYAP1|94056,1.9
TYROBP|7305,C1QA|712,1.9
TYW1|55253,RABGEF1|27342,1.9
UBA1|7317,KDM5C|8242,1.9
UBAP1|51271,DCTN3|11258,1.9
UBE2B|7320,SKP1|6500,1.9
UBE2G2|7327,RRP1B|23076,1.9
UBE2J2|118424,B3GALT6|126792,1.9
UBE2N|7334,MRPL42|28977,1.9
UBL4A|8266,EMD|2010,1.9
UBL4A|8266,NSDHL|50814,1.9
UBLCP1|134510,MED7|9443,1.9
UBR2|23304,CDC5L|988,1.9
UBR4|23352,SPEN|23013,1.9
UPF1|5976,CHERP|10523,1.9
UPF1|5976,ELL|8178,1.9
UPF2|26019,DCLRE1C|64421,1.9
UQCR11|10975,TIMM13|26517,1.9
URGCP|55665,NUDCD3|23386,1.9
USO1|8615,THAP6|152815,1.9
USP15|9958,MON2|23041,1.9
USP32|84669,CLTC|1213,1.9
UTP15|84135,MRPS27|23107,1.9
VAPA|9218,NAPG|8774,1.9
VAPA|9218,PPP4R1|9989,1.9
VCP|7415,PIGO|84720,1.9
VCPIP1|80124,RB1CC1|9821,1.9
VPS25|84313,TUBG1|7283,1.9
VTA1|51534,PCMT1|5110,1.9
WAC|51322,ABI1|10006,1.9
WAC|51322,MTPAP|55149,1.9
WDR24|84219,PIGQ|9091,1.9
WDR36|134430,SRFBP1|153443,1.9
WDR46|9277,VARS|7407,1.9
WDR5|11091,MRPS2|51116,1.9
WDR70|55100,NIPBL|25836,1.9
WIPF2|147179,RARA|5914,1.9
WNK1|65125,ERC1|23085,1.9
XPO5|57510,BYSL|705,1.9
XPO5|57510,POLR1C|9533,1.9
XPO5|57510,PPP2R5D|5528,1.9
XPO5|57510,UBR2|23304,1.9
XPO7|23039,CNOT7|29883,1.9
XPO7|23039,KCTD9|54793,1.9
XRN2|22803,SNX5|27131,1.9
YIPF3|25844,MRPS18A|55168,1.9
YTHDF3|253943,UBXN2B|137886,1.9
YWHAQ|10971,CPSF3|51692,1.9
ZBTB33|10009,CUL4B|8450,1.9
ZC3H3|23144,CYHR1|50626,1.9
ZC3H3|23144,GSDMD|79792,1.9
ZC3H3|23144,PUF60|22827,1.9
ZC3H3|23144,SCRIB|23513,1.9
ZC3H4|23211,PRR12|57479,1.9
ZC3H7B|23264,TAB1|10454,1.9
ZC3H7B|23264,TCF20|6942,1.9
ZCCHC3|85364,CSNK2A1|1457,1.9
ZDHHC12|84885,URM1|81605,1.9
ZER1|10444,LRSAM1|90678,1.9
ZER1|10444,USP20|10868,1.9
ZFPL1|7542,NUDT22|84304,1.9
ZFX|7543,USP9X|8239,1.9
ZKSCAN5|23660,CPSF4|10898,1.9
ZKSCAN5|23660,PDAP1|11333,1.9
ZKSCAN5|23660,TRRAP|8295,1.9
ZNF131|7690,C5orf51|285636,1.9
ZNF131|7690,RAD1|5810,1.9
ZNF131|7690,WDR70|55100,1.9
ZNF148|7707,DNAJC13|23317,1.9
ZNF24|7572,PIK3C3|5289,1.9
ZNF24|7572,RPRD1A|55197,1.9
ZNF3|7551,AP4M1|9179,1.9
ZNF384|171017,WBP11|51729,1.9
ZNF394|84124,CPSF4|10898,1.9
ZNF394|84124,ZKSCAN5|23660,1.9
ZNF407|55628,ZNF236|7776,1.9
ZNF444|55311,FIZ1|84922,1.9
ZNF468|90333,ZNF28|7576,1.9
ZNF598|90850,RNPS1|10921,1.9
ZNF598|90850,TRAF7|84231,1.9
ZNF598|90850,TSC2|7249,1.9
ZNF638|27332,XPO1|7514,1.9
ZNF646|9726,FBRS|64319,1.9
ZNF707|286075,ZNF696|79943,1.9
ZNF777|27153,ZNF282|8427,1.9
ZNF784|147808,FIZ1|84922,1.9
ZNF787|126208,CTU1|90353,1.9
ZNF81|347344,ZNF41|7592,1.9
ZNF92|168374,ZNF107|51427,1.9
ZSCAN21|7589,AP4M1|9179,1.9
ZSCAN22|342945,ZNF324B|388569,1.9
ZW10|9183,NPAT|4863,1.9
ANKIB1|54467,AKAP9|10142,1.8
ASCC1|51008,ANAPC16|119504,1.8
BUD31|8896,BRI3|25798,1.8
CD2|914,CCR5|1234,1.8
CD3E|916,CD3D|915,1.8
CD4|920,C1QB|713,1.8
CD48|962,CD37|951,1.8
CD96|10225,CD2|914,1.8
CDC40|51362,CD164|8763,1.8
CDC42|998,CAPZB|832,1.8
CDIPT|10423,CD2BP2|10421,1.8
CEMP1|752014,AMDHD2|51005,1.8
CFL1|1072,BANF1|8815,1.8
CGGBP1|8545,C3orf38|285237,1.8
CHCHD1|118487,ANAPC16|119504,1.8
CNOT2|4848,CCT2|10576,1.8
COL4A1|1282,CD93|22918,1.8
COL5A2|1290,COL12A1|1303,1.8
COL6A2|1292,COL6A1|1291,1.8
COPB2|9276,ARMC8|25852,1.8
COX10|1352,COPS3|8533,1.8
CREB3|10488,CLTA|1211,1.8
CUL5|8065,AASDHPPT|60496,1.8
CUL5|8065,ALKBH8|91801,1.8
CUL9|23113,ABCC10|89845,1.8
DENR|8562,DDX55|57696,1.8
DNAJA1|3301,APTX|54840,1.8
DNAJB12|54788,ANAPC16|119504,1.8
DNAJC21|134218,C5orf51|285636,1.8
DNAJC9|23234,ANXA7|310,1.8
DYNC1LI1|51143,CMTM6|54918,1.8
EDC4|23644,E2F4|1874,1.8
EIF2B5|8893,AP2M1|1173,1.8
EIF4G1|1981,EIF2B5|8893,1.8
ELF1|1997,AKAP11|11215,1.8
ENY2|56943,COPS5|10987,1.8
ERG|2078,CD93|22918,1.8
ERG|2078,CYYR1|116159,1.8
ERLIN2|11160,ASH2L|9070,1.8
FADD|8772,CTTN|2017,1.8
FAF2|23197,CANX|821,1.8
FAM192A|80011,CIAPIN1|57019,1.8
FAM89B|23625,C11orf68|83638,1.8
FASTKD3|79072,CCT5|22948,1.8
FASTKD5|60493,CSNK2A1|1457,1.8
FBL|2091,EXOSC5|56915,1.8
FBRSL1|57666,DDX51|317781,1.8
FBXW2|26190,CDK5RAP2|55755,1.8
FKBP8|23770,CCDC124|115098,1.8
FLT4|2324,ARHGEF15|22899,1.8
FOXK1|221937,FBXL18|80028,1.8
FRS2|10818,CNOT2|4848,1.8
FZR1|51343,CSNK1G2|1455,1.8
GANAB|23193,DDB1|1642,1.8
GIMAP8|155038,GIMAP7|168537,1.8
GIT2|9815,ANKRD13A|88455,1.8
GK3P|2713,GK|2710,1.8
GLT8D2|83468,CTSK|1513,1.8
GMEB2|26205,DIDO1|11083,1.8
GMFB|2764,EXOC5|10640,1.8
GMIP|51291,ATP13A1|57130,1.8
GNG11|2791,ECSCR|641700,1.8
GOLGA7|51125,FNTA|2339,1.8
GSK3A|2931,C19orf47|126526,1.8
GTF2B|2959,BCAS2|10286,1.8
GTF2H4|2968,DHX16|8449,1.8
HEATR5B|54497,BIRC6|57448,1.8
HSF1|3297,COMMD5|28991,1.8
HSP90AB1|3326,BYSL|705,1.8
HSPA4|3308,ETF1|2107,1.8
IFI44L|10964,IFI44|10561,1.8
IFNAR2|3455,IFNAR1|3454,1.8
IKZF5|64376,BUB3|9184,1.8
INTS9|55756,CHMP7|91782,1.8
IPO11|51194,ERCC8|1161,1.8
KCTD2|23510,EXOC7|23265,1.8
KDM4C|23081,CDC37L1|55664,1.8
KDR|3791,CD34|947,1.8
KHSRP|8570,GTF2F1|2962,1.8
KLF16|83855,CSNK1G2|1455,1.8
KLHDC3|116138,CNPY3|10695,1.8
KRIT1|889,FAM133B|257415,1.8
LAGE3|8270,FAM50A|9130,1.8
LCE2B|26239,CSH2|1443,1.8
LCE2B|26239,CSHL1|1444,1.8
LCE2D|353141,CSH2|1443,1.8
LCP1|3936,CD53|963,1.8
LEPROTL1|23484,INTS9|55756,1.8
LLGL1|3996,ALKBH5|54890,1.8
LRRC25|126364,LAIR1|3903,1.8
LST1|7940,FCER1G|2207,1.8
LUC7L3|51747,CCAR1|55749,1.8
LUM|4060,GLT8D2|83468,1.8
LYRM4|57128,FARS2|10667,1.8
MAD2L1BP|9587,BYSL|705,1.8
MAF1|84232,CYHR1|50626,1.8
MAF1|84232,EXOSC4|54512,1.8
MAK16|84549,GTF2E2|2961,1.8
MAK16|84549,INTS10|55174,1.8
MAP4|4134,FYCO1|79443,1.8
MAPK6|5597,LEO1|123169,1.8
MBTPS1|8720,ATMIN|23300,1.8
MCAM|4162,CSPG4|1464,1.8
MCM3AP|8888,DIP2A|23181,1.8
MCM7|4176,COPS6|10980,1.8
MCM7|4176,CPSF4|10898,1.8
MEA1|4201,MAD2L1BP|9587,1.8
MED11|400569,GABARAP|11337,1.8
MED13|9969,HELZ|9931,1.8
MED20|9477,BYSL|705,1.8
MED24|9862,CASC3|22794,1.8
MED9|55090,ATPAF2|91647,1.8
MEF2C|4208,FLI1|2313,1.8
MEPCE|56257,CPSF4|10898,1.8
MEPCE|56257,LRCH4|4034,1.8
MFN1|55669,DCUN1D1|54165,1.8
MICALL1|85377,C22orf23|84645,1.8
MLH1|4292,EPM2AIP1|9852,1.8
MMRN2|79812,KDR|3791,1.8
MORF4L2|9643,HNRNPH2|3188,1.8
MPDU1|9526,EIF4A1|1973,1.8
MPHOSPH6|10200,HSBP1|3281,1.8
MRPL13|28998,DSCC1|79075,1.8
MRPL14|64928,CDC5L|988,1.8
MRPL2|51069,KLHDC3|116138,1.8
MRPL35|51318,MDH1|4190,1.8
MRPL38|64978,GPS1|2873,1.8
MRPL38|64978,MRPL12|6182,1.8
MRPL4|51073,CDC37|11140,1.8
MRPL41|64975,EDF1|8721,1.8
MRPL51|51258,MAGOHB|55110,1.8
MRPL52|122704,C14orf119|55017,1.8
MRPL55|128308,ARF1|375,1.8
MRPS10|55173,MED20|9477,1.8
MRPS16|51021,ANXA7|310,1.8
MRPS22|56945,MRPL3|11222,1.8
MRPS27|23107,MCCC2|64087,1.8
MRPS31|10240,EXOSC8|11340,1.8
MRPS31|10240,GTF2F2|2963,1.8
MRPS36|92259,CDK7|1022,1.8
MS4A6A|64231,C1QA|712,1.8
MSRB3|253827,CALD1|800,1.8
MSRB3|253827,FERMT2|10979,1.8
MTOR|2475,EXOSC10|5394,1.8
MYCT1|80177,CD93|22918,1.8
MYCT1|80177,CLEC14A|161198,1.8
MYCT1|80177,ERG|2078,1.8
MYCT1|80177,GNG11|2791,1.8
NARS2|79731,ALG8|79053,1.8
NCBP2|22916,FBXO45|200933,1.8
NCBP2|22916,LSG1|55341,1.8
NCOA6|23054,ITCH|83737,1.8
NDUFA2|4695,MRPL22|29093,1.8
NDUFA7|4701,NDUFA11|126328,1.8
NDUFA9|4704,GAPDH|2597,1.8
NDUFC1|4717,ANAPC10|10393,1.8
NEDD8|4738,CHMP4A|29082,1.8
NEDD8|4738,MRPL52|122704,1.8
NEURL4|84461,CNTROB|116840,1.8
NIPBL|25836,DNAJC21|134218,1.8
NKTR|4820,FNBP4|23360,1.8
NMRAL1|57407,HMOX2|3163,1.8
NMT1|4836,EFTUD2|9343,1.8
NOC2L|26155,ATAD3A|55210,1.8
NOL11|25926,KPNA2|3838,1.8
NOL9|79707,ICMT|23463,1.8
NOP16|51491,NHP2|55651,1.8
NOP58|51602,CCAR1|55749,1.8
NOP58|51602,DDX18|8886,1.8
NPAT|4863,CUL5|8065,1.8
NPLOC4|55666,CSNK1D|1453,1.8
NSDHL|50814,IDH3G|3421,1.8
NUBP2|10101,NDUFB10|4716,1.8
NUDCD1|84955,DCAF13|25879,1.8
NUDT21|11051,CNOT1|23019,1.8
NUP133|55746,COG2|22796,1.8
NUP188|23511,GLE1|2733,1.8
NUP214|8021,CDK5RAP2|55755,1.8
NUP37|79023,GPN3|51184,1.8
NUS1|116150,CCNC|892,1.8
ODF2|4957,GLE1|2733,1.8
OGFOD1|55239,GOT2|2806,1.8
OGFR|11054,ADRM1|11047,1.8
OPA1|4976,ACAP2|23527,1.8
OPA1|4976,LSG1|55341,1.8
OR4K17|390436,OR4C46|119749,1.8
OR4S2|219431,OR10G4|390264,1.8
OR4S2|219431,OR2J2|26707,1.8
OR51G1|79324,OR4C16|219428,1.8
OR52E4|390081,OR4L1|122742,1.8
OR5K4|403278,OR4F6|390648,1.8
OR5L2|26338,OR13C4|138804,1.8
OR5T3|390154,OR5T2|219464,1.8
OR8I2|120586,OR4K15|81127,1.8
OSBPL11|114885,DNAJC13|23317,1.8
OSBPL2|9885,DIDO1|11083,1.8
PACS2|23241,AKT1|207,1.8
PAIP1|10605,GOLPH3|64083,1.8
PAK1IP1|55003,EEF1E1|9521,1.8
PAK2|5062,FBXO45|200933,1.8
PARL|55486,MRPL47|57129,1.8
PARP2|10038,NGDN|25983,1.8
PAXIP1|22976,EZH2|2146,1.8
PCBP2|5094,AAAS|8086,1.8
PCDH12|51294,NOVA2|4858,1.8
PCID2|55795,ARHGEF7|8874,1.8
PCID2|55795,DCUN1D2|55208,1.8
PCNT|5116,DIP2A|23181,1.8
PDAP1|11333,ARPC1A|10552,1.8
PDCD2L|84306,LSM14A|26065,1.8
PDGFRB|5159,BGN|633,1.8
PECAM1|5175,CD34|947,1.8
PECAM1|5175,ECSCR|641700,1.8
PELP1|27043,CNTROB|116840,1.8
PFAS|5198,MYBBP1A|10514,1.8
PFDN1|5201,HARS|3035,1.8
PHB2|11331,NDUFA9|4704,1.8
PHC3|80012,MYNN|55892,1.8
PHF20L1|51105,MTDH|92140,1.8
PHIP|55023,CASP8AP2|9994,1.8
PHKB|5257,ITFG1|81533,1.8
PICK1|9463,GGA1|26088,1.8
PIK3CA|5290,DCUN1D1|54165,1.8
PILRB|29990,GIGYF1|64599,1.8
PLVAP|83483,CLEC14A|161198,1.8
PLVAP|83483,KDR|3791,1.8
PMPCA|23203,MRPS2|51116,1.8
POLR1A|25885,CAD|790,1.8
POLR2C|5432,OGFOD1|55239,1.8
POLR2H|5437,ABCF3|55324,1.8
POLR3D|661,CHMP7|91782,1.8
POLR3E|55718,EARS2|124454,1.8
PPAN|56342,FARSA|2193,1.8
PPP2CA|5515,HSPA4|3308,1.8
PPP2CB|5516,KCTD9|54793,1.8
PPP3CB|5532,ANXA7|310,1.8
PPP4C|5531,ALDOA|226,1.8
PPP6C|5537,PDCL|5082,1.8
PRC1|9055,KIF23|9493,1.8
PRCC|5546,HDGF|3068,1.8
PRKRA|8575,PLEKHA3|65977,1.8
PRMT1|3276,GRWD1|83743,1.8
PRPF31|26121,NUP62|23636,1.8
PRPF38B|55119,LUC7L3|51747,1.8
PRR14|78994,FBRS|64319,1.8
PSEN1|5663,NUMB|8650,1.8
PSMA2|5683,PPIA|5478,1.8
PSMA6|5687,EAPP|55837,1.8
PSMD12|5718,NOL11|25926,1.8
PSMD2|5708,EIF4G1|1981,1.8
PSMD3|5709,CASC3|22794,1.8
PSMD7|5713,HSBP1|3281,1.8
PSMD8|5714,PSMC4|5704,1.8
PSME3|10197,EFTUD2|9343,1.8
PSMF1|9491,CSNK2A1|1457,1.8
PSMF1|9491,NOP56|10528,1.8
PTCD2|79810,MRPS27|23107,1.8
PTPN11|5781,NAA25|80018,1.8
PTPRA|5786,CDS2|8760,1.8
PUF60|22827,CPSF1|29894,1.8
PUS1|80324,DDX54|79039,1.8
PWP1|11137,GPN3|51184,1.8
PWP2|5822,PFKL|5211,1.8
QRICH1|54870,ARIH2|10425,1.8
R3HCC1|203069,BIN3|55909,1.8
RAB14|51552,PDCL|5082,1.8
RAD1|5810,C5orf51|285636,1.8
RAD23A|5886,GADD45GIP1|90480,1.8
RAD54L2|23132,DHX30|22907,1.8
RAF1|5894,CAPN7|23473,1.8
RAF1|5894,MKRN2|23609,1.8
RALBP1|10928,PPP4R1|9989,1.8
RALY|22913,CHMP4B|128866,1.8
RALY|22913,PDRG1|81572,1.8
RAMP3|10268,CLEC14A|161198,1.8
RAN|5901,NUP37|79023,1.8
RANBP10|57610,PSKH1|5681,1.8
RASAL3|64926,ACAP1|9744,1.8
RASAL3|64926,MYO1G|64005,1.8
