Gene1,Gene2,Aag_Edge_Weight
TMEM63B|55362,AARS2|57505,1.5
TMEM68|137695,ATP6V1H|51606,1.5
TMEM68|137695,PEX2|5828,1.5
TMEM68|137695,RAB2A|5862,1.5
TMTC4|84899,ABHD13|84945,1.5
TMTC4|84899,CUL4A|8451,1.5
TMUB2|79089,NKIRAS2|28511,1.5
TNFAIP8L2|79626,SASH3|54440,1.5
TNFRSF10B|8795,CHMP7|91782,1.5
TNIP2|79155,ADD1|118,1.5
TNKS|8658,CNOT7|29883,1.5
TNKS2|80351,IKZF5|64376,1.5
TNPO3|23534,EIF4H|7458,1.5
TNRC6A|27327,RBBP6|5930,1.5
TNRC6B|23112,EP300|2033,1.5
TOLLIP|54472,BET1L|51272,1.5
TOMM20|9804,RAB3GAP2|25782,1.5
TOMM22|56993,DRG1|4733,1.5
TOMM22|56993,EIF3D|8664,1.5
TOMM22|56993,PES1|23481,1.5
TOMM40|10452,MRPS12|6183,1.5
TOMM40|10452,PRMT1|3276,1.5
TOMM6|100188893,ABT1|29777,1.5
TOMM6|100188893,POLR1C|9533,1.5
TOP2A|7153,KIF18B|146909,1.5
TOPORS|10210,CHMP5|51510,1.5
TOR1AIP1|26092,CEP350|9857,1.5
TOR1B|27348,C9orf78|51759,1.5
TOR1B|27348,TOR1A|1861,1.5
TPM3|7170,ILF2|3608,1.5
TPP2|7174,ARHGEF7|8874,1.5
TPP2|7174,CDC16|8881,1.5
TPP2|7174,PCID2|55795,1.5
TPR|7175,DHX9|1660,1.5
TPT1|7178,ESD|2098,1.5
TPT1|7178,MED4|29079,1.5
TPT1|7178,SUGT1|10910,1.5
TRAF7|84231,MLST8|64223,1.5
TRAPPC1|58485,ELAC2|60528,1.5
TRAPPC1|58485,PLSCR3|57048,1.5
TRAPPC10|7109,AGPAT3|56894,1.5
TRAPPC10|7109,RRP1B|23076,1.5
TRAPPC3|27095,ERI3|79033,1.5
TRAPPC3|27095,SF3A3|10946,1.5
TRAPPC5|126003,MAP2K2|5605,1.5
TRAPPC5|126003,NDUFA7|4701,1.5
TRAPPC6B|122553,CTAGE5|4253,1.5
TRIM32|22954,PDCL|5082,1.5
TRIM37|4591,APPBP2|10513,1.5
TRIM39|56658,ATF6B|1388,1.5
TRIM39|56658,TRIM26|7726,1.5
TRIP12|9320,PSMD1|5707,1.5
TRMT1|55621,FARSA|2193,1.5
TRMT2A|27037,LZTR1|8216,1.5
TRMT5|57570,EIF2S1|1965,1.5
TRMT6|51605,POLR3F|10621,1.5
TROVE2|6738,ARPC5|10092,1.5
TROVE2|6738,GLRX2|51022,1.5
TRRAP|8295,KRIT1|889,1.5
TRUB2|26995,PMPCA|23203,1.5
TSC1|7248,NUP214|8021,1.5
TSG101|7251,RIC8A|60626,1.5
TSNAX|7257,COG2|22796,1.5
TSNAX|7257,SRP9|6726,1.5
TSR1|55720,GLOD4|51031,1.5
TSR1|55720,PAFAH1B1|5048,1.5
TSR1|55720,RPA1|6117,1.5
TSSC4|10078,HRAS|3265,1.5
TSSC4|10078,PEX16|9409,1.5
TTC1|7265,DCTN4|51164,1.5
TTC19|54902,MAP2K4|6416,1.5
TTC27|55622,SLC4A1AP|22950,1.5
TTC4|7268,DPH2|1802,1.5
TUBD1|51174,NOL11|25926,1.5
TUBGCP3|10426,STK24|8428,1.5
TUFM|7284,GTF3C1|2975,1.5
TWF1|5756,PPHLN1|51535,1.5
TXLNA|200081,PEF1|553115,1.5
TXN2|25828,NDUFA6|4700,1.5
TXNL1|9352,NARS|4677,1.5
TYROBP|7305,LY86|9450,1.5
TYW3|127253,SERBP1|26135,1.5
UBA52|7311,RFXANK|8625,1.5
UBA6|55236,ANKRD17|26057,1.5
UBAP2L|9898,NCSTN|23385,1.5
UBB|7314,COPS3|8533,1.5
UBE2A|7319,MCTS1|28985,1.5
UBE2A|7319,MORF4L2|9643,1.5
UBE2A|7319,RNF113A|7737,1.5
UBE2B|7320,PPP2CA|5515,1.5
UBE2D3|7323,HELQ|113510,1.5
UBE2D3|7323,LARP7|51574,1.5
UBE2D3|7323,NFKB1|4790,1.5
UBE2D3|7323,PPA2|27068,1.5
UBE2F|140739,ILKAP|80895,1.5
UBE2G1|7326,C1QBP|708,1.5
UBE2G1|7326,SCO1|6341,1.5
UBE2G2|7327,PWP2|5822,1.5
UBE2I|7329,MRPS34|65993,1.5
UBE2J2|118424,C1orf174|339448,1.5
UBE2K|3093,RFC1|5981,1.5
UBE2O|63893,GGA3|23163,1.5
UBE2O|63893,HGS|9146,1.5
UBE2O|63893,PGS1|9489,1.5
UBE2Q1|55585,SCAMP3|10067,1.5
UBE2V2|7336,COPS5|10987,1.5
UBE2V2|7336,RAB2A|5862,1.5
UBE2W|55284,NBN|4683,1.5
UBE4A|9354,CUL5|8065,1.5
UBE4B|10277,DFFA|1676,1.5
UBE4B|10277,EXOSC10|5394,1.5
UBL4A|8266,IDH3G|3421,1.5
UBL4A|8266,IRAK1|3654,1.5
UBL4A|8266,MECP2|4204,1.5
UBN1|29855,CREBBP|1387,1.5
UBN2|254048,RBM33|155435,1.5
UBQLN1|29979,NCBP1|4686,1.5
UBQLN4|56893,B4GALT3|8703,1.5
UBQLN4|56893,SCAMP3|10067,1.5
UBR1|197131,INO80|54617,1.5
UBR5|51366,ATP6V1C1|528,1.5
UBR5|51366,PABPC1|26986,1.5
UBR5|51366,TAF2|6873,1.5
UBR7|55148,CPSF2|53981,1.5
UBXN1|51035,TMEM179B|374395,1.5
UBXN6|80700,APBA3|9546,1.5
UCHL3|7347,DIS3|22894,1.5
UFC1|51506,DEDD|9191,1.5
UFC1|51506,HAX1|10456,1.5
UFC1|51506,MRPL9|65005,1.5
UFM1|51569,COG3|83548,1.5
UNC119B|84747,FAM168B|130074,1.5
UNCX|340260,OSTN|344901,1.5
UNCX|340260,SLC7A3|84889,1.5
UPF1|5976,ATP13A1|57130,1.5
UQCR10|29796,UBE2L3|7332,1.5
UQCR11|10975,TIMM13|26517,1.5
URB2|9816,HEATR1|55127,1.5
UROD|7389,C1orf123|54987,1.5
UROD|7389,ERI3|79033,1.5
USO1|8615,ANKRD17|26057,1.5
USP1|7398,SERBP1|26135,1.5
USP10|9100,DDX19A|55308,1.5
USP10|9100,MBTPS1|8720,1.5
USP14|9097,NAPG|8774,1.5
USP15|9958,KRR1|11103,1.5
USP21|27005,CLK2|1196,1.5
USP21|27005,PYGO2|90780,1.5
USP21|27005,SETDB1|9869,1.5
USP28|57646,NPAT|4863,1.5
USP32|84669,APPBP2|10513,1.5
USP33|23032,MIER1|57708,1.5
USP33|23032,USP24|23358,1.5
USP36|57602,FOXK2|3607,1.5
USP42|84132,SNX13|23161,1.5
USP48|84196,CDC42|998,1.5
USP5|8078,TPI1|7167,1.5
USP7|7874,THUMPD1|55623,1.5
USPL1|10208,N4BP2L2|10443,1.5
UTP14A|10813,NKRF|55922,1.5
UTP14A|10813,RNF113A|7737,1.5
UTP20|27340,SART3|9733,1.5
UTP23|84294,DCAF13|25879,1.5
UTP23|84294,PHF20L1|51105,1.5
UTP23|84294,SLC25A32|81034,1.5
UTP23|84294,UBR5|51366,1.5
UTY|7404,DDX3Y|8653,1.5
VAMP3|9341,GNB1|2782,1.5
VAPA|9218,SEH1L|81929,1.5
VASH1|22846,FMNL3|91010,1.5
VAV1|7409,SASH3|54440,1.5
VCPIP1|80124,RAB2A|5862,1.5
VCPIP1|80124,TMEM68|137695,1.5
VDAC1|7416,CTNNA1|1495,1.5
VDAC2|7417,MRPS16|51021,1.5
VPREB1|7441,IGLL1|3543,1.5
VPS13B|157680,FAM91A1|157769,1.5
VPS13B|157680,PHF20L1|51105,1.5
VPS26B|112936,ACAD8|27034,1.5
VPS28|51160,GPAA1|8733,1.5
VPS28|51160,GRINA|2907,1.5
VPS28|51160,GSDMD|79792,1.5
VPS33A|65082,ANAPC5|51433,1.5
VPS36|51028,FNDC3A|22862,1.5
VPS36|51028,NUDT15|55270,1.5
VPS37A|137492,KCTD9|54793,1.5
VPS39|23339,MAPKBP1|23005,1.5
VPS4A|27183,PSMD7|5713,1.5
VPS53|55275,GEMIN4|50628,1.5
VPS53|55275,TIMM22|29928,1.5
VPS72|6944,LYSMD1|388695,1.5
VPS72|6944,POLR3C|10623,1.5
