Gene1,Gene2,Aag_Edge_Weight
RPS16|6217,RPLP2|6181,2.1
RPS20|6224,RPL8|6132,2.1
RPS23|6228,RPS13|6207,2.1
RPS23|6228,RPS14|6208,2.1
RPS24|6229,RPL4|6124,2.1
RPS27A|6233,RPS10|6204,2.1
RPS29|6235,RPL36AL|6166,2.1
RPS29|6235,RPS12|6206,2.1
RPS3|6188,RPL10A|4736,2.1
RPS3|6188,RPS13|6207,2.1
RPS3|6188,RPS14|6208,2.1
RPS5|6193,RPS16|6217,2.1
SACM1L|22908,CLASP2|23122,2.1
SAMM50|25813,ADSL|158,2.1
SAP18|10284,ESD|2098,2.1
SASH3|54440,ITGAL|3683,2.1
SAT2|112483,GABARAP|11337,2.1
SCAF1|58506,IRF2BP1|26145,2.1
SCAF1|58506,MED25|81857,2.1
SCAND1|51282,MRPS26|64949,2.1
SCNM1|79005,PSMB4|5692,2.1
SCOC|60592,ARFIP1|27236,2.1
SETD5|55209,NR2C2|7182,2.1
SH2B1|25970,RHOT2|89941,2.1
SIRT6|51548,ELOF1|84337,2.1
SIRT7|51547,HGS|9146,2.1
SLC25A3|5250,CS|1431,2.1
SMG6|23293,CNTROB|116840,2.1
SMG6|23293,PRPF8|10594,2.1
SNRPD3|6634,DRG1|4733,2.1
SNRPD3|6634,RANBP1|5902,2.1
SNRPF|6636,ARPC3|10094,2.1
SNX14|57231,RARS2|57038,2.1
SNX3|8724,PCMT1|5110,2.1
SPAG7|9552,PSMB6|5694,2.1
SPCS1|28972,PSMD6|9861,2.1
SPCS1|28972,SEC13|6396,2.1
SPI1|6688,LST1|7940,2.1
SPRR2G|6706,SPRR2B|6701,2.1
SRPK2|6733,LMBR1|64327,2.1
SSB|6741,METTL5|29081,2.1
SSBP1|6742,CBX3|11335,2.1
SSBP1|6742,MRPS17|51373,2.1
SSU72|29101,MRPL20|55052,2.1
ST13|6767,EIF3L|51386,2.1
STK11|6794,CSNK1G2|1455,2.1
STK25|10494,ATG4B|23192,2.1
STK25|10494,DIS3L2|129563,2.1
STRAP|11171,GPN3|51184,2.1
STRAP|11171,MRPS35|60488,2.1
STX16|8675,RBM39|9584,2.1
SUGT1|10910,POMP|51371,2.1
TACO1|51204,MRPL38|64978,2.1
TADA3|10474,ARPC4|10093,2.1
TAF8|129685,MAD2L1BP|9587,2.1
TAGLN|6876,LMOD1|25802,2.1
TATDN3|128387,LYPLAL1|127018,2.1
TCEAL8|90843,PSMD10|5716,2.1
THOC7|80145,LSM3|27258,2.1
TIE1|7075,CDH5|1003,2.1
TIE1|7075,CXorf36|79742,2.1
TIGD5|84948,HSF1|3297,2.1
TIMM22|29928,ATPAF2|91647,2.1
TIMM22|29928,SLC25A11|8402,2.1
TIMM22|29928,SPAG7|9552,2.1
TIMM50|92609,MRPS12|6183,2.1
TM9SF1|10548,GMPR2|51292,2.1
TMED2|10959,ARL1|400,2.1
TMED7|51014,SEC24A|10802,2.1
TMF1|7110,KIAA1143|57456,2.1
TOMM22|56993,RANBP1|5902,2.1
TRAPPC1|58485,GABARAP|11337,2.1
TRAPPC10|7109,SON|6651,2.1
TRIM25|7706,CYB561D1|284613,2.1
TRMT1|55621,QTRT1|81890,2.1
TRMT112|51504,BANF1|8815,2.1
TRNT1|51095,THUMPD3|25917,2.1
TSPY2|64591,RBMY1B|378948,2.1
TSPY3|728137,RBMY1B|378948,2.1
TSPY4|728395,RBMY1B|378948,2.1
TSR1|55720,C1QBP|708,2.1
TSSC4|10078,PEX16|9409,2.1
TTLL5|23093,CHD8|57680,2.1
TUBA1C|84790,TUBA1B|10376,2.1
TUSC2|11334,TADA3|10474,2.1
TXNL1|9352,C18orf32|497661,2.1
TXNL1|9352,NDUFV2|4729,2.1
TYROBP|7305,AIF1|199,2.1
UBA52|7311,RPS9|6203,2.1
UBE2F|140739,SUMO1|7341,2.1
UBE2Z|65264,CANT1|124583,2.1
UBL5|59286,SNRPD2|6633,2.1
UBN2|254048,CDK13|8621,2.1
UBXN1|51035,FAU|2197,2.1
UFC1|51506,SNRPE|6635,2.1
UQCRC2|7385,DNAJA3|9093,2.1
URB1|9875,GART|2618,2.1
VAPA|9218,SEH1L|81929,2.1
VDAC3|7419,MRPL15|29088,2.1
VEZF1|7716,MED13|9969,2.1
VPS28|51160,SHARPIN|81858,2.1
VPS37A|137492,KCTD9|54793,2.1
WBP11|51729,DAZAP2|9802,2.1
WDR46|9277,ABCF1|23,2.1
WDR6|11180,NISCH|11188,2.1
WDR6|11180,PLXNB1|5364,2.1
WDR82|80335,QRICH1|54870,2.1
XAGE2|9502,COX7B2|170712,2.1
XIAP|331,THOC2|57187,2.1
XPOT|11260,MARS|4141,2.1
XRCC6|2547,EIF3D|8664,2.1
YIPF3|25844,BYSL|705,2.1
YIPF3|25844,CDC5L|988,2.1
YIPF3|25844,MRPS10|55173,2.1
YIPF3|25844,TOMM6|100188893,2.1
YWHAB|7529,RPN2|6185,2.1
ZGPAT|84619,OGFR|11054,2.1
ZMYM6|9204,ZMYM1|79830,2.1
ZNF24|7572,SS18|6760,2.1
ZNF3|7551,ZKSCAN5|23660,2.1
ZNF530|348327,ZNF419|79744,2.1
ZNF581|51545,RPL18|6141,2.1
ZNF644|84146,PKN2|5586,2.1
ZNF646|9726,SETD1A|9739,2.1
ZNF692|55657,CLK2|1196,2.1
ZNF721|170960,HAUS3|79441,2.1
ZNF740|283337,UNC119B|84747,2.1
ZNF765|91661,ZNF260|339324,2.1
ZNF91|7644,ZNF254|9534,2.1
ZNHIT1|10467,POP7|10248,2.1
ZSWIM2|151112,DEFB123|245936,2.1
ZXDB|158586,UBQLN2|29978,2.1
ACAD9|28976,ABCF3|55324,2.0
BLOC1S1|2647,ARL6IP4|51329,2.0
C12orf10|60314,ARL6IP4|51329,2.0
CD5|921,CD3E|916,2.0
CD86|942,AIF1|199,2.0
CEP57|9702,ANKRD49|54851,2.0
CHCHD3|54927,CHCHD2|51142,2.0
CNOT4|4850,CDK13|8621,2.0
COL4A4|1286,COL4A3|1285,2.0
COX10|1352,C1QBP|708,2.0
COX7B|1349,APOO|79135,2.0
CREB3|10488,CLTA|1211,2.0
CUL9|23113,AARS2|57505,2.0
CUL9|23113,CUL7|9820,2.0
CUTA|51596,CSNK2B|1460,2.0
CWC22|57703,CEBPZ|10153,2.0
DENR|8562,ACTR6|64431,2.0
DGCR6L|85359,DGCR6|8214,2.0
DHX33|56919,AKAP10|11216,2.0
DIP2A|23181,BRWD1|54014,2.0
DIS3|22894,AKAP11|11215,2.0
DLL4|54567,CDH5|1003,2.0
DNAJC8|22826,CDC42|998,2.0
DNTTIP2|30836,CEBPZ|10153,2.0
DTYMK|1841,COPS7B|64708,2.0
DYNC1LI2|1783,AP1G1|164,2.0
ECHDC1|55862,CDC40|51362,2.0
EDC4|23644,ACD|65057,2.0
EIF3B|8662,ABCF2|10061,2.0
EIF3J|8669,COPS2|9318,2.0
ELAC2|60528,COX10|1352,2.0
EXOC5|10640,ARHGAP5|394,2.0
F9|2158,CFHR2|3080,2.0
FAIM|55179,CEP70|80321,2.0
FAM74A1|401507,CRISP1|167,2.0
FBXL18|80028,CYB561D1|284613,2.0
FKBP2|2286,DRAP1|10589,2.0
FOXK1|221937,FBXL18|80028,2.0
FUK|197258,COG4|25839,2.0
GAGE2D|729408,GAGE1|2543,2.0
GART|2618,CCT8|10694,2.0
GCG|2641,FOXR2|139628,2.0
GLRX5|51218,COX16|51241,2.0
GNL1|2794,C6orf47|57827,2.0
GNPAT|8443,GGPS1|9453,2.0
GOLGA6L9|440295,GOLGA6L10|647042,2.0
GTF2A2|2958,EID1|23741,2.0
GTF2B|2959,BCAS2|10286,2.0
HNRNPR|10236,DHX9|1660,2.0
HSP90AB1|3326,CDC5L|988,2.0
HTR3B|9177,CCKAR|886,2.0
HTR3B|9177,FAM74A1|401507,2.0
KIF11|3832,CEP55|55165,2.0
KLHL22|84861,DGCR6L|85359,2.0
KRIT1|889,GATAD1|57798,2.0
LAIR1|3903,C1QC|714,2.0
LAIR1|3903,FCER1G|2207,2.0
LCE2A|353139,HMX3|340784,2.0
LCK|3932,CD247|919,2.0
LMF2|91289,ALG12|79087,2.0
LSM2|57819,CUTA|51596,2.0
LUC7L|55692,CENPT|80152,2.0
LYPLA1|10434,IMPA1|3612,2.0
MAP2K7|5609,FZR1|51343,2.0
MAP4|4134,IP6K1|9807,2.0
MARK2|2011,FRMD8|83786,2.0
MBD6|114785,ATN1|1822,2.0
MCM3AP|8888,GART|2618,2.0
MEA1|4201,KLHDC3|116138,2.0
MED1|5469,CDK12|51755,2.0
MED1|5469,DHX8|1659,2.0
MED11|400569,GPS2|2874,2.0
MED13|9969,MED1|5469,2.0
MED20|9477,KLHDC3|116138,2.0
MED20|9477,MAD2L1BP|9587,2.0
MED6|10001,ALKBH1|8846,2.0
MLF2|8079,COPS7A|50813,2.0
MLH1|4292,HACL1|26061,2.0
MOCS3|27304,CSTF1|1477,2.0
MPHOSPH10|10199,CCAR1|55749,2.0
MRPL2|51069,KLHDC3|116138,2.0
MRPL22|29093,HARS|3035,2.0
MRPL38|64978,ANAPC11|51529,2.0
MRPL4|51073,FARSA|2193,2.0
MRPS18A|55168,BYSL|705,2.0
MRPS33|51650,CHCHD2|51142,2.0
MRPS36|92259,CDK7|1022,2.0
MRPS36|92259,COX7C|1350,2.0
MS4A6A|64231,C3AR1|719,2.0
MS4A6A|64231,LY86|9450,2.0
MTIF3|219402,MRPS31|10240,2.0
MVD|4597,CHMP1A|5119,2.0
MYCT1|80177,CD34|947,2.0
NAA50|80218,COPB2|9276,2.0
NACA|4666,BTF3|689,2.0
NANOS2|339345,GJA10|84694,2.0
NAP1L1|4673,NACA|4666,2.0
NDUFA2|4695,COX7C|1350,2.0
NDUFA2|4695,HARS|3035,2.0
NDUFA2|4695,HIGD2A|192286,2.0
NDUFA9|4704,COQ5|84274,2.0
NDUFB4|4710,DNAJC19|131118,2.0
NEDD1|121441,CDK17|5128,2.0
NEDD8|4738,MRPL52|122704,2.0
NME2|4831,ANAPC11|51529,2.0
NOC2L|26155,ATAD3A|55210,2.0
NOC4L|79050,DDX54|79039,2.0
NOL11|25926,METTL2A|339175,2.0
NOLC1|9221,DDX21|9188,2.0
NOP58|51602,CEBPZ|10153,2.0
NOP58|51602,NOL10|79954,2.0
NPM1|4869,BTF3|689,2.0
NPM1|4869,EIF3E|3646,2.0
NR1H2|7376,EPN1|29924,2.0
NSMCE2|286053,COPS5|10987,2.0
NUP133|55746,METTL13|51603,2.0
NUPL2|11097,KRIT1|889,2.0
NUS1|116150,CCNC|892,2.0
OBP2A|29991,LCN1|3933,2.0
OCLN|4950,MARVELD2|153562,2.0
OGFR|11054,ARFRP1|10139,2.0
OR2Z1|284383,CST9L|128821,2.0
OR2Z1|284383,GPR32|2854,2.0
OR4D9|390199,BIRC8|112401,2.0
OR4N4|283694,NAA11|84779,2.0
OR51V1|283111,OPRD1|4985,2.0
OR8K1|390157,GJA10|84694,2.0
OTUD6A|139562,ACTL9|284382,2.0
PA2G4|5036,C12orf10|60314,2.0
PA2G4|5036,NACA|4666,2.0
PARK7|11315,CAPZB|832,2.0
PATE1|160065,HTR3B|9177,2.0
PCBP2|5094,EIF4B|1975,2.0
PCDH12|51294,BCL6B|255877,2.0
PDCD6IP|10015,MKRN2|23609,2.0
PDHA1|5160,APOO|79135,2.0
PDIA6|10130,HSPA5|3309,2.0
PDS5B|23047,FBXL3|26224,2.0
PELP1|27043,GPS2|2874,2.0
PFDN5|5204,NACA|4666,2.0
PFDN6|10471,CSNK2B|1460,2.0
PHAX|51808,DHX29|54505,2.0
PHF11|51131,N4BP2L2|10443,2.0
PHF20|51230,ITCH|83737,2.0
PHOX2B|8929,OR2V2|285659,2.0
PIK3CA|5290,BBX|56987,2.0
PIK3R4|30849,COPB2|9276,2.0
PIN1|5300,MRPL4|51073,2.0
PMPCB|9512,FAM185A|222234,2.0
POLR2J|5439,ALKBH4|54784,2.0
POLR2K|5440,MRPL13|28998,2.0
POMP|51371,ALG5|29880,2.0
POP7|10248,BUD31|8896,2.0
POP7|10248,COPS6|10980,2.0
PPA2|27068,HADH|3033,2.0
PPHLN1|51535,NUP107|57122,2.0
PPIG|9360,LARP7|51574,2.0
PPIG|9360,MPHOSPH10|10199,2.0
PPP1R11|6992,CSNK2B|1460,2.0
PPP1R12A|4659,NEDD1|121441,2.0
PPP1R2|5504,FYTTD1|84248,2.0
PPP2R1A|5518,HSPBP1|23640,2.0
PRAMEF18|391003,ADAM30|11085,2.0
PRAMEF18|391003,CST9L|128821,2.0
PRAMEF18|391003,KRTAP10-12|386685,2.0
PRDX5|25824,FKBP2|2286,2.0
PRMT5|10419,APEX1|328,2.0
PSMA7|5688,EIF6|3692,2.0
PSMB2|5690,PSMA5|5686,2.0
PSMB3|5691,MRPL38|64978,2.0
PSMC5|5705,FTSJ3|117246,2.0
PSMD9|5715,MRPL51|51258,2.0
PSME1|5720,NEDD8|4738,2.0
PSMG1|8624,MRPL39|54148,2.0
PTPRC|5788,EVI2B|2124,2.0
PUS1|80324,DHX37|57647,2.0
RAB11B|9230,FKBP8|23770,2.0
RAB3GAP2|25782,AHCTF1|25909,2.0
RAB4A|5867,MRPS14|63931,2.0
RAB5A|5868,CMTM6|54918,2.0
RABEP1|9135,ANKFY1|51479,2.0
RANBP1|5902,PES1|23481,2.0
RANGRF|29098,GABARAP|11337,2.0
RARS2|57038,CCNC|892,2.0
RASAL3|64926,MAP4K1|11184,2.0
RBAK|57786,PURB|5814,2.0
RBX1|9978,DRG1|4733,2.0
RECQL5|9400,OSBPL7|114881,2.0
REEP5|7905,NDFIP1|80762,2.0
RGPD4|285190,RGPD3|653489,2.0
RINT1|60561,KRIT1|889,2.0
RNASE6|6039,MS4A6A|64231,2.0
RNF123|63891,DHX30|22907,2.0
RNF123|63891,PTPN23|25930,2.0
RNF6|6049,INTS6|26512,2.0
ROBO4|54538,ARHGEF15|22899,2.0
ROBO4|54538,CD34|947,2.0
ROBO4|54538,CXorf36|79742,2.0
ROMO1|140823,MRPS26|64949,2.0
RPA3|6119,CHCHD2|51142,2.0
RPA3|6119,LSM5|23658,2.0
RPA3|6119,MRPS33|51650,2.0
RPAP3|79657,POC1B|282809,2.0
RPL19|6143,PSMB3|5691,2.0
RPL27|6155,RPL23A|6147,2.0
RPL27A|6157,EEF1G|1937,2.0
RPL29|6159,IMPDH2|3615,2.0
RPL29|6159,RPL24|6152,2.0
RPL36AL|6166,PSMA6|5687,2.0
RPL4|6124,RPL27A|6157,2.0
RPL5|6125,RPL27A|6157,2.0
RPL5|6125,RPL3|6122,2.0
RPL7L1|285855,AARS2|57505,2.0
RPL8|6132,RPL36|25873,2.0
RPLP1|6176,RPL4|6124,2.0
RPLP1|6176,RPLP0|6175,2.0
RPN1|6184,CALR|811,2.0
RPP30|10556,BCCIP|56647,2.0
RPP38|10557,KIN|22944,2.0
RPS10|6204,RPL36|25873,2.0
RPS11|6205,RPL28|6158,2.0
RPS14|6208,NHP2|55651,2.0
RPS15|6209,LSM7|51690,2.0
RPS15|6209,RPL13|6137,2.0
RPS16|6217,RPL27A|6157,2.0
RPS16|6217,RPL28|6158,2.0
RPS19|6223,RPS15|6209,2.0
RPS19BP1|91582,DGCR6L|85359,2.0
RPS3|6188,RPL5|6125,2.0
RPS3|6188,RPS16|6217,2.0
RPS3A|6189,EEF1B2|1933,2.0
RPS3A|6189,RPS12|6206,2.0
RPS6|6194,RPL4|6124,2.0
RPS6KB1|6198,CDC27|996,2.0
RPS6KB1|6198,MED13|9969,2.0
RPS8|6202,RPL12|6136,2.0
RPS8|6202,RPS3|6188,2.0
RPS9|6203,RPL28|6158,2.0
RRP1B|23076,MCM3AP|8888,2.0
S100G|795,CT45A6|541465,2.0
S100G|795,GK2|2712,2.0
SAMD4B|55095,GNA11|2767,2.0
SAP30BP|29115,MRPL38|64978,2.0
SARNP|84324,NDUFA12|55967,2.0
SASH3|54440,ARHGAP30|257106,2.0
SASH3|54440,NCKAP1L|3071,2.0
SCAP|22937,PTPN23|25930,2.0
SCFD1|23256,MNAT1|4331,2.0
SCGB1D4|404552,SCGB1D1|10648,2.0
SCO1|6341,COX10|1352,2.0
SEC24A|10802,AFF4|27125,2.0
SEC61B|10952,PSMB7|5695,2.0
SERINC1|57515,LMBRD1|55788,2.0
SETD6|79918,CENPT|80152,2.0
SF3B3|23450,DDX19A|55308,2.0
SH2D3C|10044,ARHGEF15|22899,2.0
SHARPIN|81858,HSF1|3297,2.0
SIRT7|51547,CCDC137|339230,2.0
SKP1|6500,HINT1|3094,2.0
SLC25A11|8402,COX10|1352,2.0
SLC25A11|8402,MED11|400569,2.0
SLC25A11|8402,MPDU1|9526,2.0
SLC30A7|148867,ANKRD13C|81573,2.0
SLC39A7|7922,ABCF1|23,2.0
SMAD2|4087,C18orf25|147339,2.0
SMAD5|4090,RBM27|54439,2.0
SMCR8|140775,PRPF8|10594,2.0
SNRPD2|6633,RPS16|6217,2.0
SNRPD3|6634,POLR2F|5435,2.0
SNRPF|6636,CNPY2|10330,2.0
SNRPG|6637,OST4|100128731,2.0
SNW1|22938,NGDN|25983,2.0
SPAG7|9552,MED11|400569,2.0
SPG7|6687,CDK10|8558,2.0
SPRR2B|6701,KRT76|51350,2.0
SRCAP|10847,SETD1A|9739,2.0
SRP19|6728,MED7|9443,2.0
SRP19|6728,PPP2CA|5515,2.0
SSB|6741,PRPF40A|55660,2.0
SSBP1|6742,COPS6|10980,2.0
SSBP1|6742,MRPL32|64983,2.0
SSBP1|6742,PSMA2|5683,2.0
SSX4|6759,CT45A5|441521,2.0
STT3A|3703,ARCN1|372,2.0
STT3A|3703,DPAGT1|1798,2.0
STUB1|10273,MRPL28|10573,2.0
SUMO1|7341,MFF|56947,2.0
SYAP1|94056,FUNDC1|139341,2.0
TACO1|51204,MRPL27|51264,2.0
TAF1C|9013,CDK10|8558,2.0
TAF1C|9013,CENPT|80152,2.0
TAF4|6874,ADNP|23394,2.0
TAF4|6874,LSM14B|149986,2.0
TAF8|129685,PPP2R5D|5528,2.0
TBC1D10B|26000,NUBP2|10101,2.0
TCEAL8|90843,TCEAL1|9338,2.0
TCP1|6950,HDAC2|3066,2.0
TELO2|9894,RHOT2|89941,2.0
TEX264|51368,NDUFAF3|25915,2.0
TGIF2LX|90316,COX7B2|170712,2.0
TGIF2LX|90316,LGALS14|56891,2.0
TGIF2LX|90316,NEUROD4|58158,2.0
TGIF2LX|90316,TEX13A|56157,2.0
THUMPD3|25917,AZI2|64343,2.0
TIE1|7075,CLEC14A|161198,2.0
TIMM22|29928,MPDU1|9526,2.0
TIMM22|29928,PSMB6|5694,2.0
TIMM22|29928,RNF167|26001,2.0
TIMM9|26520,PSMA6|5687,2.0
TJAP1|93643,MAD2L1BP|9587,2.0
TJAP1|93643,POLR1C|9533,2.0
TJAP1|93643,TBCC|6903,2.0
TM9SF1|10548,APEX1|328,2.0
TM9SF4|9777,NCOA6|23054,2.0
TM9SF4|9777,POFUT1|23509,2.0
TMEM126B|55863,TMEM126A|84233,2.0
TMEM147|10430,COX6B1|1340,2.0
TMEM14B|81853,SNRPC|6631,2.0
TMEM63B|55362,PPP2R5D|5528,2.0
TMUB1|83590,MOSPD3|64598,2.0
TOMM22|56993,SAMM50|25813,2.0
TOMM5|401505,EXOSC3|51010,2.0
TOMM7|54543,SEC61G|23480,2.0
TOX4|9878,SUPT16H|11198,2.0
TPI1|7167,GAPDH|2597,2.0
TPR|7175,ARID4B|51742,2.0
TPRX1|284355,OR8K1|390157,2.0
TPRX1|284355,PRAMEF22|653606,2.0
TRAF3IP1|26146,EIF4E2|9470,2.0
TRAPPC1|58485,GPS2|2874,2.0
TRAPPC2L|51693,COX4I1|1327,2.0
TREM2|54209,FCER1G|2207,2.0
TRIP11|9321,KTN1|3895,2.0
TRMT6|51605,DDX27|55661,2.0
TRUB2|26995,PMPCA|23203,2.0
TSR1|55720,GEMIN4|50628,2.0
TSSC4|10078,MOB2|81532,2.0
TSTA3|7264,FBXL6|26233,2.0
TTC1|7265,PFDN1|5201,2.0
TTC19|54902,PAFAH1B1|5048,2.0
TUFM|7284,DNAJA3|9093,2.0
TUFM|7284,MRPL28|10573,2.0
TUFM|7284,NDUFB10|4716,2.0
TXN2|25828,MCAT|27349,2.0
TXN2|25828,NDUFA6|4700,2.0
TXNDC17|84817,C1QBP|708,2.0
UBA52|7311,RPLP2|6181,2.0
UBAP2L|9898,RPRD2|23248,2.0
UBE2A|7319,MORF4L2|9643,2.0
UBE2D3|7323,COPS4|51138,2.0
UBE2W|55284,PEX2|5828,2.0
UMPS|7372,RUVBL1|8607,2.0
UPF1|5976,ARHGEF18|23370,2.0
UQCR10|29796,MRPL40|64976,2.0
UQCR11|10975,CLPP|8192,2.0
UQCRB|7381,DECR1|1666,2.0
USP25|29761,USP16|10600,2.0
USP5|8078,DHX37|57647,2.0
UTP14A|10813,DKC1|1736,2.0
VAPA|9218,CHMP1B|57132,2.0
VAPA|9218,RAB12|201475,2.0
VEZT|55591,FGD6|55785,2.0
VPS16|64601,PSMF1|9491,2.0
VPS28|51160,MAF1|84232,2.0
VPS29|51699,NDUFA12|55967,2.0
VPS33A|65082,PWP1|11137,2.0
VPS35|55737,DNAJA2|10294,2.0
VPS53|55275,ANKFY1|51479,2.0
VTA1|51534,ATG5|9474,2.0
VTA1|51534,CDC40|51362,2.0
WDR46|9277,GNL1|2794,2.0
WDR75|84128,PMS1|5378,2.0
WRAP53|55135,PELP1|27043,2.0
XRCC6|2547,DRG1|4733,2.0
XRCC6|2547,RANBP1|5902,2.0
YIPF3|25844,TAF8|129685,2.0
YKT6|10652,CCM2|83605,2.0
YME1L1|10730,CUL2|8453,2.0
YME1L1|10730,GDI2|2665,2.0
ZBTB25|7597,DCAF5|8816,2.0
ZBTB41|360023,EDEM3|80267,2.0
ZC3H11A|9877,POGZ|23126,2.0
ZC3H15|55854,OLA1|29789,2.0
ZC3H15|55854,SSB|6741,2.0
ZFY|7544,USP9Y|8287,2.0
ZGPAT|84619,ARFGAP1|55738,2.0
ZGPAT|84619,ARFRP1|10139,2.0
ZGPAT|84619,PRPF6|24148,2.0
ZIM3|114026,BPESC1|60467,2.0
ZMAT5|55954,THAP7|80764,2.0
ZNF318|24149,UBR2|23304,2.0
ZNF444|55311,FIZ1|84922,2.0
ZNF45|7596,ZNF225|7768,2.0
ZNF524|147807,MAP2K2|5605,2.0
ZNF579|163033,ZNF444|55311,2.0
ZNF585B|92285,ZNF585A|199704,2.0
ZNF587|84914,ZNF417|147687,2.0
ZNF598|90850,AXIN1|8312,2.0
ZNF644|84146,ANKRD13C|81573,2.0
ZNF654|55279,CGGBP1|8545,2.0
ZNF655|79027,DMTF1|9988,2.0
ZNF655|79027,KRIT1|889,2.0
ZNF664|144348,PTPN11|5781,2.0
ZNF76|7629,RXRB|6257,2.0
ZNF800|168850,RSBN1L|222194,2.0
ZNF91|7644,ZNF253|56242,2.0
ZNF91|7644,ZNF675|171392,2.0
ZNHIT1|10467,POLR2J|5439,2.0
ZNRF4|148066,OR2Z1|284383,2.0
BAZ2A|11176,ATF7|11016,1.9
BTN3A2|11118,BTN3A1|11119,1.9
C3AR1|719,C1QC|714,1.9
CAPRIN1|4076,API5|8539,1.9
CASC4|113201,ARPP19|10776,1.9
CD2|914,CCL5|6352,1.9
CD34|947,ARHGEF15|22899,1.9
CD6|923,CD3E|916,1.9
CEP350|9857,ARID4B|51742,1.9
CLEC14A|161198,ARHGEF15|22899,1.9
CLK4|57396,CLK1|1195,1.9
CNOT7|29883,CCDC25|55246,1.9
COX7A2|1347,COX5A|9377,1.9
CSE1L|1434,CRNKL1|51340,1.9
CXCR6|10663,CD2|914,1.9
CXorf36|79742,ARHGEF15|22899,1.9
CYBB|1536,C3AR1|719,1.9
CYP4F8|11283,ADAM2|2515,1.9
DAPK3|1613,CCDC9|26093,1.9
DAXX|1616,ABT1|29777,1.9
DDX52|11056,CDC27|996,1.9
DGCR6L|85359,ANKRD54|129138,1.9
DIDO1|11083,CHD6|84181,1.9
DIS3|22894,COG3|83548,1.9
DNAL4|10126,CBY1|25776,1.9
DUS4L|11062,CBX3|11335,1.9
DUSP28|285193,ATG4B|23192,1.9
DVL2|1856,CNTROB|116840,1.9
EARS2|124454,DNAJA3|9093,1.9
EEA1|8411,CLIP1|6249,1.9
EIF2B1|1967,ANAPC5|51433,1.9
EIF3B|8662,CPSF4|10898,1.9
EIF3D|8664,DRG1|4733,1.9
EIF3G|8666,EEF2|1938,1.9
EIF5AL1|143244,EIF4A1|1973,1.9
ELP2|55250,DYM|54808,1.9
ELP3|55140,CCDC25|55246,1.9
EMD|2010,BCAP31|10134,1.9
ENOPH1|58478,ANAPC10|10393,1.9
ENOPH1|58478,AP1AR|55435,1.9
ERGIC3|51614,EIF6|3692,1.9
ERP29|10961,CNPY2|10330,1.9
ERP44|23071,ALG2|85365,1.9
EXD3|54932,ANAPC2|29882,1.9
FAM133B|257415,DNAJC2|27000,1.9
FAM74A1|401507,CCKAR|886,1.9
FASTK|10922,C7orf50|84310,1.9
FAU|2197,AIP|9049,1.9
FBXL19|54620,FBRS|64319,1.9
FCGR2C|9103,FCGR2B|2213,1.9
FLYWCH2|114984,CDIPT|10423,1.9
FNIP1|96459,AFF4|27125,1.9
FXR2|9513,CNTROB|116840,1.9
FXR2|9513,DVL2|1856,1.9
FZR1|51343,CSNK1G2|1455,1.9
G2E3|55632,EXOC5|10640,1.9
GADD45GIP1|90480,FAU|2197,1.9
GAS8|2622,DEF8|54849,1.9
GIMAP6|474344,GIMAP5|55340,1.9
GJA10|84694,CST9L|128821,1.9
GOLGA7|51125,DCTN6|10671,1.9
GPN1|11321,CCT4|10575,1.9
GPS1|2873,ASPSCR1|79058,1.9
HAT1|8520,DYNC1I2|1781,1.9
HCK|3055,C1QC|714,1.9
HCK|3055,CYBB|1536,1.9
HDAC2|3066,ATG5|9474,1.9
HDHD2|84064,C18orf32|497661,1.9
HEATR5B|54497,BIRC6|57448,1.9
HIGD2A|192286,COX7C|1350,1.9
HIST1H2BD|3017,HIST1H2AC|8334,1.9
HNRNPH2|3188,C1GALT1C1|29071,1.9
HOXA9|3205,HOXA10|3206,1.9
HSCB|150274,DRG1|4733,1.9
HSP90AB1|3326,BYSL|705,1.9
IDE|3416,ATE1|11101,1.9
IDH3A|3419,COX5A|9377,1.9
IFI44L|10964,IFI44|10561,1.9
IFT80|57560,CCDC14|64770,1.9
IGBP1|3476,BTF3|689,1.9
ITGAL|3683,IKZF1|10320,1.9
KIAA0556|23247,IFT140|9742,1.9
KRIT1|889,DMTF1|9988,1.9
L2HGDH|79944,DLST|1743,1.9
LAPTM5|7805,CD86|942,1.9
LCK|3932,CD3D|915,1.9
LEMD3|23592,CDK17|5128,1.9
LEMD3|23592,FRS2|10818,1.9
LIN54|132660,DNAJB14|79982,1.9
LTB4R2|56413,LTB4R|1241,1.9
LY86|9450,FCER1G|2207,1.9
LYRM4|57128,LSM2|57819,1.9
MAGEA1|4100,COX7B2|170712,1.9
MAGOH|4116,HSPB11|51668,1.9
MAK16|84549,CNOT7|29883,1.9
MANF|7873,CALR|811,1.9
MATR3|9782,DDX46|9879,1.9
MDH1|4190,HADHB|3032,1.9
MDH1|4190,IMMT|10989,1.9
MDH2|4191,CHCHD3|54927,1.9
MED13|9969,BPTF|2186,1.9
MED20|9477,MEA1|4201,1.9
MED4|29079,EXOSC8|11340,1.9
METAP2|10988,ACTR6|64431,1.9
METTL13|51603,ISG20L2|81875,1.9
MINK1|50488,CAMTA2|23125,1.9
MKI67|4288,CEP55|55165,1.9
MPHOSPH10|10199,GNL2|29889,1.9
MRPL13|28998,DCAF13|25879,1.9
